shap_rank,feature_name,presentation_label_ko,feature_family,interpretation_group,mean_abs_shap,mean_shap,score_direction_note,plain_korean_interpretation,caution,final_use_recommendation
1,w1_3_week3_watch_time,1~3주 3주차 시청 시간,usage,weekly_watch_time,0.6197008105835925,-0.1472750369325272,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 3주차 시청 시간 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,group_for_interpretation
2,w1_3_w2_minus_w1_watch_time,1~3주 w2 minus w1 watch time,usage,week_to_week_delta,0.2647630997593521,-0.0560773123145786,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 w2 minus w1 watch time 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,group_for_interpretation
3,w1_3_week1_ratio,1~3주 1주차 시청 비중,usage,weekly_ratio,0.2271942557578525,-0.0100859254496587,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 1주차 시청 비중 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,group_for_interpretation
4,price,가격,membership,membership_context,0.1917705478724465,-0.0032476060192167,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,가격 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,가격/프로모션/상품 정책과 고객군 차이가 섞일 수 있습니다.,use
5,w1_3_first_watch_rel_day,1~3주 첫 시청 상대일,usage,watch_timing_rel_day,0.1738880203905324,-0.0335031223650444,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 첫 시청 상대일 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,재구독 판단 시점에 가까운 행동 proxy일 수 있어 target-adjacent로 조심해야 합니다.,use_with_caution
6,w1_3_genre_ratio_thriller_crime,1~3주 thriller/crime 장르 비중,genre,genre_preference_ratio,0.1649266467667552,-0.035036409197673,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 thriller/crime 장르 비중 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",use
7,w1_3_genre_ratio_animation_family,1~3주 animation/family 장르 비중,genre,genre_preference_ratio,0.1270533185837299,-0.0223245248306065,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 animation/family 장르 비중 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",use
8,w1_3_genre_ratio_drama,1~3주 drama 장르 비중,genre,genre_preference_ratio,0.1136789472675908,-0.0194383225171676,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 drama 장르 비중 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",use
9,w1_3_genre_session_count_drama,1~3주 drama 장르 세션 수,genre,genre_volume_proxy,0.1099604910201125,-0.0121729424774055,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 drama 장르 세션 수 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,순수 장르 취향보다 사용량 중복 신호일 수 있습니다.,group_for_interpretation
10,w1_3_genre_ratio_action_adventure,1~3주 action/adventure 장르 비중,genre,genre_preference_ratio,0.109490557171211,-0.0037454317591128,positive SHAP pushes toward higher repurchase margin; negative SHAP implies higher churn risk,1~3주 action/adventure 장르 비중 변수는 재구독 점수 구분에 사용된 모델 설명 신호입니다.,"예측적, 설명적 신호로만 사용하고 원인으로 말하지 않습니다.",use
