feature_name,feature_type,AARRR_stage_primary,feature_family,why_selected,09_within_promotion_SMD,09_within_nonpromotion_SMD,09_signal_pattern_label,overall_distribution_shape,zero_inflation_summary,outlier_influence_summary,2x2_pattern_summary,safe_claim,unsafe_claim,recommended_next_use
watch_time(min)_w3,continuous_time,retention,usage_observation,requested focus and/or Step 09 target-internal signal,0.6913420634313308,0.7434059086896082,nonpromotion_stronger_signal,continuous/count skew check,overall zero rate 36.3%,top 1pct share 10.0%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
watch_session_w3,count,retention,usage_observation,requested focus and/or Step 09 target-internal signal,0.6626744684571563,0.7500986291124194,nonpromotion_stronger_signal,continuous/count skew check,overall zero rate 36.3%,top 1pct share 8.1%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
is_only_w1,binary,activation,usage_observation,requested focus and/or Step 09 target-internal signal,-0.5487347215544293,-0.6688643867741991,nonpromotion_stronger_signal,binary proportion,overall zero rate 90.1%,top 1pct share 10.1%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",segmentation_candidate_later
is_w1_over_50pct,binary,activation,usage_observation,requested focus and/or Step 09 target-internal signal,-0.5091198494649657,-0.6529073920253156,nonpromotion_stronger_signal,binary proportion,overall zero rate 70.8%,top 1pct share 3.4%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",segmentation_candidate_later
retention_w3_ratio,ratio,retention,retention_ratio,requested focus and/or Step 09 target-internal signal,0.3579795070777067,0.3927066063621658,common_signal,continuous/count skew check,overall zero rate 0.0%,top 1pct share 20.7%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
retention_w2_ratio,ratio,retention,retention_ratio,requested focus and/or Step 09 target-internal signal,0.3122295533349219,0.3660803567023025,nonpromotion_stronger_signal,continuous/count skew check,overall zero rate 0.0%,top 1pct share 21.6%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
diff_between_w3_w1,retention_change,retention,retention_change,requested focus and/or Step 09 target-internal signal,0.432806403008426,0.4443914059565071,common_signal,continuous/count skew check,overall zero rate 14.6%,not applicable for negative-valued feature,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
diff_between_w3_w2,retention_change,retention,retention_change,requested focus and/or Step 09 target-internal signal,0.188312830227524,0.1870891917389487,common_signal,continuous/count skew check,overall zero rate 16.5%,not applicable for negative-valued feature,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
diff_between_w2_w1,retention_change,retention,retention_change,requested focus and/or Step 09 target-internal signal,0.2853608109943327,0.3171132669501669,common_signal,continuous/count skew check,overall zero rate 16.6%,not applicable for negative-valued feature,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
watch_time(min)_w2,continuous_time,retention,usage_observation,requested focus and/or Step 09 target-internal signal,0.426624251471308,0.5042875788643602,nonpromotion_stronger_signal,continuous/count skew check,overall zero rate 37.1%,top 1pct share 9.5%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
watch_session_w2,count,retention,usage_observation,requested focus and/or Step 09 target-internal signal,0.3318420630210599,0.4264872592382039,nonpromotion_stronger_signal,continuous/count skew check,overall zero rate 37.1%,top 1pct share 8.6%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
is_cold_start_3d,binary,activation,activation_onboarding,requested focus and/or Step 09 target-internal signal,0.107245758575116,0.0203311239936268,promotion_stronger_signal,binary proportion,overall zero rate 53.7%,top 1pct share 2.2%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
is_cold_start_7d,binary,activation,activation_onboarding,requested focus and/or Step 09 target-internal signal,-0.0437848557719497,-0.1024824646113335,nonpromotion_stronger_signal,binary proportion,overall zero rate 32.1%,top 1pct share 1.5%,Descriptive comparison of target-separating signal strength by promotion split.,row-level descriptive distribution difference observed; validate later in modeling if used,"causal effect, statistical significance, model performance, or final segment threshold",modeling_candidate
