feature_set_name,safe_model_feature_name,AARRR_stage,feature_family,timing_family,n,positive_count,positive_rate,negative_count,negative_rate,missing_count,missing_rate,rare_positive_flag,near_constant_flag,caveat_flag,caveat_reason,needs_user_review,notes
conservative_safe_22,is_w1_over_50pct,Activation,early_week1_watch_behavior,week1,23079,6740,0.29204038303219376,16339,0.7079596169678062,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_w2_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,6083,0.2635729451016075,16996,0.7364270548983924,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_w3_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,6548,0.28372113176480784,16531,0.7162788682351922,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_only_w1,Activation,early_week1_watch_behavior,week1,23079,2281,0.09883443823389228,20798,0.9011655617661077,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_only_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,1839,0.0796828285454309,21240,0.920317171454569,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_only_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,2314,0.10026430954547425,20765,0.8997356904545257,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_cold_start_3d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,23079,8929,0.3868885133671303,14150,0.6131114866328697,0,0.0,False,False,True,cold_start_fixed row-level first-watch timing caveat applies,True,near_constant threshold: positive_rate <= 0.01 or >= 0.99
conservative_safe_22,is_cold_start_7d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,23079,14721,0.637852593266606,8358,0.362147406733394,0,0.0,False,False,True,cold_start_fixed row-level first-watch timing caveat applies,True,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_churn_prevented,Retention_context,historical_churn_prevention_context,historical_context,23079,4153,0.17994713809090515,18926,0.8200528619090949,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_user_verified,Needs_user_review,profile_context_needs_review,membership_context,23079,17865,0.7740803327700507,5214,0.2259196672299493,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_standard,Acquisition_context,membership_context,registration_or_payment_context,23079,4768,0.20659473980675072,18311,0.7934052601932493,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_premium,Acquisition_context,membership_context,registration_or_payment_context,23079,3777,0.1636552710256077,19302,0.8363447289743923,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_female,Needs_user_review,profile_context_needs_review,membership_context,23079,12345,0.534901858832705,10734,0.4650981411672949,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_male,Needs_user_review,profile_context_needs_review,membership_context,23079,7235,0.3134884527059231,15844,0.6865115472940768,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,reg_is_weekend,Acquisition_context,membership_context,registration_or_payment_context,23079,8303,0.35976428788075737,14776,0.6402357121192426,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,reg_hour_morning,Acquisition_context,membership_context,registration_or_payment_context,23079,4430,0.19194939122145674,18649,0.8080506087785433,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,reg_hour_afternoon,Acquisition_context,membership_context,registration_or_payment_context,23079,5539,0.24000173317734738,17540,0.7599982668226526,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,reg_hour_evening,Acquisition_context,membership_context,registration_or_payment_context,23079,8923,0.38662853676502446,14156,0.6133714632349755,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,reg_hour_night,Acquisition_context,membership_context,registration_or_payment_context,23079,4187,0.18142033883617142,18892,0.8185796611638286,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,payment_is_mobile,Acquisition_context,membership_context,registration_or_payment_context,23079,3571,0.15472940768664153,19508,0.8452705923133584,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,payment_is_pc,Acquisition_context,membership_context,registration_or_payment_context,23079,4472,0.1937692274361974,18607,0.8062307725638026,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,payment_is_android,Acquisition_context,membership_context,registration_or_payment_context,23079,10823,0.4689544607651978,12256,0.5310455392348022,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,payment_is_ios,Acquisition_context,membership_context,registration_or_payment_context,23079,3818,0.16543177780666407,19261,0.8345682221933359,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_w1_over_50pct,Activation,early_week1_watch_behavior,week1,23079,6740,0.29204038303219376,16339,0.7079596169678062,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_w2_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,6083,0.2635729451016075,16996,0.7364270548983924,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_w3_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,6548,0.28372113176480784,16531,0.7162788682351922,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_only_w1,Activation,early_week1_watch_behavior,week1,23079,2281,0.09883443823389228,20798,0.9011655617661077,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_only_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,1839,0.0796828285454309,21240,0.920317171454569,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_only_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,23079,2314,0.10026430954547425,20765,0.8997356904545257,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_basic,Acquisition_context,membership_context,registration_or_payment_context,23079,14534,0.6297499891676416,8545,0.3702500108323584,0,0.0,False,False,False,,False,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_cold_start_3d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,23079,8929,0.3868885133671303,14150,0.6131114866328697,0,0.0,False,False,True,cold_start_fixed row-level first-watch timing caveat applies,True,near_constant threshold: positive_rate <= 0.01 or >= 0.99
expanded_feature_set,is_cold_start_7d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,23079,14721,0.637852593266606,8358,0.362147406733394,0,0.0,False,False,True,cold_start_fixed row-level first-watch timing caveat applies,True,near_constant threshold: positive_rate <= 0.01 or >= 0.99
