iter	Passed	Remaining
0	194	96961
1	210	52530
2	224	37229
3	237	29508
4	249	24676
5	260	21419
6	271	19149
7	281	17341
8	293	15999
9	307	15047
10	321	14288
11	333	13549
12	344	12920
13	358	12428
14	370	11986
15	384	11628
16	400	11366
17	413	11065
18	425	10761
19	437	10506
20	450	10282
21	460	10004
22	471	9777
23	484	9599
24	493	9378
25	507	9248
26	520	9122
27	532	8983
28	542	8805
29	553	8665
30	565	8555
31	579	8471
32	590	8357
33	602	8256
34	614	8160
35	624	8043
36	635	7954
37	646	7862
38	657	7772
39	667	7675
40	679	7601
41	690	7524
42	700	7445
43	714	7401
44	727	7351
45	793	7835
46	812	7833
47	831	7829
48	846	7788
49	867	7803
50	889	7834
51	907	7822
52	924	7797
53	941	7773
54	960	7770
55	976	7741
56	1004	7804
57	1016	7746
58	1030	7704
59	1047	7682
60	1061	7641
61	1076	7606
62	1092	7575
63	1104	7523
64	1115	7462
65	1127	7414
66	1139	7362
67	1151	7312
68	1161	7252
69	1171	7198
70	1183	7152
71	1193	7093
72	1205	7054
73	1220	7023
74	1235	6998
75	1252	6986
76	1266	6959
77	1277	6909
78	1288	6868
79	1301	6833
80	1312	6789
81	1323	6745
82	1336	6715
83	1350	6686
84	1363	6658
85	1376	6625
86	1390	6601
87	1407	6590
88	1426	6585
89	1440	6561
90	1456	6544
91	1471	6525
92	1486	6503
93	1501	6484
94	1517	6470
95	1535	6460
96	1553	6454
97	1570	6441
98	1588	6432
99	1603	6412
100	1618	6393
101	1634	6376
102	1650	6362
103	1667	6347
104	1682	6330
105	1698	6312
106	1715	6299
107	1730	6280
108	1746	6266
109	1763	6253
110	1780	6238
111	1795	6220
112	1810	6200
113	1825	6182
114	1841	6163
115	1858	6150
116	1875	6138
117	1890	6119
118	1904	6096
119	1920	6081
120	1936	6065
121	1952	6049
122	1970	6038
123	1987	6027
124	2001	6003
125	2013	5977
126	2027	5953
127	2040	5930
128	2054	5909
129	2069	5891
130	2083	5869
131	2095	5842
132	2108	5818
133	2126	5806
134	2143	5796
135	2158	5778
136	2173	5758
137	2188	5739
138	2202	5719
139	2216	5699
140	2229	5676
141	2243	5655
142	2257	5636
143	2271	5614
144	2285	5596
145	2301	5580
146	2318	5567
147	2334	5553
148	2351	5538
149	2366	5522
150	2381	5505
151	2396	5487
152	2410	5467
153	2423	5444
154	2436	5422
155	2450	5402
156	2463	5382
157	2478	5365
158	2495	5351
159	2511	5336
160	2527	5322
161	2544	5309
162	2561	5295
163	2579	5284
164	2593	5266
165	2609	5251
166	2624	5234
167	2637	5212
168	2651	5193
169	2665	5174
170	2679	5155
171	2694	5139
172	2710	5124
173	2726	5108
174	2743	5094
175	2759	5079
176	2776	5066
177	2792	5051
178	2807	5034
179	2821	5016
180	2835	4996
181	2848	4977
182	2862	4958
183	2876	4939
184	2890	4922
185	2906	4906
186	2926	4898
187	2943	4884
188	2962	4874
189	2978	4860
190	2995	4846
191	3009	4828
192	3023	4809
193	3037	4790
194	3051	4773
195	3071	4763
196	3085	4745
197	3103	4733
198	3120	4720
199	3136	4704
200	3151	4688
201	3167	4673
202	3184	4659
203	3199	4642
204	3215	4627
205	3233	4614
206	3251	4602
207	3267	4586
208	3283	4571
209	3298	4555
210	3312	4537
211	3325	4517
212	3340	4500
213	3353	4481
214	3366	4462
215	3380	4445
216	3395	4428
217	3408	4409
218	3421	4389
219	3437	4375
220	3453	4360
221	3469	4345
222	3485	4329
223	3500	4312
224	3514	4295
225	3529	4279
226	3543	4262
227	3558	4245
228	3574	4230
229	3589	4213
230	3601	4193
231	3614	4175
232	3629	4159
233	3646	4145
234	3663	4130
235	3678	4115
236	3694	4099
237	3708	4082
238	3722	4064
239	3735	4046
240	3749	4029
241	3763	4011
242	3778	3996
