iter	Logloss
0	0.678094907
1	0.662557971
2	0.6476588872
3	0.6367719614
4	0.6250550672
5	0.6138711936
6	0.6054232264
7	0.5954907688
8	0.5884500952
9	0.580112458
10	0.5742278896
11	0.5674269664
12	0.5612527721
13	0.5555245339
14	0.5508759528
15	0.5461379138
16	0.5419157367
17	0.5381621333
18	0.5347750357
19	0.5310390277
20	0.527372574
21	0.5241116232
22	0.5210301839
23	0.5181786222
24	0.5152232402
25	0.5125889474
26	0.509447797
27	0.5067332453
28	0.5049555782
29	0.5030685129
30	0.5006481884
31	0.4987435704
32	0.4967485923
33	0.4949773887
34	0.4931326081
35	0.4912050376
36	0.4895328932
37	0.4881991799
38	0.4864480979
39	0.4851979801
40	0.4833742526
41	0.4822440972
42	0.4805480133
43	0.47880479
44	0.4777890536
45	0.476432597
46	0.4753804241
47	0.4743233238
48	0.4732212549
49	0.4722421202
50	0.4711180186
51	0.4701265493
52	0.469092083
53	0.4679860652
54	0.4668857597
55	0.4658738475
56	0.464977087
57	0.4640803238
58	0.4631016442
59	0.4622280054
60	0.4616771075
61	0.4608848702
62	0.4600662984
63	0.4592910583
64	0.4583636173
65	0.457481738
66	0.4569064546
67	0.4562759721
68	0.4553821689
69	0.4546695798
70	0.4540710673
71	0.4534904191
72	0.4528730983
73	0.4523287706
74	0.4518763444
75	0.4513083479
76	0.4505007334
77	0.4497758144
78	0.449205701
79	0.4483273584
80	0.4478811007
81	0.4474210887
82	0.446922548
83	0.4461933045
84	0.4456805891
85	0.4451317846
86	0.4445708209
87	0.4442272679
88	0.4437228728
89	0.4432567635
90	0.4428737873
91	0.4424472139
92	0.4420011191
93	0.4412678496
94	0.440737147
95	0.4403813574
96	0.4399471352
97	0.4395018308
98	0.4390956267
99	0.4385658451
100	0.4381679004
101	0.4377860829
102	0.4374640512
103	0.4370371396
104	0.4367060207
105	0.4362653394
106	0.4358069467
107	0.4353944384
108	0.4349477365
109	0.4344977213
110	0.4341158056
111	0.4336166987
112	0.4332921316
113	0.4329592992
114	0.4324891834
115	0.4321454702
116	0.4317984559
117	0.4315370957
118	0.4312731635
119	0.4309636502
120	0.4304804648
121	0.4300787846
122	0.4296095531
123	0.4292275617
124	0.4288594413
125	0.4284702814
126	0.4282090264
127	0.4278332068
128	0.4274054768
129	0.4270941184
130	0.4268555023
131	0.426597807
132	0.4263369757
133	0.4259628178
134	0.4256397026
135	0.4253427799
136	0.4250664068
137	0.4247504454
138	0.4244515887
139	0.4242041537
140	0.4238694877
141	0.4236559806
142	0.4233224889
143	0.4229702193
144	0.422589906
145	0.4222129822
146	0.4219433121
147	0.4216343001
148	0.4213185813
149	0.4209709185
150	0.4206191926
151	0.4203438418
152	0.4199459348
153	0.4196885328
154	0.4193433475
155	0.4188868761
156	0.4184964315
157	0.4182233013
158	0.4178503702
159	0.417652038
160	0.4172952738
161	0.4169700126
162	0.4168244657
163	0.4163373719
164	0.4160736239
165	0.4157965408
166	0.4155394541
167	0.4153002058
168	0.4150491867
169	0.4147731507
170	0.4144976642
171	0.4141784253
172	0.4138625627
173	0.4136464538
174	0.4132881666
175	0.412988328
176	0.4126518833
177	0.4123146198
178	0.4120192499
179	0.4117487481
180	0.4114630417
181	0.4111669073
182	0.4108788458
183	0.4106132486
184	0.4102796329
185	0.4099993193
186	0.4096874231
187	0.4094194019
188	0.4091296337
189	0.4088628482
190	0.408586289
191	0.4083710408
192	0.408093365
193	0.4077531762
194	0.4074607818
195	0.4071478423
196	0.4068373027
197	0.4063627996
198	0.4060746672
199	0.4056610729
200	0.40530111
201	0.404985361
202	0.4047102803
203	0.4043452203
204	0.4040516571
205	0.40377048
206	0.4035029138
207	0.4032627245
208	0.4028201592
209	0.402534387
210	0.4023191159
211	0.4020993949
212	0.401757062
213	0.4015613116
214	0.4012344332
215	0.4009400715
216	0.4006659032
217	0.4003858021
218	0.4000480282
219	0.3997699025
220	0.3993942437
221	0.3991138553
222	0.3988866399
223	0.3985813056
224	0.3982940727
225	0.3980076283
226	0.3977347303
227	0.3974970535
228	0.39706208
229	0.3967926588
230	0.3964877202
231	0.3962850263
232	0.3960202534
233	0.3957707137
234	0.3954157138
235	0.3951002052
236	0.3948167029
237	0.3945037187
238	0.3942625449
239	0.3939987177
240	0.3936441701
241	0.3933917579
242	0.3931454103
243	0.3928650361
244	0.3925097442
245	0.3922851436
246	0.3919546622
247	0.3916150674
248	0.3913047501
249	0.3909686484
250	0.3906960329
251	0.3904420902
252	0.3901967059
253	0.3899466383
254	0.3895798754
255	0.3892689919
256	0.3890560047
257	0.3887734377
258	0.3884715023
259	0.3882724367
260	0.388008887
261	0.3877928145
262	0.3875112795
263	0.3872320735
264	0.3869922688
265	0.3866693438
266	0.3864122999
267	0.3861567888
268	0.3858618509
269	0.3855707747
270	0.3851937713
271	0.3850192895
272	0.3847638374
273	0.3844623077
274	0.3841753653
275	0.3838204012
276	0.3835014085
277	0.3832786561
278	0.3829451543
279	0.3826665944
280	0.3823981384
281	0.3821113242
282	0.3817958379
283	0.3814996188
284	0.3811765367
285	0.3809432
286	0.3807089093
287	0.3803957836
288	0.3801322002
289	0.3798360686
290	0.3796516423
291	0.3793423647
292	0.3790305946
293	0.3787807743
294	0.3785203045
295	0.3782294116
296	0.3780723471
297	0.3777836654
298	0.3775446409
299	0.3772589959
300	0.3770036113
301	0.3767298439
302	0.3765012608
303	0.3763036542
304	0.3760167875
305	0.3757031657
306	0.3754394203
307	0.3751267664
308	0.3749135347
309	0.3746474527
310	0.3743443902
311	0.3741677026
312	0.3739295009
313	0.3736141133
314	0.3733115834
315	0.3730560763
316	0.3728055009
317	0.3725550857
318	0.3723438992
319	0.3722354117
320	0.3720194322
321	0.37178931
322	0.3715748951
323	0.3713315211
324	0.3710987921
325	0.3707487637
326	0.3705729917
327	0.3702898713
328	0.3700839761
329	0.3698499473
330	0.3696778426
331	0.3694087225
332	0.3691544453
333	0.3689752313
334	0.3687724561
335	0.3685817656
336	0.3683331241
337	0.3680507234
338	0.367840405
339	0.3676546454
340	0.3674494283
341	0.3672005452
342	0.3669351036
343	0.3666204201
344	0.3663249513
345	0.3661017491
346	0.3658437983
347	0.3655541112
348	0.3653391568
349	0.3651234901
350	0.3648140643
351	0.3645525939
352	0.3642860932
353	0.3640860014
354	0.3639049374
355	0.3637731901
356	0.3634460649
357	0.3632334799
358	0.3629869459
359	0.3627443611
360	0.3624539708
361	0.3623195192
362	0.3620995395
363	0.3618577286
364	0.3616852226
365	0.3614862853
366	0.3613011522
367	0.3610032554
368	0.3607821742
369	0.3605063449
370	0.3603047882
371	0.3600889881
372	0.3597928229
373	0.3595430791
374	0.3593359022
375	0.3590948366
376	0.3588876949
377	0.3587080512
378	0.3584390753
379	0.358182745
380	0.357972775
381	0.3577756778
382	0.3576278941
383	0.3573920009
384	0.3571341286
385	0.3569336293
386	0.3567757048
387	0.3565459417
388	0.3562708348
389	0.3561222517
390	0.3559099803
391	0.3556433704
392	0.355453229
393	0.355162969
394	0.3549000728
395	0.3546903663
396	0.3544671008
397	0.3542532907
398	0.3540291977
399	0.3537961769
400	0.3536187109
401	0.3534836906
402	0.353265678
403	0.3530423741
404	0.3527957515
405	0.3525359298
406	0.3522318127
407	0.3520944409
408	0.351842774
409	0.3516170449
410	0.3513555683
411	0.3511056504
412	0.3508961358
413	0.3506618274
414	0.3504868541
415	0.3503254228
416	0.3500837462
417	0.349851727
418	0.3496252486
419	0.3494094767
420	0.3491767381
421	0.3489834753
422	0.3487681308
423	0.3485697499
424	0.34836467
425	0.3481278964
426	0.3479061119
427	0.347743308
428	0.3475534748
429	0.3472862778
430	0.3470965505
431	0.3469043994
432	0.3467283683
433	0.3465125557
434	0.3463192526
435	0.3461564857
436	0.3459700362
437	0.3457849239
438	0.3456037668
439	0.3453611942
440	0.3451158862
441	0.3448896475
442	0.3445499984
443	0.3443501659
444	0.344169002
445	0.3439411271
446	0.3437508737
447	0.3435404995
448	0.3432993813
449	0.3431296092
450	0.3428969752
451	0.3427383403
452	0.3425613493
453	0.3423670064
454	0.3421559558
455	0.3419280898
456	0.3417774604
457	0.3415765051
458	0.3413664698
459	0.3411219286
460	0.3408116341
461	0.3406985285
462	0.3405053877
463	0.3403491125
464	0.3401412959
465	0.3399488977
466	0.3397360756
467	0.3395671647
468	0.3393122312
469	0.3391932283
470	0.3390266084
471	0.3388035381
472	0.3386515243
473	0.3384378549
474	0.3382937221
475	0.3381440905
476	0.3379377993
477	0.3377915351
478	0.3376483226
479	0.3374201809
480	0.337247922
481	0.3370240534
482	0.3368337728
483	0.3366454821
484	0.3363651311
485	0.3361293732
486	0.3359740283
487	0.3357718894
488	0.3355675282
489	0.3354011087
490	0.3351798954
491	0.3350591213
492	0.3349497597
493	0.334828585
494	0.3345973164
495	0.3344209809
496	0.3342410934
497	0.3340317816
498	0.333843212
499	0.3335520949
