sample_index,base_value,sum_shap
196,1.4672105577742869,-0.21655295104185973
2766,1.4672105577742869,1.8356194359520126
16885,1.4672105577742869,0.5545380757217004
11736,1.4672105577742869,1.495140073015647
22020,1.4672105577742869,1.3313670860851952
9774,1.4672105577742869,0.05818241269177302
18010,1.4672105577742869,-0.6875126600844762
21667,1.4672105577742869,0.8901606147692983
2385,1.4672105577742869,1.2325893209766108
5809,1.4672105577742869,-1.8191216060126085
9613,1.4672105577742869,-1.4984963393780253
7735,1.4672105577742869,-0.8534980522921396
21474,1.4672105577742869,0.11293730455093257
17078,1.4672105577742869,-0.9776281405002175
4963,1.4672105577742869,-2.0353120914084033
18435,1.4672105577742869,0.5605256421792779
950,1.4672105577742869,-1.9494120393610457
4327,1.4672105577742869,-1.9895367426304744
19895,1.4672105577742869,0.6949581980361056
20178,1.4672105577742869,-2.312797158667985
