original_feature,feature_family,mean_abs_shap,mean_shap,positive_share,negative_share,primary_direction,score_direction_note
w1_3_week3_watch_time,weekly_usage_pattern,0.8313802874843351,-0.040797365469091205,0.451,0.549,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_genre_ratio_drama,genre_ratio_proxy,0.31975422978755313,-0.00288414375947516,0.467,0.533,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_week1_watch_time,weekly_usage_pattern,0.3002140414236166,0.007778997655078161,0.514,0.486,pushes_toward_repurchase_score,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_week2_watch_time,weekly_usage_pattern,0.28744723741443434,0.02704357907012098,0.4295,0.5705,pushes_toward_repurchase_score,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
is_promotion_bin,membership_context,0.2699549164052647,-0.0008421096004924786,0.481,0.519,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_genre_ratio_animation_family,genre_ratio_proxy,0.2603052366140704,0.006039083535326279,0.246,0.754,pushes_toward_repurchase_score,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_genre_ratio_thriller_crime,genre_ratio_proxy,0.21643027303903403,-0.004242903667652258,0.762,0.238,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_genre_ratio_romance,genre_ratio_proxy,0.215473502192298,-0.0077495932513487525,0.3,0.7,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_genre_ratio_action_adventure,genre_ratio_proxy,0.17089408911968418,-0.005752542073194466,0.742,0.258,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
w1_3_avg_watch_time_per_session,simple_usage_volume,0.15787972924166252,-0.02193289813584564,0.321,0.679,pushes_toward_churn_risk,Positive SHAP pushes toward repurchase_score; negative SHAP pushes toward churn risk.
