full_name,size_bytes
handoff/README.md,907
handoff/17_demographic_hotfix_input_validation.csv,2470
handoff/17_demographic_hotfix_source_fingerprint_before_after.csv,6419
handoff/PUBLIC_17_demographic_action_layer_hotfix_final_checks.csv,1851
handoff/PUBLIC_17_demographic_action_layer_hotfix_zip_inventory.csv,1251
handoff/17_demographic_action_layer_quality_helper.py,49755
notebook/17_demographic_action_layer_hotfix_260520.ipynb,1468
notebook/17_demographic_action_layer_hotfix_260520_executed.ipynb,2637
note/note.md,131213
results/17_demographic_source_column_audit.csv,7240
results/17_gender_derivation_audit.csv,421
results/17_age_group_audit.csv,2571
results/17_segment_demographic_profile_demographic_hotfix.csv,42801
results/17_segment_age_behavior_profile_demographic_hotfix.csv,777495
results/17_segment_gender_behavior_profile_demographic_hotfix.csv,310625
results/17_age_gender_behavior_profile_skipped_features.csv,3096
results/17_segment_action_personalization_matrix_demographic_hotfix.csv,32674
results/17_demographic_hotfix_summary.csv,1301
results/17_segment_rationale_demographic_action_supplement.md,15084
results/17_readiness_for_18_business_storyline_demographic_hotfix.csv,1421
results/README.md,1725
