USER_KEY,is_repurchase,is_churn_prevented,is_user_verified,is_standard,is_premium,age_group,is_female,is_male,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,total_watch_count,unique_movie,watch_days,active_ratio,total_watch_time_min,watch_per_day,avg_watch_time_min,median_watch_time_min,std_watch_time_min,avg_daily_watch_time_min,max_watch_time_min,max_daily_watch_time_min,max_daily_sessions,recency,avg_gap_between_watch_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,max_inactive_gap_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,movie_per_active_day,max_day_share,day_count_over_3times,watch_time_min_w1,watch_time_min_w2,watch_time_min_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w1,diff_between_w3_w2,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio_5y,avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio,is_basic,is_cold_start_3d_fixed,is_cold_start_7d_fixed
7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc144b0f23979d3794e250b9dd3a5c9a663e2fba6bb142541282756d406d98ee9e5b233153,1,0,1,0,1,20,1,0,1,0,0,1,0,13,10,9,0.428571,518,1.444444,39.846154,13.0,57.936526,57.555556,200,201,2,4,2.0,3.0,1.0,0.0,5,0.230769,0.153846,0.307692,0.384615,1.111111,0.388031,0,191,313,14,3,8,2,1.635417,0.047771,122,-177,-299,0,1,0,0,0,0,0.230769,0.230769,0.384615,0.0,2019.405405,6,0.22973,0.003861,0.389961,0.361004,0.0,0.0,0.013514,0.0,0.0,0.0,0.001931,0,1,1
4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef4594ee72306b661c43d19086f82f85f02bbb5716280f52bb7f0fde823a0656a830a0e6e41f,0,1,1,0,0,20,1,0,0,0,1,0,0,3,3,2,0.095238,4,1.5,1.333333,1.0,0.57735,2.0,2,3,2,13,1.0,0.0,0.0,0.0,1,0.0,0.0,0.666667,1.0,1.5,0.75,0,3,1,0,2,1,0,0.5,0.5,-2,-3,-1,1,0,0,0,0,0,0.333333,0.333333,0.333333,0.0,2019.25,2,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793d3f9d03a560771374901302484d7598e771f39abbd8766c54f38753186b3f17eee9fb48,0,0,1,1,0,20,1,0,0,0,0,0,1,2,2,1,0.047619,129,2.0,64.5,64.5,89.802561,129.0,128,129,2,10,0.0,0.0,0.0,0.0,0,0.0,0.0,0.5,0.5,2.0,1.0,0,0,129,0,0,2,0,130.0,0.007692,129,0,-129,0,1,0,0,1,0,0.5,0.5,0.5,0.0,2018.023256,2,0.0,0.0,0.0,0.992248,0.0,0.007752,0.0,0.0,0.0,0.0,0.0,0,0,0
70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf4797841e27860fc7c8b0310348100c53cc861448978dc74d15f6f527d1e68cc0469d6a6,1,0,1,0,0,20,1,0,0,0,1,0,0,8,6,5,0.238095,492,1.6,61.5,36.5,52.183741,98.4,138,235,2,2,2.75,0.0,2.0,1.0,6,0.25,0.875,0.125,0.125,1.2,0.477642,0,0,214,278,0,5,3,215.0,1.297674,214,278,64,0,0,1,0,0,0,0.5,0.5,0.5,0.0,2019.636179,5,0.0,0.0,0.0,0.542683,0.087398,0.0,0.121951,0.245935,0.002033,0.0,0.0,1,0,0
ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1d2f9bc8ce1a08ec30afa994637b3a8e69e7d0e9d3beee9d1b1301fe7ebe73076b75b4f4,0,0,1,1,0,30,1,0,0,0,0,1,0,2,1,1,0.047619,99,2.0,49.5,49.5,48.790368,99.0,84,99,2,16,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,1.0,1.0,0,99,0,0,2,0,0,0.01,1.0,-99,-99,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2018.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6ebc66258516a3ffa5afdf9e45160d505b5a18acab7e9a7dd6eb8b3b6d551a88e1ca46643,1,0,1,0,0,40,0,1,0,0,1,0,0,22,20,8,0.380952,276,2.75,12.545455,2.0,24.849504,34.5,106,106,10,4,2.285714,2.0,2.0,1.0,5,0.090909,0.545455,0.363636,0.636364,2.5,0.384058,2,26,80,170,3,8,11,3.0,2.111111,54,144,90,0,0,1,0,0,0,0.181818,0.318182,0.409091,0.181818,2017.724638,7,0.231884,0.0,0.050725,0.032609,0.0,0.184783,0.40942,0.065217,0.0,0.025362,0.0,1,1,1
482a8174f937ec686cfed3dd029604b33df40d4d7616a7e9c985fb6b19f44d58c8aeb01c318ea12601bb501a5b17a6d3c867d1f2a68deecbba5ffda494328a49,1,0,1,0,0,40,1,0,0,0,0,1,0,5,5,4,0.190476,187,1.25,37.4,16.0,57.630721,46.75,139,139,2,10,2.333333,2.0,1.0,0.0,4,0.0,0.6,0.2,0.4,1.25,0.743316,0,22,165,0,3,2,0,7.217391,0.006024,143,-22,-165,0,1,0,0,0,0,0.2,0.2,0.2,0.0,2017.080214,3,0.0,0.0,0.967914,0.0,0.0,0.0,0.0,0.005348,0.0,0.026738,0.0,1,0,1
457120a6023152e0aa7fce1d5ad546126bda5506b30ed81f89d02462db466df5e081a233b09fd5d051392312404b9b4ae3f4aa360a33ce3e683102a00e66334d,1,1,1,0,1,50,1,0,0,0,1,0,0,4,3,2,0.095238,275,2.0,68.75,61.5,57.238536,137.5,133,152,2,7,1.0,0.0,1.0,0.0,1,0.25,0.5,0.0,0.0,1.5,0.552727,0,0,275,0,0,4,0,276.0,0.003623,275,0,-275,0,1,0,0,1,0,0.0,0.5,1.0,0.0,2020.0,2,0.0,0.0,0.0,0.0,0.0,0.367273,0.0,0.632727,0.0,0.0,0.0,0,0,0
682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1ecf15fd3e0d05ec5a3b0ea9a3a8c70dbd3f6af0bbbd512b095e504f207fac6d707c4010,0,0,1,0,0,20,1,0,0,0,1,0,0,14,9,4,0.190476,771,3.5,55.071429,63.5,30.78827,192.75,93,333,6,11,1.0,0.0,1.0,0.0,1,0.357143,0.0,0.0,0.071429,2.25,0.431907,2,333,438,0,6,8,0,1.314371,0.002278,105,-333,-438,0,1,0,0,0,0,0.0,0.0,0.071429,0.285714,2017.102464,5,0.111543,0.16083,0.177691,0.201038,0.0,0.0,0.0,0.348898,0.0,0.0,0.0,1,0,1
ba6fee19b0ee3f777057486ec4fd8ae2bdec4d861a1ef617920e87e604e41961ab06b66708017602e96c5fe01619c28614bb60af65f3787b126bf232c89a2eaf,1,0,1,0,0,20,0,1,0,0,1,0,0,24,16,10,0.47619,1018,2.4,42.416667,18.5,50.689092,101.8,152,249,5,0,1.444444,0.0,1.0,3.0,5,0.208333,0.208333,0.125,0.333333,1.6,0.244597,5,0,979,39,0,19,5,980.0,0.040816,979,39,-940,0,1,0,0,0,0,0.041667,0.041667,0.041667,0.25,2016.875246,9,0.027505,0.0,0.318271,0.27112,0.014735,0.11002,0.044204,0.002947,0.087426,0.0,0.123772,1,0,0
3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0113581281a6e273245c27ec86fcb8e6e9b1127c6d018f3559c72438b1dcde09292da0c3,1,0,1,0,0,30,1,0,1,0,0,1,0,3,2,2,0.095238,125,1.5,41.666667,27.0,49.652123,62.5,97,97,2,6,7.0,0.0,0.0,0.0,7,0.333333,1.0,0.333333,0.333333,1.0,0.776,0,0,97,28,0,1,2,98.0,0.295918,97,28,-69,0,1,0,0,0,0,0.0,0.0,0.666667,0.0,2016.896,2,0.0,0.776,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.0,0.0,1,0,0
