population,hierarchical_segment,n,share,repurchase_rate,churn_rate,lift_vs_overall_churn_rate,captured_churners,churner_capture_rate,avg_repurchase_score,avg_churn_risk_score,descriptive_only
full_descriptive,delayed_start,1535,0.06413738352901852,0.8553745928338762,0.14462540716612377,0.5160757223358939,222,0.033099746533472495,0.8547832110361592,0.1452167889638409,Y
full_descriptive,early_routine_stable,491,0.020515606066936865,0.5926680244399185,0.4073319755600815,1.4535077040523978,200,0.029819591471596837,0.6118809786636953,0.38811902133630466,Y
full_descriptive,general_other,94,0.00392763130405716,0.7978723404255319,0.20212765957446807,0.7212645410162136,19,0.0028328611898017,0.754858561762451,0.24514143823754894,Y
full_descriptive,genre_affinity_action_adventure,870,0.03635148121840137,0.6425287356321839,0.35747126436781607,1.2755866661868112,311,0.04636946473833309,0.6445968555045568,0.3554031444954432,Y
full_descriptive,genre_affinity_animation_family,2060,0.0860736221952952,0.7898058252427185,0.21019417475728155,0.7500487825355628,433,0.06455941553600715,0.7817531973698167,0.21824680263018317,Y
full_descriptive,genre_affinity_drama,1486,0.06209000125349935,0.7947510094212651,0.20524899057873486,0.7324025781304402,305,0.04547487699418518,0.7823859339952653,0.21761406600473468,Y
full_descriptive,genre_affinity_thriller_crime,2266,0.09468098441482473,0.6835834068843778,0.31641659311562226,1.1290887614486638,717,0.10690323542567466,0.6825614911102084,0.3174385088897915,Y
full_descriptive,high_price_or_promotion_sensitive,649,0.027117369322692517,0.7781201848998459,0.2218798151001541,0.7917473706265079,144,0.021470105859549723,0.7879137548781392,0.21208624512186094,Y
full_descriptive,late_heavy_week3_intensive,5853,0.2445577236451761,0.9268751067828465,0.0731248932171536,0.2609360473186428,428,0.06381392574921724,0.9244891417071831,0.0755108582928168,Y
full_descriptive,low_or_no_early_engagement,6157,0.25725985041574395,0.6907584862757836,0.3092415137242163,1.1034854850099405,1904,0.2838825108096019,0.6742031392259694,0.3257968607740306,Y
full_descriptive,top_decile_high_churn_risk,2394,0.1000292483182217,0.1558061821219716,0.8441938178780284,3.012388645187842,2021,0.30132697182048607,0.22343791681632386,0.7765620831836763,Y
full_descriptive,week2_surge_users,78,0.0032590983161325366,0.9615384615384616,0.038461538461538464,0.1372446697480245,3,0.0004472938720739526,0.8598291810855911,0.14017081891440883,Y
