feature,feature_family,top_decile_summary,low_risk_summary,top_minus_low_numeric_difference,importance_rank,interpretation
w1_3_week3_watch_time,usage,6.2364016736401675,313.1255230125523,-306.88912133891216,1,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_w2_minus_w1_watch_time,usage,-33.61297071129707,101.73221757322176,-135.34518828451883,2,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_week1_ratio,usage,0.6506349728033473,0.12362858577405858,0.5270063870292887,3,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_first_watch_rel_day,usage,5.874476987447698,5.523012552301255,0.3514644351464433,4,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_genre_ratio_thriller_crime,genre,0.2554845815899582,0.06331650209205021,0.19216807949790798,5,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_genre_ratio_animation_family,genre,0.071959589958159,0.16006414016736403,-0.08810455020920503,6,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_max_day_share,usage,0.9018960292887028,0.4679551924686192,0.4339408368200836,7,"High churn-risk group differs on this feature; predictive association only, not causality."
price,membership,2481.9232008368203,3944.41010460251,-1462.4869037656895,8,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_week2_ratio,usage,0.19601235146443516,0.2743037991631799,-0.07829144769874471,9,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_genre_ratio_drama,genre,0.10168560669456067,0.24215389748953975,-0.14046829079497908,10,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_last_watch_rel_day,usage,7.815899581589958,18.299163179916317,-10.483263598326358,11,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_genre_watch_time_animation_family,genre,2.089958158995816,74.01673640167364,-71.92677824267783,12,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_genre_watch_time_romance,genre,0.893305439330544,80.09832635983264,-79.2050209205021,13,"High churn-risk group differs on this feature; predictive association only, not causality."
max_screen,membership,1.6436058700209644,1.808421052631579,-0.16481518261061456,14,"High churn-risk group differs on this feature; predictive association only, not causality."
w1_3_top_genre,genre,Thriller/Crime,Drama,,15,"High churn-risk group differs on this feature; predictive association only, not causality."
