promo_scope,representative_segment_id,feature_name,feature_family,mean,median,q25,q75,zero_or_false_rate,segment_value,scope_overall_value,difference_vs_scope_overall,interpretation,caveat
promo0,promo0_s01,action_adventure_ratio,genre_preference,0.15639553167142708,0.0,0.0,0.07649677908298592,0.6970046082949308,0.15639553167142708,0.10401231081034347,0.052383220861083615,action_adventure_ratio segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,active_ratio,usage_concentration,0.09142527978933507,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.0,0.09142527978933507,0.16756646373371106,-0.076141183944376,active_ratio segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,age_group,demographic_context,33.81912442396313,40.0,30.0,40.0,0.0,33.81912442396313,34.112391673367284,-0.2932672494041526,age_group segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_daily_watch_time_min,weekly_usage,54.910808920342326,42.41666666666667,6.0,86.625,0.0,54.910808920342326,74.28221302299545,-19.371404102653123,avg_daily_watch_time_min segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_gap_between_watch_days,weekly_usage,1.8205183417453004,1.0,0.0,3.0,0.49481566820276496,1.8205183417453004,3.316455514644232,-1.4959371728989317,avg_gap_between_watch_days segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_gap_w1_watch_days,weekly_usage,0.6980030721966206,0.0,0.0,1.0,0.6641705069124424,0.6980030721966206,0.6656035021888681,0.03239957000775251,avg_gap_w1_watch_days segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_gap_w2_watch_days,weekly_usage,0.22043010752688172,0.0,0.0,0.0,0.9003456221198156,0.22043010752688172,0.6370782334196968,-0.4166481258928151,avg_gap_w2_watch_days segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_gap_w3_watch_days,weekly_usage,0.0,0.0,0.0,0.0,1.0,0.0,0.6586586854879538,-0.6586586854879538,avg_gap_w3_watch_days segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_ott_release_year,content_preference,2018.1465522077037,2018.3335160554286,2017.0,2020.0,0.0,2018.1465522077037,1895.063892870746,123.0826593369577,avg_ott_release_year segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
promo0,promo0_s01,avg_rewatch_ratio,weekly_usage,0.12428365530974997,0.0,0.0,0.25,0.5835253456221198,0.12428365530974997,0.1493202859853718,-0.02503663067562184,avg_rewatch_ratio segment mean compared with scope overall,"Feature family uses 16b hotfix mapping. Descriptive profile, not causal effect."
