membership_row_id,total_watch_time_for_content,content_total_sessions,content_unique_movies,metadata_covered_watch_time,usable_metadata_watch_time,metadata_covered_watch_ratio,usable_metadata_watch_ratio,metadata_missing_watch_time,metadata_missing_watch_ratio,tag_dur_SF_판타지,tag_dur_가족,tag_dur_공포,tag_dur_기타,tag_dur_다큐_교양,tag_dur_드라마,tag_dur_로맨스,tag_dur_모험_어드벤처,tag_dur_스릴러_범죄,tag_dur_애니메이션_키즈,tag_dur_액션,tag_dur_전쟁_재난,tag_dur_코미디,alloc_dur_SF_판타지,alloc_dur_가족,alloc_dur_공포,alloc_dur_기타,alloc_dur_다큐_교양,alloc_dur_드라마,alloc_dur_로맨스,alloc_dur_모험_어드벤처,alloc_dur_스릴러_범죄,alloc_dur_애니메이션_키즈,alloc_dur_액션,alloc_dur_전쟁_재난,alloc_dur_코미디,genre_tag_count,genre_tag_entropy,genre_tag_entropy_norm,top_genre_tag,top_genre_tag_watch_time,rating_dur_12세,rating_dur_15세,rating_dur_7세,rating_dur_국민학생관람불가,rating_dur_전체,rating_dur_청불,rating_tag_count,country_dur_chinese,country_dur_french,country_dur_hongkong,country_dur_japanese,country_dur_korean,country_dur_other_foreign,country_dur_uk,country_dur_us,country_tag_count,country_entropy,country_entropy_norm,is_kids_animation_watch_time,is_family_content_watch_time,is_adult_content_watch_time,is_korean_content_watch_time,is_us_content_watch_time,is_japanese_content_watch_time,is_recent_content_watch_time,is_old_content_watch_time,is_long_movie_watch_time,is_short_content_watch_time,is_kids_animation_ratio,is_family_content_ratio,is_adult_content_ratio,is_korean_content_ratio,is_us_content_ratio,is_japanese_content_ratio,is_recent_content_ratio,is_old_content_ratio,is_long_movie_ratio,is_short_content_ratio,avg_runtime_weighted,avg_release_year_weighted,avg_content_age_from_2021_weighted,tag_ratio_SF_판타지,tag_ratio_가족,tag_ratio_공포,tag_ratio_기타,tag_ratio_다큐_교양,tag_ratio_드라마,tag_ratio_로맨스,tag_ratio_모험_어드벤처,tag_ratio_스릴러_범죄,tag_ratio_애니메이션_키즈,tag_ratio_액션,tag_ratio_전쟁_재난,tag_ratio_코미디,alloc_ratio_SF_판타지,alloc_ratio_가족,alloc_ratio_공포,alloc_ratio_기타,alloc_ratio_다큐_교양,alloc_ratio_드라마,alloc_ratio_로맨스,alloc_ratio_모험_어드벤처,alloc_ratio_스릴러_범죄,alloc_ratio_애니메이션_키즈,alloc_ratio_액션,alloc_ratio_전쟁_재난,alloc_ratio_코미디,rating_ratio_12세,rating_ratio_15세,rating_ratio_7세,rating_ratio_국민학생관람불가,rating_ratio_전체,rating_ratio_청불,country_ratio_chinese,country_ratio_french,country_ratio_hongkong,country_ratio_japanese,country_ratio_korean,country_ratio_other_foreign,country_ratio_uk,country_ratio_us,korean_content_ratio_from_country,us_content_ratio_from_country,japanese_content_ratio_from_country,other_foreign_content_ratio_from_country
0,518,13,10,518,518,1.0,1.0,0,0.0,0,9,0,7,0,334,0,103,388,10,307,103,2,0.0,3.0,0.0,2.3333333333333335,0.0,139.41666666666666,0.0,25.75,191.66666666666669,4.0,125.41666666666667,25.75,0.6666666666666666,9,1.4632392229885804,0.6659488693515899,스릴러/범죄,388,120.0,288.0,0.0,0.0,10.0,100.0,4.0,0.0,0.0,13.0,100.0,291.0,1.0,0.0,113.0,5.0,1.0781735926316687,0.6699069186216995,10,130,0,391,113,200,406,110,119,0,0.019305019305019305,0.25096525096525096,0.0,0.7548262548262549,0.21814671814671815,0.3861003861003861,0.7837837837837838,0.21235521235521235,0.22972972972972974,0.0,106.50791505791506,2016.1737451737451,4.826254826254826,0.0,0.017374517374517374,0.0,0.013513513513513514,0.0,0.6447876447876448,0.0,0.19884169884169883,0.749034749034749,0.019305019305019305,0.5926640926640927,0.19884169884169883,0.003861003861003861,0.0,0.005791505791505791,0.0,0.0045045045045045045,0.0,0.2691441441441441,0.0,0.04971042471042471,0.37001287001287003,0.007722007722007722,0.24211711711711711,0.04971042471042471,0.001287001287001287,0.23166023166023167,0.555984555984556,0.0,0.0,0.019305019305019305,0.19305019305019305,0.0,0.0,0.025096525096525095,0.19305019305019305,0.5617760617760618,0.0019305019305019305,0.0,0.21814671814671815,0.5617760617760618,0.21814671814671815,0.19305019305019305,0.0019305019305019305
1,4,3,3,4,4,1.0,1.0,0,0.0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,0.5623351446188083,0.8112781244591328,액션,3,2.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0397207708399179,0.946394630357186,0,2,1,1,1,0,3,1,0,0,0.0,0.5,0.25,0.25,0.25,0.0,0.75,0.25,0.0,0.0,108.175,2009.5,11.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.25,0.25,0.0,0.5
4,129,2,2,129,129,1.0,1.0,0,0.0,0,0,0,0,0,0,0,0,129,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.33333333333334,0.0,0.3333333333333333,0.0,0.3333333333333333,3,0.035947474164673615,0.03272080108284073,스릴러/범죄,129,0.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,128.0,0.0,0.0,0.0,2.0,0.04539477814685819,0.065490821314727,0,0,0,128,0,0,1,0,128,0,0.0,0.0,0.0,0.9922480620155039,0.0,0.0,0.007751937984496124,0.0,0.9922480620155039,0.0,125.52403100775194,2015.0542635658915,5.945736434108527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.007751937984496124,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9948320413436693,0.0,0.0025839793281653744,0.0,0.0025839793281653744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.9922480620155039,0.0,0.0,0.0,0.9922480620155039,0.0,0.0,0.0
7,99,2,1,99,99,1.0,1.0,0,0.0,0,0,0,0,0,0,0,0,99,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0.0,0.0,0.0,49.5,2,0.6931471805599453,1.0,스릴러/범죄,99,0.0,99.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,-0.0,0.0,0,0,0,0,99,0,99,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,87.9,2019.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,276,22,20,276,276,1.0,1.0,0,0.0,0,0,21,115,7,146,111,0,15,0,58,8,56,0.0,0.0,12.0,42.833333333333336,7.0,58.16666666666667,37.0,0.0,6.333333333333333,0.0,54.5,4.666666666666666,53.5,9,1.9101623308739084,0.8693523413931916,드라마,146,1.0,125.5,0.0,0.0,0.0,140.5,3.0,1.0,1.625,0.0,16.625,8.625,6.875,20.125,214.125,12.0,0.8455487082823806,0.34027383215965823,0,1,138,13,220,21,18,125,14,0,0.0,0.0036231884057971015,0.5,0.04710144927536232,0.7971014492753623,0.07608695652173914,0.06521739130434782,0.4528985507246377,0.050724637681159424,0.0,107.02427536231885,2007.9887640449438,13.01123595505618,0.0,0.0,0.07608695652173914,0.4166666666666667,0.025362318840579712,0.5289855072463768,0.40217391304347827,0.0,0.05434782608695652,0.0,0.21014492753623187,0.028985507246376812,0.2028985507246377,0.0,0.0,0.043478260869565216,0.15519323671497584,0.025362318840579712,0.21074879227053142,0.13405797101449277,0.0,0.02294685990338164,0.0,0.19746376811594202,0.016908212560386472,0.19384057971014493,0.0036231884057971015,0.45471014492753625,0.0,0.0,0.0,0.5090579710144928,0.0036231884057971015,0.00588768115942029,0.0,0.06023550724637681,0.03125,0.024909420289855072,0.07291666666666667,0.7758152173913043,0.03125,0.7758152173913043,0.06023550724637681,0.024909420289855072
10,196,3,3,196,196,1.0,1.0,0,0.0,0,0,0,92,0,92,0,0,128,0,104,0,0,0.0,0.0,0.0,30.666666666666668,0.0,30.666666666666668,0.0,0.0,48.66666666666667,0.0,86.0,0.0,0.0,4,1.2878166794356716,0.9289633684979677,스릴러/범죄,128,0.0,68.0,0.0,0.0,0.0,36.0,2.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,36.0,2.0,0.4769182703436179,0.6880476235340796,0,0,36,160,36,0,104,0,128,0,0.0,0.0,0.1836734693877551,0.8163265306122449,0.1836734693877551,0.0,0.5306122448979592,0.0,0.6530612244897959,0.0,112.42244897959183,2019.6538461538462,1.3461538461538463,0.0,0.0,0.0,0.46938775510204084,0.0,0.46938775510204084,0.0,0.0,0.6530612244897959,0.0,0.5306122448979592,0.0,0.0,0.0,0.0,0.0,0.1564625850340136,0.0,0.1564625850340136,0.0,0.0,0.24829931972789118,0.0,0.4387755102040816,0.0,0.0,0.0,0.3469387755102041,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.0,0.0,0.8163265306122449,0.0,0.0,0.1836734693877551,0.8163265306122449,0.1836734693877551,0.0,0.0
11,954,18,14,954,954,1.0,1.0,0,0.0,112,0,11,104,21,684,109,109,123,0,235,534,0,19.666666666666668,0.0,11.0,104.0,21.0,415.4166666666667,18.166666666666668,18.166666666666668,30.75,0.0,50.41666666666667,265.4166666666667,0.0,10,1.5920096693439443,0.6914010145326954,드라마,684,54.5,502.5,0.0,0.0,0.0,394.0,3.0,0.0,0.0,0.0,0.0,275.0,381.0,99.5,198.5,6.0,1.722483961335699,0.9613366028855413,0,0,394,275,260,0,107,450,584,0,0.0,0.0,0.4129979035639413,0.2882599580712788,0.27253668763102723,0.0,0.11215932914046121,0.4716981132075472,0.6121593291404612,0.0,128.1740041928721,2006.3680336487907,14.631966351209254,0.11740041928721175,0.0,0.011530398322851153,0.1090146750524109,0.0220125786163522,0.7169811320754716,0.11425576519916142,0.11425576519916142,0.1289308176100629,0.0,0.24633123689727462,0.559748427672956,0.0,0.02061495457721873,0.0,0.011530398322851153,0.1090146750524109,0.0220125786163522,0.43544723969252275,0.019042627533193572,0.019042627533193572,0.03223270440251572,0.0,0.05284765897973446,0.278214535290007,0.0,0.05712788259958071,0.5267295597484277,0.0,0.0,0.0,0.4129979035639413,0.0,0.0,0.0,0.0,0.2882599580712788,0.39937106918238996,0.10429769392033543,0.2080712788259958,0.2882599580712788,0.2080712788259958,0.0,0.39937106918238996
12,187,5,5,187,187,1.0,1.0,0,0.0,0,0,1,26,0,160,0,0,140,0,139,5,0,0.0,0.0,0.5,26.0,0.0,64.83333333333334,0.0,0.0,46.833333333333336,0.0,46.333333333333336,2.5,0.0,6,1.407553626751251,0.7855706365306211,드라마,160,0.0,70.5,0.0,0.0,0.0,116.5,2.0,0.0,0.0,0.0,0.0,85.5,31.0,0.0,70.5,4.0,1.096742062116534,0.7911321670749296,0,0,47,155,140,0,17,5,144,0,0.0,0.0,0.25133689839572193,0.8288770053475936,0.7486631016042781,0.0,0.09090909090909091,0.026737967914438502,0.7700534759358288,0.0,128.74010695187167,2014.6631016042782,6.336898395721925,0.0,0.0,0.0053475935828877,0.13903743315508021,0.0,0.8556149732620321,0.0,0.0,0.7486631016042781,0.0,0.7433155080213903,0.026737967914438502,0.0,0.0,0.0,0.00267379679144385,0.13903743315508021,0.0,0.3467023172905526,0.0,0.0,0.250445632798574,0.0,0.24777183600713013,0.013368983957219251,0.0,0.0,0.3770053475935829,0.0,0.0,0.0,0.6229946524064172,0.0,0.0,0.0,0.0,0.4572192513368984,0.1657754010695187,0.0,0.3770053475935829,0.4572192513368984,0.3770053475935829,0.0,0.1657754010695187
13,502,5,4,502,502,1.0,1.0,0,0.0,392,0,0,0,0,0,0,200,265,0,502,0,0,136.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666667,106.66666666666666,0.0,191.83333333333334,0.0,0.0,4,1.3191385792886745,0.9515573432925417,액션,502,237.0,0.0,0.0,0.0,0.0,110.0,2.0,18.5,0.0,0.0,0.0,110.0,93.0,31.0,249.5,7.0,1.4896140410519272,0.7655101864672912,0,237,110,110,392,0,310,0,200,0,0.0,0.4721115537848606,0.21912350597609562,0.21912350597609562,0.7808764940239044,0.0,0.6175298804780877,0.0,0.398406374501992,0.0,158.64621513944223,2020.5734870317003,0.4265129682997118,0.7808764940239044,0.0,0.0,0.0,0.0,0.0,0.0,0.398406374501992,0.5278884462151394,0.0,1.0,0.0,0.0,0.2725763612217796,0.0,0.0,0.0,0.0,0.0,0.0,0.13280212483399736,0.21248339973439573,0.0,0.38213811420982735,0.0,0.0,0.4721115537848606,0.0,0.0,0.0,0.0,0.21912350597609562,0.036852589641434265,0.0,0.0,0.0,0.21912350597609562,0.1852589641434263,0.061752988047808766,0.49701195219123506,0.21912350597609562,0.49701195219123506,0.0,0.1852589641434263
14,275,4,3,275,275,1.0,1.0,0,0.0,0,0,155,0,0,19,0,0,0,0,120,0,101,0.0,0.0,155.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,60.0,0.0,50.5,4,1.0828129433946536,0.7810844318229243,공포,155,0.0,256.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,1.0,-0.0,0.0,0,0,19,275,0,0,256,0,0,0,0.0,0.0,0.06909090909090909,1.0,0.0,0.0,0.9309090909090909,0.0,0.0,0.0,101.61127272727272,2019.378181818182,1.6218181818181818,0.0,0.0,0.5636363636363636,0.0,0.0,0.06909090909090909,0.0,0.0,0.0,0.0,0.43636363636363634,0.0,0.36727272727272725,0.0,0.0,0.5636363636363636,0.0,0.0,0.034545454545454546,0.0,0.0,0.0,0.0,0.21818181818181817,0.0,0.18363636363636363,0.0,0.9309090909090909,0.0,0.0,0.0,0.06909090909090909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
