file_path,file_role,sha256_before,sha256_after,size_before,size_after,status
PUBLIC\data\06_model_input_promo_0.csv,input_csv,8fb3662dc1b2ed6deb2db8eedcde18bbd715439db097c70954e9a7a45c1b4a7c,8fb3662dc1b2ed6deb2db8eedcde18bbd715439db097c70954e9a7a45c1b4a7c,5993802.0,5993802,unchanged
PUBLIC\data\06_model_input_promo_1.csv,input_csv,09306871a7989d63b6913e1623d9ffdabd82be994cd3aa850fa34d6844bc6596,09306871a7989d63b6913e1623d9ffdabd82be994cd3aa850fa34d6844bc6596,6397348.0,6397348,unchanged
PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16_four_model_SHAP_candidate_interpretation_260520.ipynb,notebook,fbfeb9c63167cd60869324d5009e2483f922c1dc1ff1e1e0c8f6c4bad14c68da,fbfeb9c63167cd60869324d5009e2483f922c1dc1ff1e1e0c8f6c4bad14c68da,1473.0,1473,unchanged
PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16_four_model_SHAP_candidate_interpretation_260520_executed.ipynb,notebook,,92bd09b93c5c29acf4fddc8084b43eef229227b89ff5fb81d6b8be6393289232,,3871,intentionally_updated_16_executed_notebook
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\feature_manifest_used.csv,model_feature_manifest,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,1818.0,1818,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\final_result.csv,model_final_result,5a92d7f0bca048d633bd5b945ee044c946186082031825de68da32cfeb65a14e,5a92d7f0bca048d633bd5b945ee044c946186082031825de68da32cfeb65a14e,1098.0,1098,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo0\trials_all.csv,model_trials_all,355eee14be0c36a4715dadcdb4b918918a2579af62c8e8d7f814337d3898291a,355eee14be0c36a4715dadcdb4b918918a2579af62c8e8d7f814337d3898291a,14385.0,14385,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\feature_manifest_used.csv,model_feature_manifest,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,1818.0,1818,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\final_result.csv,model_final_result,cb67141fe1c0ef0482cb0b6f40764c862b044f8de8ff069dc8994da7b41c5210,cb67141fe1c0ef0482cb0b6f40764c862b044f8de8ff069dc8994da7b41c5210,1130.0,1130,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\gradient_boosting_promo1\trials_all.csv,model_trials_all,c125274e6aa6d297686583b04a6d36819e460b1b2637dac1ee4eecdf7c0d28b1,c125274e6aa6d297686583b04a6d36819e460b1b2637dac1ee4eecdf7c0d28b1,14408.0,14408,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\feature_manifest_used.csv,model_feature_manifest,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,1818.0,1818,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\final_result.csv,model_final_result,0e16f6e79fd3b3adc3587e425323e315ad522041c85bfbd0d1c9a1cd24f34999,0e16f6e79fd3b3adc3587e425323e315ad522041c85bfbd0d1c9a1cd24f34999,926.0,926,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo0\trials_all.csv,model_trials_all,b41726a03e93c5c5e12359ba038ce536c7347c58b894f8c5b608f72835d5dcf5,b41726a03e93c5c5e12359ba038ce536c7347c58b894f8c5b608f72835d5dcf5,11590.0,11590,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\feature_manifest_used.csv,model_feature_manifest,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,b2843a36ff3ea9fa9cb5e4ec91743573f063cb8eec4780117e45ea005a9afa70,1818.0,1818,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\final_result.csv,model_final_result,ee1b84fb352cfcd91c5beb75c39fed692e9f29ebca3e983a31b51a07675d9bcf,ee1b84fb352cfcd91c5beb75c39fed692e9f29ebca3e983a31b51a07675d9bcf,930.0,930,unchanged
PUBLIC\results\11_baseline_growth_comparison_260520\emergency_four_model_reference\logistic_regression_promo1\trials_all.csv,model_trials_all,ae18babb375dc15251e2a7fcd9ce41f4e6d18763f9c9a862c07ad349b9155942,ae18babb375dc15251e2a7fcd9ce41f4e6d18763f9c9a862c07ad349b9155942,11675.0,11675,unchanged
PUBLIC\results\15_oof_score_or_sensitivity_260520\four_model_oof_scores_hotfix_260520\15_oof_score_long.csv,15_oof_input,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,3ddd6ba3ddac3f9ca1a4a2cdbc4cc8e816d23a6ca110071a40e51512a0a4531f,13852127.0,13852127,unchanged
