feature_set_name,safe_model_feature_name,AARRR_stage,feature_family,timing_family,caveat_flag,caveat_reason,needs_user_review,interpretation_guardrail,metric_type,repurchase_value,nonrepurchase_value,difference_repurchase_minus_nonrepurchase,abs_difference_or_abs_smd,effect_size_metric,not_a_feature_selection_decision
conservative_safe_22,avg_gap_w1_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.6924121774293891,0.6429230243082493,0.04948915312113977,0.040341345527741074,absolute_standardized_mean_difference,True
conservative_safe_22,avg_gap_w2_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.7472668076396665,0.4819153519524179,0.26535145568724855,0.22750159424911742,absolute_standardized_mean_difference,True
conservative_safe_22,avg_gap_w3_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.8720355852930198,0.324415998707008,0.5476195865860118,0.4756795703580846,absolute_standardized_mean_difference,True
conservative_safe_22,diff_between_w2_w1,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,13.771929824561404,-35.76958882854926,49.541518653110664,0.28536081099433275,absolute_standardized_mean_difference,True
conservative_safe_22,diff_between_w3_w1,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,25.093691675998507,-56.20998189811223,81.30367357411075,0.43280640300842604,absolute_standardized_mean_difference,True
conservative_safe_22,diff_between_w3_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,11.321761851437103,-20.44039306956297,31.76215492100007,0.18831283022752404,absolute_standardized_mean_difference,True
conservative_safe_22,is_cold_start_3d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.4005225830533781,0.35272821308507885,0.04779436996829928,0.04779436996829928,absolute_rate_difference,True
conservative_safe_22,is_cold_start_7d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.6231180788851561,0.6591673131626584,-0.036049234277502284,0.036049234277502284,absolute_rate_difference,True
conservative_safe_22,is_only_w1,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.03919372900335946,0.2156710628394104,-0.17647733383605094,0.17647733383605094,absolute_rate_difference,True
conservative_safe_22,is_only_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.06893119323130521,0.09283682441168865,-0.02390563118038344,0.02390563118038344,absolute_rate_difference,True
conservative_safe_22,is_only_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.09941520467836257,0.11093871217998448,-0.011523507501621913,0.011523507501621913,absolute_rate_difference,True
conservative_safe_22,is_w1_over_50pct,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.21600099539629214,0.4484096198603569,-0.23240862446406474,0.23240862446406474,absolute_rate_difference,True
conservative_safe_22,is_w2_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.28368794326241137,0.21773985001292992,0.06594809324948145,0.06594809324948145,absolute_rate_difference,True
conservative_safe_22,is_w3_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.33358218240637055,0.1812774760796483,0.15230470632672224,0.15230470632672224,absolute_rate_difference,True
conservative_safe_22,retention_w2_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,37.604983033345775,11.935359130074993,25.669623903270782,0.31222955333492197,absolute_standardized_mean_difference,True
conservative_safe_22,retention_w3_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,40.95866984795322,12.111071504525473,28.847598343427745,0.3579795070777067,absolute_standardized_mean_difference,True
conservative_safe_22,watch_session_w1,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,2.237650864750529,2.238944918541505,-0.0012940537909762462,0.00042570755534786995,absolute_standardized_mean_difference,True
conservative_safe_22,watch_session_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,2.512629090456638,1.5668476855443496,0.9457814049122886,0.3318420630210599,absolute_standardized_mean_difference,True
conservative_safe_22,watch_session_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,2.780141843971631,1.0602534264287562,1.719888417542875,0.6626744684571564,absolute_standardized_mean_difference,True
conservative_safe_22,watch_time_min_w1,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,103.8167226577081,93.37057150245668,10.446151155251414,0.06699148989422397,absolute_standardized_mean_difference,True
conservative_safe_22,watch_time_min_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,117.58865248226951,57.600982673907424,59.987669808362085,0.42662425147130795,absolute_standardized_mean_difference,True
conservative_safe_22,watch_time_min_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,128.9104143337066,37.16058960434445,91.74982472936215,0.6913420634313308,absolute_standardized_mean_difference,True
expanded_feature_set,action_adventure_ratio,Retention_context,content_preference_context,observation_window_aggregate,True,Movie_Master can have multiple category records for the same MOVIE_NUM; genre features require caveat handoff.,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.08561472726141595,0.145390546935609,-0.05977581967419304,0.24818860394974362,absolute_standardized_mean_difference,True
expanded_feature_set,active_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.18949247803906932,0.13055512490302562,0.0589373531360437,0.5053882861148807,absolute_standardized_mean_difference,True
expanded_feature_set,age_group,Needs_user_review,profile_context_needs_review,membership_context,False,,1,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,29.639168844096055,29.314714248771658,0.32445459532439713,0.028685227040973052,absolute_standardized_mean_difference,True
expanded_feature_set,avg_daily_watch_time_min,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,80.85135930807516,57.85743307783811,22.99392623023705,0.40088403834919734,absolute_standardized_mean_difference,True
expanded_feature_set,avg_gap_between_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,3.5533420430508897,2.6832101453322994,0.8701318977185903,0.266354856355751,absolute_standardized_mean_difference,True
expanded_feature_set,avg_gap_w1_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.6924121774293891,0.6429230243082493,0.04948915312113977,0.040341345527741074,absolute_standardized_mean_difference,True
expanded_feature_set,avg_gap_w2_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.7472668076396665,0.4819153519524179,0.26535145568724855,0.22750159424911742,absolute_standardized_mean_difference,True
expanded_feature_set,avg_gap_w3_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.8720355852930198,0.324415998707008,0.5476195865860118,0.4756795703580846,absolute_standardized_mean_difference,True
