feature_set_name,safe_model_feature_name,AARRR_stage,feature_family,timing_family,caveat_flag,caveat_reason,needs_user_review,interpretation_guardrail,metric_type,repurchase_value,nonrepurchase_value,difference_repurchase_minus_nonrepurchase,abs_difference_or_abs_smd,effect_size_metric,not_a_feature_selection_decision
conservative_safe_22,avg_gap_w1_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.6916040685446009,0.6051475197740113,0.08645654877058961,0.07119698779225124,absolute_standardized_mean_difference,True
conservative_safe_22,avg_gap_w2_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.7123337241784037,0.39950408097928436,0.3128296431991193,0.28547342294532324,absolute_standardized_mean_difference,True
conservative_safe_22,avg_gap_w3_watch_days,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,0.8001310647887324,0.21729441318267417,0.5828366516060582,0.5432113520993123,absolute_standardized_mean_difference,True
conservative_safe_22,diff_between_w2_w1,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,10.480046948356808,-43.16497175141243,53.64501869976924,0.3171132669501669,absolute_standardized_mean_difference,True
conservative_safe_22,diff_between_w3_w1,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,18.826173708920187,-66.1261770244821,84.95235073340228,0.44439140595650706,absolute_standardized_mean_difference,True
conservative_safe_22,diff_between_w3_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,8.346126760563381,-22.96120527306968,31.30733203363306,0.1870891917389487,absolute_standardized_mean_difference,True
conservative_safe_22,is_cold_start_3d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.3903755868544601,0.384180790960452,0.0061947958940081205,0.0061947958940081205,absolute_rate_difference,True
conservative_safe_22,is_cold_start_7d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.6239436619718309,0.696045197740113,-0.07210153576828204,0.07210153576828204,absolute_rate_difference,True
conservative_safe_22,is_only_w1,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.04565727699530516,0.27984934086629004,-0.23419206387098487,0.23419206387098487,absolute_rate_difference,True
conservative_safe_22,is_only_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.0795774647887324,0.09340866290018833,-0.01383119811145593,0.01383119811145593,absolute_rate_difference,True
conservative_safe_22,is_only_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.09683098591549295,0.09830508474576272,-0.0014740988302697627,0.0014740988302697627,absolute_rate_difference,True
conservative_safe_22,is_w1_over_50pct,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.22136150234741783,0.5212806026365349,-0.29991910028911706,0.29991910028911706,absolute_rate_difference,True
conservative_safe_22,is_w2_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.2811032863849765,0.21318267419962336,0.06792061218535314,0.06792061218535314,absolute_rate_difference,True
conservative_safe_22,is_w3_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",binary,0.3248826291079812,0.14990583804143126,0.17497679106654995,0.17497679106654995,absolute_rate_difference,True
conservative_safe_22,retention_w2_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,35.95114066420188,8.450284304331449,27.500856359870433,0.3660803567023025,absolute_standardized_mean_difference,True
conservative_safe_22,retention_w3_ratio,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,39.091485759859154,6.434166180414313,32.65731957944484,0.39270660636216587,absolute_standardized_mean_difference,True
conservative_safe_22,watch_session_w1,Activation,early_week1_watch_behavior,week1,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,2.2529342723004695,2.2290018832391714,0.02393238906129813,0.007919539689057323,absolute_standardized_mean_difference,True
conservative_safe_22,watch_session_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,2.481455399061033,1.3175141242937853,1.1639412747672477,0.4264872592382039,absolute_standardized_mean_difference,True
conservative_safe_22,watch_session_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,False,,0,"Observed 2x2 cohort difference only. Not causal, not feature importance, and not feature selection.",numeric,2.6286384976525823,0.7777777777777778,1.8508607198748046,0.7500986291124193,absolute_standardized_mean_difference,True
