full_name,size_bytes
handoff/README.md,1647
handoff/17_quality_hotfix_input_validation.csv,5714
handoff/17_quality_hotfix_source_fingerprint_before_after.csv,14065
handoff/PUBLIC_17_segmentation_quality_hotfix_final_checks.csv,2616
handoff/PUBLIC_17_segmentation_quality_hotfix_zip_inventory.csv,1228
handoff/quality_hotfix_helper.py,77142
notebook/17_segmentation_quality_hotfix_260520.ipynb,1355
notebook/17_segmentation_quality_hotfix_260520_executed.ipynb,2521
note/note.md,131404
results/17_quality_revalidation_passes.csv,7380
results/17_segment_quality_audit.csv,8998
results/17_small_segment_merge_policy.csv,5015
results/17_other_needs_review_decomposition_quality_hotfix.csv,4463
results/17_promo1_vs_promo0_segment_differential_analysis.csv,3506
results/17_revised_representative_segment_proposal.csv,6077
results/17_revised_segment_assignment_simulation.csv,6056881
results/17_revised_segment_summary_simulation.csv,4778
results/17_revised_segment_demographic_action_bridge.csv,3800
results/17_segment_quality_hotfix_rationale_memo_for_executives.md,21283
results/17_segment_quality_hotfix_evidence_table.csv,17581
results/17_readiness_for_18_quality_hotfix.csv,1931
results/README.md,2243
