age_band,feature,group_abs_smd,churn_abs_smd,priority_score_sum,priority_score_product
20,vh_last_7d_watch_ratio,0.10531964651689518,0.12372247591390491,0.22904212243080008,0.013030407429447543
20,genre_share__스릴러,0.11511054372878236,0.043808627706593085,0.15891917143537546,0.00504283495531773
20,vh_last_watch_gap,0.07139848631891559,0.07088844454518464,0.14228693086410021,0.005061327638028572
20,country_share__영국,0.09638511515576738,0.027611389414199886,0.12399650456996726,0.0026613269482983924
20,vh_last_watch_gap_ratio,0.05423337042616976,0.06512070285120836,0.11935407327737813,0.003531715200142112
20,vh_mean_runtime_min,0.04631777022938174,0.05953572486764734,0.10585349509702907,0.002757562024859378
20,genre_share__로맨스,0.06947265302612031,0.033276407008157934,0.10274906003427825,0.0023118002780337142
20,vh_last_14d_watch_ratio,0.047917843106171976,0.052400504147131544,0.10031834725330352,0.002510919136406563
20,genre_share__가족,0.06981766778379243,0.030487420334729773,0.1003050881185222,0.0021285605845150013
20,genre_share__SF,0.062117262246684166,0.0375344340825325,0.09965169632921667,0.0023315362851855513
20,vh_completed_title_ratio_80,0.07611727615439645,0.02348161757909495,0.0995988937334914,0.0017873567698199005
20,country_share__일본,0.07389544161478098,0.020542894864116607,0.09443833647889759,0.0015180262880299129
20,vh_event_per_tenure_day,0.036374431667964745,0.05266287003029891,0.08903730169826365,0.0019155819673560162
20,vh_first_half_watch_ratio,0.048110053073828485,0.03824423677646016,0.08635428985028865,0.0018399322610835615
20,genre_share__액션,0.08177341756372404,0.0001211851881843886,0.08189460275190844,9.909726995940486e-06
20,genre_share__판타지,0.05050951691223898,0.02800559061321213,0.07851510752545111,0.0014145488527152795
20,vh_mean_title_completion,0.06087785454039791,0.011729540375517988,0.07260739491591589,0.0007140692528065084
20,vh_weekend_ratio,0.06202621346389908,0.006790156231485136,0.06881636969538422,0.0004211676798673216
20,vh_high_completion_event_ratio,0.04936329415856816,0.01913831660688381,0.06850161076545197,0.0009447303523654156
20,vh_titles_per_active_day,0.05081515739880165,0.01713153196393879,0.06794668936274044,0.0008705414932301511
20,vh_active_day_ratio,0.023960220638608438,0.042587054296671485,0.06654727493527993,0.0010203952172966463
20,vh_avg_events_per_title,0.057900181246599805,0.0015961089039861391,0.05949629015058595,9.241499483010923e-05
20,vh_rewatch_event_ratio,0.0474605242019301,0.011879667006069976,0.059340191208000076,0.0005638152234524546
20,vh_title_watch_hhi,0.032848429386455776,0.024936447737633392,0.05778487712408917,0.0008191231426586953
20,vh_watch_span_ratio,0.017274567542647546,0.03895543753746009,0.05623000508010764,0.000672938336894242
20,vh_short_sample_ratio,0.04619945411922053,0.00895686177663851,0.05515631589585904,0.00041380212470201093
20,vh_low_completion_event_ratio,0.03996829557084916,0.012729825486844782,0.05269812105769394,0.000508789427623541
20,vh_max_gap_days,0.04108129579533109,0.010024399569631106,0.05110569536496219,0.00041181532389060515
20,vh_active_day_count,0.024551322135445912,0.026403625186708097,0.05095494732215401,0.0006482439075024437
20,vh_std_gap_days,0.03355241786229644,0.016610639199132585,0.050163057061429026,0.0005573271073691375
20,vh_top_country_share,0.029530105920041953,0.020618011751207713,0.050148117671249666,0.0006088520708738334
20,vh_first_watch_lag_ratio,0.03108303312002931,0.017815894985542726,0.04889892810557203,0.0005537720538985886
20,vh_std_daily_watch_min,0.03003930660283753,0.018600897494646156,0.04864020409748369,0.0005587580629296283
20,country_share__대한민국,0.008456529271110097,0.03917572165775516,0.047632250928865257,0.0003312906369156683
20,vh_old_catalog_5y_ratio,0.013217819663120368,0.033153244983766164,0.046371064646886534,0.00043821361344267113
20,vh_total_watch_min,0.01689700923176987,0.028677120480265748,0.045574129712035616,0.0004845575694956272
20,vh_mean_gap_days,0.010444378175623435,0.034857652725612906,0.04530203090123634,0.0003640665073808522
20,vh_watch_min_per_tenure_day,0.019096550588435277,0.023416310852292323,0.0425128614407276,0.0004471707647853263
20,country_share__프랑스,0.018178772937202367,0.023998815090831047,0.04217758802803341,0.00043626901029812323
20,country_share__미국,0.028969285440318533,0.013025793532927788,0.04199507897324632,0.00037734793094204024
20,vh_first_watch_lag,0.0264107650218396,0.014880899658970412,0.04129166468081001,0.0003930159442066406
20,vh_max_daily_watch_min,0.022985069434150206,0.018257280792357174,0.04124235022650738,0.0004196448666911065
20,vh_watch_span_days,0.028974307176570718,0.01091063642942476,0.039884943605995475,0.00031612813139803573
20,vh_country_watch_entropy,0.030197084804115475,0.009492526409193368,0.03968961121330884,0.0002866466249837179
20,vh_completed_title_ratio_50,0.033366872290760255,0.0030459956799964894,0.03641286797075675,0.0001016353488526503
20,vh_genre_unique_count,0.030653513740935237,0.003969779299905049,0.03462329304084029,0.0001216876843181197
20,vh_event_count,0.018564172738973893,0.014948831358151072,0.03351300409712497,0.0002775126875785062
20,vh_country_unique_count,0.030748004351325953,0.0010520331357457631,0.03180003748707172,3.234791943564981e-05
20,vh_mean_event_completion,0.017228803911682453,0.012966377474932891,0.030195181386615345,0.00022339517496047505
20,vh_avg_daily_watch_min,0.01896344652410226,0.011092487070040333,0.030055933594142593,0.0002103517853720056
20,vh_watch_min_per_active_day,0.01896344652410226,0.011092487070040333,0.030055933594142593,0.0002103517853720056
20,genre_share__코미디,0.00676184996348035,0.021993873509411215,0.028755723472891563,0.00014871927278640366
20,vh_events_per_active_day,0.018018362977877893,0.00947373309488592,0.027492096072763813,0.000170701161659189
20,vh_genre_watch_entropy,0.013448571240509358,0.01335421951123936,0.02680279075174872,0.0001795951724583026
20,genre_share__범죄,0.003962144272435252,0.02250558938973602,0.026467733662171273,8.917039209832216e-05
20,genre_share__드라마,0.020224500282107448,0.00549269222183058,0.02571719250393803,0.00011108695538994196
20,vh_sampled_title_ratio_10,0.01684404768698806,0.008015771350201298,0.02485981903718936,0.00013501803487078333
20,vh_std_watch_min,0.004850075361537674,0.01950349322911138,0.024353568590649053,9.459341197442995e-05
20,vh_max_watch_min,0.006598236390777021,0.017532843247415386,0.02413107963819241,0.00011568584434888537
20,vh_avg_watch_seq,0.015324642831427105,0.0079101389441067,0.023234781775533807,0.0001212200540653971
20,vh_mean_content_age_days,0.004115819548634001,0.017701216878469386,0.021817036427103385,7.285501446301442e-05
20,vh_title_count,0.013557060902800743,0.005404504893906255,0.018961565796707,7.326920199617176e-05
20,vh_avg_watch_min,0.007005141527875786,0.011715199684262807,0.018720341212138593,8.206663181558669e-05
20,vh_recent_release_180d_ratio,0.0016324906776578,0.0170715381446123,0.018704028822270097,2.7869126874359113e-05
20,vh_max_watch_seq,0.014017171199112296,0.003350803667077514,0.01736797486618981,4.69687886560388e-05
20,vh_max_daily_events,0.012665555378902054,0.0037174514971750642,0.01638300687607712,4.708358780585313e-05
20,vh_top_genre_share,0.0030927621645374117,0.011718816724902473,0.014811578889439885,3.6243512979926595e-05
20,vh_recent_release_365d_ratio,0.003288921883478944,0.011123844203053906,0.01441276608653285,3.6585454627834385e-05
20,vh_multi_event_day_ratio,0.011506962568037588,0.00175194055451872,0.013258903122556308,2.015951438227393e-05
20,vh_median_watch_min,0.00027708521353522313,0.012627926977495279,0.012905012191030501,3.499011843066484e-06
20,genre_share__유럽에서 제작,0.0094253749187382,0.0022939676457820607,0.011719342564520261,2.1621505112951152e-05
30,vh_last_7d_watch_ratio,0.032852483851651966,0.18788245612740656,0.22073493997905852,0.006172405355934333
30,genre_share__범죄,0.01486267974223455,0.15233408725718514,0.16719676699941968,0.002264092752729156
30,vh_last_watch_gap,0.0812123568370855,0.07590401858581788,0.15711637542290338,0.006164344242760212
30,genre_share__SF,0.09550247756271453,0.06127639727113371,0.15677887483384823,0.0058520477555104285
30,genre_share__액션,0.023803947197655675,0.12594173079756463,0.14974567799522032,0.002997910309886594
30,vh_watch_min_per_tenure_day,0.029721314421934427,0.11023019701445484,0.13995151143638926,0.00327618634425839
30,genre_share__가족,0.06120890792192064,0.07725303921746338,0.138461947139384,0.0047285741641502396
30,vh_last_watch_gap_ratio,0.07484779290423943,0.057912468886289724,0.13276026179052916,0.004334620477774223
30,vh_active_day_ratio,0.0007008865202172604,0.13007922015920248,0.13078010667941975,9.117077196995833e-05
