age_band,feature,mean_group1,mean_group0,diff_group1_minus_group0,smd,abs_smd,p_value_approx,n_group1,n_group0
20,vh_has_safe_watch,0.9977161500815661,0.9801980198019802,0.01751813027958593,0.1681714516954018,0.1681714516954018,1.968986287126384e-06,3065,1515
20,vh_event_count,7.159581425768476,7.053872053872054,0.10570937189642216,0.018564172738973893,0.018564172738973893,0.5560452876744665,3058,1485
20,vh_title_count,5.026814911706998,5.0814814814814815,-0.0546665697744837,-0.013557060902800743,0.013557060902800743,0.6689638858883338,3058,1485
20,vh_active_day_count,3.9287115761935905,3.8666666666666667,0.062044909526923764,0.024551322135445912,0.024551322135445912,0.43522666921541375,3058,1485
20,vh_total_watch_min,322.13734466971874,316.6276094276094,5.509735242109343,0.01689700923176987,0.01689700923176987,0.5923650002855858,3058,1485
20,vh_avg_watch_min,45.21923353560653,45.00555707925826,0.21367645634826715,0.007005141527875786,0.007005141527875786,0.8240452955427819,3058,1485
20,vh_median_watch_min,38.98185088293002,38.971717171717174,0.010133711212844787,0.00027708521353522313,0.00027708521353522313,0.9929808394567713,3058,1485
20,vh_std_watch_min,39.28201510991526,39.379122493529465,-0.09710738361420823,-0.004850075361537674,0.004850075361537674,0.8848825266344508,2731,1316
20,vh_max_watch_min,97.5565729234794,97.21212121212122,0.3444517113581753,0.006598236390777021,0.006598236390777021,0.8352873205855968,3058,1485
20,vh_avg_watch_seq,1.5984092648170458,1.609389363014923,-0.010980098197877153,-0.015324642831427105,0.015324642831427105,0.6272419038066551,3058,1485
20,vh_max_watch_seq,2.845650752125572,2.8734006734006736,-0.027749921275101563,-0.014017171199112296,0.014017171199112296,0.6569920362178452,3058,1485
20,vh_weekend_ratio,0.43480208737461884,0.45715253570891606,-0.022350448334297224,-0.06202621346389908,0.06202621346389908,0.04979426685347221,3058,1485
20,vh_mean_runtime_min,106.97857953854849,107.89463031236184,-0.9160507738133532,-0.04631777022938174,0.04631777022938174,0.14310051696680637,3057,1483
20,vh_mean_event_completion,0.4349802864909636,0.4299045977963833,0.005075688694580305,0.017228803911682453,0.017228803911682453,0.5843888047811506,3057,1483
20,vh_high_completion_event_ratio,0.3066153382321639,0.2927479980458592,0.0138673401863047,0.04936329415856816,0.04936329415856816,0.11631063089058791,3058,1485
20,vh_low_completion_event_ratio,0.3967160485799642,0.38423533106144275,0.012480717518521423,0.03996829557084916,0.03996829557084916,0.2067886620555761,3058,1485
20,vh_short_sample_ratio,0.34070693535779184,0.3265325340882218,0.014174401269570036,0.04619945411922053,0.04619945411922053,0.14426207433052995,3058,1485
20,vh_recent_release_180d_ratio,0.21067630195289083,0.21119365293727835,-0.0005173509843875157,-0.0016324906776578,0.0016324906776578,0.9589693210490304,3058,1485
20,vh_recent_release_365d_ratio,0.25817111879770954,0.2592958872771987,-0.0011247684794891688,-0.003288921883478944,0.003288921883478944,0.9174234436149593,3058,1485
20,vh_old_catalog_5y_ratio,0.17702907455598363,0.18027934260424675,-0.0032502680482631163,-0.013217819663120368,0.013217819663120368,0.6768768372824121,3058,1485
20,vh_mean_content_age_days,1054.8238390649283,1057.3831764113659,-2.5593373464375873,-0.004115819548634001,0.004115819548634001,0.8970316706332087,3058,1485
