age_band,feature,n_nonpromo,n_promo,mean_nonpromo,mean_promo,median_nonpromo,median_promo,diff_mean,effect_rbc,pvalue,fdr_bh,age_band_label,abs_effect,direction
10,vh_short_watch_ratio,123,318,0.2619945253481839,0.3260729864578482,0.2,0.2857142857142857,0.06407846110966431,0.11315641458301373,0.06209150648876017,0.9547618725921975,10대,0.11315641458301373,promo_gt_nonpromo
10,vh_long_watch_ratio,123,318,0.4008951030902251,0.3477952268374477,0.4,0.3038461538461539,-0.0530998762527774,-0.11290075164902591,0.06397833037538546,0.9547618725921975,10대,0.11290075164902591,promo_lt_nonpromo
10,genre_share__Romance,123,318,0.07510970601926183,0.09599944719626585,0.0,0.0,0.020889741177004026,0.0850334918443525,0.0942705870195294,0.9547618725921975,10대,0.0850334918443525,promo_gt_nonpromo
10,vh_last_7d_watch_ratio,123,318,0.05909019443288396,0.03719639809355439,0.0,0.0,-0.02189379633932957,-0.04699084726696323,0.12020480003851552,0.9547618725921975,10대,0.04699084726696323,promo_lt_nonpromo
10,genre_share__Historical_War,123,318,0.06021238540257753,0.0652324353783785,0.0,0.0,0.005020049975800973,0.061231272690085436,0.14933642163373745,0.9547618725921975,10대,0.061231272690085436,promo_gt_nonpromo
10,vh_avg_watch_min,123,318,49.73813680673436,45.724431420408,46.714285714285715,43.92857142857143,-4.013705386326357,-0.08835710998619417,0.15007211198195436,0.9547618725921975,10대,0.08835710998619417,promo_lt_nonpromo
10,vh_watch_span_ratio,123,318,0.3358166142145292,0.3707648610265774,0.3225806451612903,0.41935483870967744,0.03494824681204822,0.0819911029298972,0.1803083889470669,0.9547618725921975,10대,0.0819911029298972,promo_gt_nonpromo
10,vh_median_watch_min,123,318,44.50813008130081,39.977987421383645,39.0,27.0,-4.530142659917168,-0.07966457023060791,0.194199054031151,0.9547618725921975,10대,0.07966457023060791,promo_lt_nonpromo
10,vh_multi_event_day_ratio,123,318,0.4010353242060559,0.4500686333233503,0.4,0.42857142857142855,0.049033309117294366,0.07866748478805552,0.19555263601469586,0.9547618725921975,10대,0.07866748478805552,promo_gt_nonpromo
10,genre_share__Animation_Family,123,318,0.07213233253213326,0.13380918023426708,0.0,0.0,0.061676847702133816,0.06046428388812197,0.206235475329117,0.9547618725921975,10대,0.06046428388812197,promo_gt_nonpromo
10,vh_watch_span_days,123,318,10.463414634146341,11.4937106918239,10.0,13.0,1.0302960576775586,0.07521603517921971,0.21892558839971699,0.9547618725921975,10대,0.07521603517921971,promo_gt_nonpromo
10,vh_avg_daily_watch_min,123,318,84.86201914616548,80.48100104821802,76.33333333333333,72.25,-4.381018097947461,-0.07473027560464285,0.22351824644376939,0.9547618725921975,10대,0.07473027560464285,promo_lt_nonpromo
10,vh_watch_min_per_active_day,123,318,84.86201914616548,80.48100104821802,76.33333333333333,72.25,-4.381018097947461,-0.07473027560464285,0.22351824644376939,0.9547618725921975,10대,0.07473027560464285,promo_lt_nonpromo
10,vh_top_genre_share,123,318,0.6560509100105821,0.692529353305638,0.6220735785953178,0.6603610755644027,0.036478443295055896,0.07255714066574637,0.23535154628140842,0.9547618725921975,10대,0.07255714066574637,promo_gt_nonpromo
10,vh_max_gap_days,123,318,5.300813008130081,6.022012578616352,5.0,6.0,0.721199570486271,0.07204581479777072,0.23818898235769215,0.9547618725921975,10대,0.07204581479777072,promo_gt_nonpromo
10,vh_max_daily_events,123,318,2.861788617886179,2.8773584905660377,2.0,2.0,0.015569872679858765,0.05928823439177777,0.32188952100148227,0.9547618725921975,10대,0.05928823439177777,promo_gt_nonpromo
10,vh_last_14d_watch_ratio,123,318,0.2617046609004392,0.2855666961561881,0.017467248908296942,0.09051268498942917,0.023862035255748926,0.05780538937464841,0.32795134453872876,0.9547618725921975,10대,0.05780538937464841,promo_gt_nonpromo
10,genre_share__Other,123,318,0.024617781428634574,0.03332105218248456,0.0,0.0,0.008703270753849985,0.03267372296364468,0.3338724205919924,0.9547618725921975,10대,0.03267372296364468,promo_gt_nonpromo
10,vh_mean_gap_days,123,318,3.3199961285327135,3.9470100741327157,3.0,3.0,0.6270139456000021,0.056936135399089816,0.35212553943156233,0.9547618725921975,10대,0.056936135399089816,promo_gt_nonpromo
10,vh_events_per_active_day,123,318,1.7753848003848005,1.821985125287012,1.5,1.6,0.046600324902211554,0.056220279183923916,0.3560383919614435,0.9547618725921975,10대,0.056220279183923916,promo_gt_nonpromo
10,vh_recent_release_180d_ratio,123,318,0.1921773529090602,0.21844157131667466,0.0,0.0,0.026264218407614448,0.05044229687579893,0.3567464469660262,0.9547618725921975,10대,0.05044229687579893,promo_gt_nonpromo
10,vh_max_watch_seq,123,318,2.813008130081301,2.761006289308176,2.0,2.0,-0.05200184077312464,0.053944879071432306,0.36666892480852575,0.9547618725921975,10대,0.053944879071432306,promo_lt_nonpromo
10,vh_avg_watch_seq,123,318,1.5716139799676385,1.5513397034700498,1.3333333333333333,1.4880952380952381,-0.020274276497588728,0.05235976888070759,0.39023525055657304,0.9547618725921975,10대,0.05235976888070759,promo_lt_nonpromo
10,genre_share__Drama,123,318,0.21548900725413933,0.17526456063367551,0.0,0.0,-0.040224446620463816,-0.048448125990693924,0.3958815420368731,0.9547618725921975,10대,0.048448125990693924,promo_lt_nonpromo
10,vh_w3_to_w1_ratio,123,318,2.854523916772669,3.7336342950269605,0.0,0.0,0.8791103782542917,0.04348826507132997,0.4277635760258387,0.9547618725921975,10대,0.04348826507132997,promo_gt_nonpromo
