USER_NUM,USER_KEY,billing_method,max_screen,payment_device,is_churn_prevented,is_user_verified,gender,age,age_band,reg_date,reg_hour,end_date,is_repurchase,mem_tenure_days,mem_billing_method_value,mem_max_screen_value,mem_screen_1_flag,mem_screen_2_flag,mem_screen_4_flag,mem_multi_screen_flag,mem_premium_screen_flag,mem_is_verified,mem_is_churn_prevented_flag,mem_is_female,mem_is_male,mem_reg_hour,mem_reg_hour_morning,mem_reg_hour_afternoon,mem_reg_hour_evening,mem_reg_hour_night,mem_reg_weekday,mem_reg_is_weekend,mem_verified_multi_screen,mem_verified_premium_screen,mem_billing_method_131_flag,mem_billing_method_132_flag,mem_billing_method_134_flag,mem_billing_method_140_flag,mem_billing_method_151_flag,mem_billing_method_170_flag,mem_billing_method_180_flag,mem_billing_method_190_flag,mem_device_android_flag,mem_device_ios_flag,mem_device_mobile_flag,mem_device_pc_flag,mem_device_smarttv_flag,mem_device_ott_flag,vh_event_count,vh_title_count,vh_active_day_count,vh_total_watch_min,vh_avg_watch_min,vh_median_watch_min,vh_std_watch_min,vh_max_watch_min,vh_avg_watch_seq,vh_max_watch_seq,vh_weekend_ratio,vh_short_watch_ratio,vh_long_watch_ratio,vh_recent_release_180d_ratio,vh_recent_release_365d_ratio,vh_old_catalog_5y_ratio,vh_mean_content_age_days,vh_median_content_age_days,vh_first_watch_lag_days,vh_last_watch_gap_days,vh_watch_span_days,vh_active_day_ratio,vh_watch_span_ratio,vh_first_watch_lag_ratio,vh_last_watch_gap_ratio,vh_max_daily_events,vh_multi_event_day_ratio,vh_avg_daily_watch_min,vh_std_daily_watch_min,vh_max_daily_watch_min,vh_mean_gap_days,vh_std_gap_days,vh_max_gap_days,vh_week1_watch_min,vh_week2_watch_min,vh_week3_watch_min,vh_week4_watch_min,vh_week5_watch_min,vh_week1_watch_ratio,vh_week2_watch_ratio,vh_week3_watch_ratio,vh_week4_watch_ratio,vh_week5_watch_ratio,vh_first_half_watch_ratio,vh_last_7d_watch_ratio,vh_last_14d_watch_ratio,vh_front_loaded_ratio,vh_late_ratio,vh_w2_minus_w1_watch_min,vh_w3_minus_w2_watch_min,vh_w3_to_w1_ratio_capped,vh_genre_unique_count,vh_genre_entropy,vh_top_genre_share,genre_share__Action_Adventure,genre_share__Animation_Family,genre_share__Comedy,genre_share__Documentary,genre_share__Drama,genre_share__Historical_War,genre_share__Horror,genre_share__Other,genre_share__Romance,genre_share__SF_Fantasy,genre_share__Thriller_Crime,vh_events_per_active_day,vh_titles_per_active_day,vh_watch_min_per_active_day,vh_event_per_tenure_day,vh_watch_min_per_tenure_day,vh_rewatch_event_ratio,vh_title_per_event_ratio,vh_repeat_event_count,vh_avg_watch_min_per_title,vh_title_diversity_per_day,vh_activity_density,vh_end_near_watch_ratio,vh_recency_intensity_index,vh_retention_curve_index,vh_recent_old_gap,vh_short_minus_long_ratio,vh_binge_index,vh_multi_event_intensity,vh_mid_late_ratio,vh_gap_stability_index,vh_blockbuster_genre_share,vh_emotional_genre_share,vh_light_genre_share,vh_tension_genre_share,vh_nonfiction_genre_share
0,ce6c11de3c6c21a993965a45943bce46f068b56869feca3b439ba5879100de86f972127bcbea5fa5a1d53c8ad30ccc18b88408227ce092887a29c446f0657ee5,134.0,4.0,android,0.0,0.0,N,40.0,40,2011-03-21,12.0,2011-04-21,1.0,31.0,134.0,4.0,0,0,1,1,1,0,0,0,0,12.0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9.0,5.0,5.0,510.0,56.666666666666664,92.0,52.55711179279166,111.0,1.7777777777777777,4.0,0.6666666666666666,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.1111111111111111,819.6666666666666,133.0,3.0,14.0,15.0,0.16129032258064516,0.4838709677419355,0.0967741935483871,0.45161290322580644,4.0,0.4,102.0,69.17730841829567,196.0,3.5,2.3804761428476167,6.0,112.0,101.0,297.0,0.0,0.0,0.2196078431372549,0.1980392156862745,0.5823529411764706,0.0,0.0,0.615686274509804,0.0,0.3843137254901961,0.4176470588235294,0.0,-11.0,196.0,2.6517857142857144,4.0,1.0841578371943859,0.403921568627451,0.0,0.0,0.39215686274509803,0.0,0.0,0.0,0.0,0.403921568627451,0.0,0.1980392156862745,0.0058823529411764705,1.8,1.0,102.0,0.2903225806451613,16.451612903225808,0.4444444444444444,0.5555555555555556,4.0,102.0,1.0,0.3333333333333333,0.5483870967741935,0.08844953173777315,-0.23137254901960785,0.4444444444444445,-0.11111111111111116,0.3843137254901961,0.7200000000000001,0.5823529411764706,0.2958163163244893,0.1980392156862745,0.0,0.39215686274509803,0.0058823529411764705,0.403921568627451
3,873fb3eddac14ca6123810dd72a4195915afacaaecb0731bc8bc64496e39991c082a90c3213e98680897313ed59e3ecd3734b7869c4fcfe8bfe5b5c855bc103b,140.0,1.0,ios,0.0,0.0,N,40.0,40,2011-03-21,15.0,2012-04-21,1.0,32.0,140.0,1.0,1,0,0,0,0,0,0,0,0,15.0,0,1,0,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,3.0,2.0,6.0,1.0,1.0,0.0,1.0,1.5,2.0,0.16666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,537.1666666666666,542.0,15.0,15.0,3.0,0.0625,0.09375,0.46875,0.46875,5.0,0.5,3.0,2.8284271247461903,5.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.45056120886630463,0.8333333333333334,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,3.0,1.5,3.0,0.1875,0.1875,0.5,0.5,3.0,2.0,1.5,0.6666666666666666,0.53125,0.033203125,-0.8333333333333334,0.3333333333333333,1.0,0.8333333333333334,1.5,1.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0
4,8668c3dfce041e29bc5b80fe33fb8754718587a7537db1db648763e7adaae9383a58da158afa270a1f18e104268fb7bbfc8af44687909e086dcd0ad293d46acd,140.0,1.0,ios,0.0,0.0,N,40.0,40,2007-03-21,12.0,2008-04-21,1.0,32.0,140.0,1.0,1,0,0,0,0,0,0,0,0,12.0,0,1,0,0,6.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,2.0,4.0,309.0,61.8,21.0,84.76850830349676,200.0,1.2,2.0,0.6,0.4,0.4,0.8,0.8,0.0,160.0,35.0,0.0,18.0,15.0,0.125,0.46875,0.0,0.5625,2.0,0.25,77.25,90.1272248916312,201.0,4.666666666666667,4.725815626252609,10.0,288.0,0.0,21.0,0.0,0.0,0.9320388349514563,0.0,0.06796116504854369,0.0,0.0,1.0,0.0,0.0,0.9320388349514563,0.0,-288.0,21.0,0.07291666666666667,2.0,0.2483328967315826,0.9320388349514563,0.06796116504854369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9320388349514563,1.25,0.5,77.25,0.15625,9.65625,0.6,0.4,3.0,154.5,0.5,0.26666666666666666,0.4375,0.0546875,-1.0,0.8,0.0,0.6504854368932039,0.3125,0.06796116504854369,0.17464760748059102,0.06796116504854369,0.0,0.0,0.9320388349514563,0.0
5,bc4eb57807309fc1c063856c86fe8e7c6f564fc9ab31cf9a259f2c53b7fe06ce2c9feee35fd30f6c3ff05445a71b0de4fa3c8df1bbe5a996ef2b3c796c5595b6,140.0,2.0,ios,0.0,1.0,M,30.0,30,2015-03-21,20.0,2016-04-21,1.0,32.0,140.0,2.0,0,1,0,1,0,1,0,0,1,20.0,0,0,1,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,572.0,572.0,11.0,21.0,1.0,0.03125,0.03125,0.34375,0.65625,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,-3.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.03125,0.09375,0.0,1.0,0.0,3.0,1.0,1.0,0.34375,0.0107421875,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,5f6850d72a7a92af5ea6199205d42477e3d99c2ee31aff62924fa164d50dc5451532bcdff715e5dd07878af0978a54e2d44a4b02543659bef93101ff32d34f35,134.0,1.0,pc,0.0,1.0,F,25.0,20,2001-03-21,2.0,2001-04-21,1.0,31.0,134.0,1.0,1,0,0,0,0,1,0,1,0,2.0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,100.0,100.0,100.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,27.0,27.0,27.0,4.0,1.0,0.03225806451612903,0.03225806451612903,0.8709677419354839,0.12903225806451613,1.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.03225806451612903,3.225806451612903,0.0,1.0,0.0,100.0,1.0,1.0,0.8709677419354839,0.02809573361082206,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
9,1cf66e503a6b39e8006cbddd713fd2ae1afc7cac6c76d5c443137c7be7b09584030884ecca11b9031f050171676766944943077c95911113b7b784271116ce14,134.0,4.0,pc,0.0,1.0,M,45.0,40,2005-03-21,2.0,2005-04-21,1.0,31.0,134.0,4.0,0,0,1,1,1,1,0,0,1,2.0,0,0,0,1,4.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.0,8.0,6.0,404.0,36.72727272727273,3.0,46.97039686673066,110.0,1.6363636363636365,3.0,0.6363636363636364,0.5454545454545454,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.09090909090909091,571.8181818181819,652.0,3.0,14.0,15.0,0.1935483870967742,0.4838709677419355,0.0967741935483871,0.45161290322580644,3.0,0.5,67.33333333333333,51.1924473596122,112.0,2.8,2.4899799195977463,6.0,82.0,212.0,110.0,0.0,0.0,0.20297029702970298,0.5247524752475248,0.2722772277227723,0.0,0.0,0.7326732673267327,0.0,0.2599009900990099,0.7277227722772277,0.0,130.0,-102.0,1.3414634146341464,5.0,0.3213014532251902,0.9232673267326733,0.0024752475247524753,0.06188118811881188,0.0024752475247524753,0.0,0.9232673267326733,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,1.8333333333333333,1.3333333333333333,67.33333333333333,0.3548387096774194,13.03225806451613,0.2727272727272727,0.7272727272727273,3.0,50.5,1.3333333333333333,0.4,0.5483870967741935,0.10613943808532778,-0.47277227722772275,0.2727272727272727,0.2727272727272727,0.27722772277227725,0.9166666666666666,0.2722772277227723,0.2865345999226436,0.012376237623762377,0.9232673267326733,0.06435643564356436,0.0,0.0
10,8cb7837bcf57aa544ef810fd4719fa80ffd02cd518dbfc94baa9f28ece2da659692185fbfd3e97e4d6c8740c67699879025920d3027498269ed7869eb4f16522,151.0,1.0,android,1.0,1.0,F,30.0,30,2012-03-21,23.0,2012-04-21,0.0,31.0,151.0,1.0,1,0,0,0,0,1,1,1,0,23.0,0,0,1,0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.0,2.0,5.0,86.0,12.285714285714286,17.0,10.339475900874373,26.0,1.2857142857142858,2.0,0.5714285714285714,0.42857142857142855,0.0,1.0,1.0,0.0,26.857142857142858,27.0,14.0,13.0,5.0,0.16129032258064516,0.16129032258064516,0.45161290322580644,0.41935483870967744,2.0,0.4,17.2,17.484278652549552,44.0,1.0,0.0,1.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5232558139534884,0.0,0.2558139534883721,0.0,0.0,0.0,86.0,0.0,2.0,0.11045304667259806,0.9767441860465116,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.0,0.0,0.0,1.4,0.4,17.2,0.22580645161290322,2.774193548387097,0.7142857142857143,0.2857142857142857,5.0,43.0,0.4,1.0,0.5806451612903225,0.09365244536940685,-0.2674418604651163,1.0,0.42857142857142855,0.5116279069767442,0.5599999999999999,1.0,1.0,0.0,0.0,0.023255813953488372,0.0,0.9767441860465116
17,ccbb416ecdee513cee371d0ef201d4c11c7270d38c946f66ee8a7d474080e55562958a5f1c2a25fbb8fb93b21fde0cd0e500b31a6ad0f47bf1617b15984705fb,140.0,1.0,ios,0.0,1.0,F,30.0,30,2006-03-21,1.0,2007-04-21,1.0,32.0,140.0,1.0,1,0,0,0,0,1,0,1,0,1.0,0,0,0,1,5.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.0,2.0,3.0,126.0,42.0,46.0,31.192947920964443,71.0,1.0,1.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1009.0,446.0,0.0,16.0,17.0,0.09375,0.53125,0.0,0.5,1.0,0.0,42.0,31.192947920964443,71.0,8.0,9.899494936611665,15.0,71.0,0.0,55.0,0.0,0.0,0.5634920634920635,0.0,0.4365079365079365,0.0,0.0,1.0,0.0,0.0,0.5634920634920635,0.0,-71.0,55.0,0.7746478873239436,2.0,0.6850628874457693,0.5634920634920635,0.0,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634920634920635,0.0,1.0,0.6666666666666666,42.0,0.09375,3.9375,0.3333333333333333,0.6666666666666666,1.0,63.0,0.6666666666666666,0.17647058823529413,0.5,0.046875,-1.0,-0.3333333333333333,-0.3333333333333333,0.5634920634920635,0.0,0.4365079365079365,0.09174737048053264,0.5634920634920635,0.0,0.4365079365079365,0.0,0.0
19,ae303208dc92d29d7de931166a7d1d46cda1290a8147ebdd43f30a377d114fad173a2b2db7fc90936b121eb5bad4128767a95bdcfd6c153b0c569396402df1a6,151.0,2.0,android,0.0,1.0,F,40.0,40,2010-03-21,13.0,2010-04-21,1.0,31.0,151.0,2.0,0,1,0,1,0,1,0,1,0,13.0,0,1,0,0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,3.0,1.0,59.0,19.666666666666668,17.0,20.132891827388665,41.0,2.0,3.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,921.3333333333334,444.0,10.0,21.0,1.0,0.03225806451612903,0.03225806451612903,0.3225806451612903,0.6774193548387096,3.0,1.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,-59.0,0.0,3.0,0.6805699594339856,0.6949152542372882,0.0,0.0,0.01694915254237288,0.6949152542372882,0.0,0.0,0.0,0.0,0.0,0.288135593220339,0.0,3.0,3.0,59.0,0.0967741935483871,1.903225806451613,0.0,1.0,0.0,19.666666666666668,3.0,1.0,0.32258064516129037,0.010405827263267432,-1.0,0.0,0.3333333333333333,1.0,3.0,0.0,0.0,0.288135593220339,0.0,0.01694915254237288,0.0,0.6949152542372882
26,068be64371a0cd532ee89bc40b2770e06255751c2a7f2f696aa98208b58b31703f2037bd47c1acd6c21249fcba1c2dd3b4d3251b73bbca3370ae02370c69d664,134.0,1.0,android,0.0,1.0,F,20.0,20,2008-03-21,20.0,2008-04-21,1.0,31.0,134.0,1.0,1,0,0,0,0,1,0,1,0,20.0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.0,6.0,2.0,126.0,15.75,4.5,23.547823678633232,70.0,3.0,6.0,0.25,0.625,0.125,0.5,0.5,0.125,598.625,229.5,11.0,19.0,2.0,0.06451612903225806,0.06451612903225806,0.3548387096774194,0.6129032258064516,6.0,1.0,63.0,79.19595949289332,119.0,1.0,0.0,1.0,0.0,126.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,126.0,-126.0,0.0,4.0,1.1238912280872078,0.5555555555555556,0.5555555555555556,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.1984126984126984,0.0,0.19047619047619047,4.0,3.0,63.0,0.25806451612903225,4.064516129032258,0.25,0.75,2.0,21.0,3.0,1.0,0.3870967741935484,0.02497398543184183,-1.0,0.375,0.5,0.9444444444444444,4.0,0.0,0.0,0.5555555555555556,0.1984126984126984,0.05555555555555555,0.19047619047619047,0.0
