window,feature,missing_count,missing_rate
w1_3,membership_row_id,0,0.0
w1_3,w1_3_content_has_watch_obs,0,0.0
w1_3,w1_3_genre_covered_watch_time,0,0.0
w1_3,w1_3_genre_missing_watch_time,0,0.0
w1_3,w1_3_genre_covered_watch_ratio,0,0.0
w1_3,w1_3_genre_missing_watch_ratio,0,0.0
w1_3,w1_3_genre_unique_count,0,0.0
w1_3,w1_3_top_genre,1498,0.062591
w1_3,w1_3_top_genre_watch_time,0,0.0
w1_3,w1_3_top_genre_watch_ratio,0,0.0
w1_3,w1_3_genre_entropy,0,0.0
w1_3,w1_3_genre_ratio_drama,0,0.0
w1_3,w1_3_genre_watch_time_drama,0,0.0
w1_3,w1_3_genre_session_count_drama,0,0.0
w1_3,w1_3_genre_ratio_thriller_crime,0,0.0
w1_3,w1_3_genre_watch_time_thriller_crime,0,0.0
w1_3,w1_3_genre_session_count_thriller_crime,0,0.0
w1_3,w1_3_genre_ratio_sf_fantasy,0,0.0
w1_3,w1_3_genre_watch_time_sf_fantasy,0,0.0
w1_3,w1_3_genre_session_count_sf_fantasy,0,0.0
w1_3,w1_3_genre_ratio_action_adventure,0,0.0
w1_3,w1_3_genre_watch_time_action_adventure,0,0.0
w1_3,w1_3_genre_session_count_action_adventure,0,0.0
w1_3,w1_3_genre_ratio_animation_family,0,0.0
w1_3,w1_3_genre_watch_time_animation_family,0,0.0
w1_3,w1_3_genre_session_count_animation_family,0,0.0
w1_3,w1_3_genre_ratio_romance,0,0.0
w1_3,w1_3_genre_watch_time_romance,0,0.0
w1_3,w1_3_genre_session_count_romance,0,0.0
w1_3,w1_3_genre_ratio_comedy,0,0.0
w1_3,w1_3_genre_watch_time_comedy,0,0.0
w1_3,w1_3_genre_session_count_comedy,0,0.0
w1_3,w1_3_genre_ratio_historical_war,0,0.0
w1_3,w1_3_genre_watch_time_historical_war,0,0.0
w1_3,w1_3_genre_session_count_historical_war,0,0.0
w1_3,w1_3_genre_ratio_horror,0,0.0
w1_3,w1_3_genre_watch_time_horror,0,0.0
w1_3,w1_3_genre_session_count_horror,0,0.0
w1_3,w1_3_genre_ratio_other,0,0.0
w1_3,w1_3_genre_watch_time_other,0,0.0
w1_3,w1_3_genre_session_count_other,0,0.0
w1_3,w1_3_release_month_covered_watch_ratio,0,0.0
w1_3,w1_3_avg_ott_release_month_weighted,1498,0.062591
w1_3,w1_3_recent_content_watch_ratio,0,0.0
w1_3,w1_3_old_content_watch_ratio,0,0.0
w1_4,membership_row_id,0,0.0
w1_4,w1_4_content_has_watch_obs,0,0.0
w1_4,w1_4_genre_covered_watch_time,0,0.0
w1_4,w1_4_genre_missing_watch_time,0,0.0
w1_4,w1_4_genre_covered_watch_ratio,0,0.0
w1_4,w1_4_genre_missing_watch_ratio,0,0.0
w1_4,w1_4_genre_unique_count,0,0.0
w1_4,w1_4_top_genre,184,0.007688
w1_4,w1_4_top_genre_watch_time,0,0.0
w1_4,w1_4_top_genre_watch_ratio,0,0.0
w1_4,w1_4_genre_entropy,0,0.0
w1_4,w1_4_genre_ratio_drama,0,0.0
w1_4,w1_4_genre_watch_time_drama,0,0.0
w1_4,w1_4_genre_session_count_drama,0,0.0
w1_4,w1_4_genre_ratio_thriller_crime,0,0.0
w1_4,w1_4_genre_watch_time_thriller_crime,0,0.0
w1_4,w1_4_genre_session_count_thriller_crime,0,0.0
w1_4,w1_4_genre_ratio_sf_fantasy,0,0.0
w1_4,w1_4_genre_watch_time_sf_fantasy,0,0.0
w1_4,w1_4_genre_session_count_sf_fantasy,0,0.0
w1_4,w1_4_genre_ratio_action_adventure,0,0.0
w1_4,w1_4_genre_watch_time_action_adventure,0,0.0
w1_4,w1_4_genre_session_count_action_adventure,0,0.0
w1_4,w1_4_genre_ratio_animation_family,0,0.0
w1_4,w1_4_genre_watch_time_animation_family,0,0.0
w1_4,w1_4_genre_session_count_animation_family,0,0.0
w1_4,w1_4_genre_ratio_romance,0,0.0
w1_4,w1_4_genre_watch_time_romance,0,0.0
w1_4,w1_4_genre_session_count_romance,0,0.0
w1_4,w1_4_genre_ratio_comedy,0,0.0
w1_4,w1_4_genre_watch_time_comedy,0,0.0
w1_4,w1_4_genre_session_count_comedy,0,0.0
w1_4,w1_4_genre_ratio_historical_war,0,0.0
w1_4,w1_4_genre_watch_time_historical_war,0,0.0
w1_4,w1_4_genre_session_count_historical_war,0,0.0
w1_4,w1_4_genre_ratio_horror,0,0.0
w1_4,w1_4_genre_watch_time_horror,0,0.0
w1_4,w1_4_genre_session_count_horror,0,0.0
w1_4,w1_4_genre_ratio_other,0,0.0
w1_4,w1_4_genre_watch_time_other,0,0.0
w1_4,w1_4_genre_session_count_other,0,0.0
w1_4,w1_4_release_month_covered_watch_ratio,0,0.0
w1_4,w1_4_avg_ott_release_month_weighted,184,0.007688
w1_4,w1_4_recent_content_watch_ratio,0,0.0
w1_4,w1_4_old_content_watch_ratio,0,0.0
