feature,age,alloc_dur_코미디,alloc_ratio_액션,billing_method,country_entropy_norm,daily_watch_slope,days_since_last_watch_to_obs_end,discount_sensitive_risk,family_2screen_lifestyle,front_loaded_ratio,has_content_feature,has_prior_churn_prevention_benefit,has_usage_feature,has_watch_obs,is_100won,is_churn_prevented,is_promotion,is_user_verified,late_ratio,max_screen,metadata_covered_watch_ratio,metadata_missing_watch_ratio,no_content_feature_flag,no_usage_feature_flag,no_watch_obs_flag,only_week1_flag,premium_action_trial_risk,price,promo2_family_lifestyle_candidate,promo_x_1screen,promo_x_2screen,promo_x_4screen,rating_dur_국민학생관람불가,rating_ratio_12세,screen_1_flag,screen_2_flag,screen_4_flag,stable_2screen_active,tag_dur_코미디,total_sessions,total_watch_time,unique_contents,unique_days,usable_metadata_watch_ratio,w3_minus_w1_watch_time,week1_ratio,week1_watch_time,week2_ratio,week2_watch_time,week3_ratio,week3_watch_time
age,1.0,0.006132483375558339,0.0015586434572365604,-0.12064170441922212,-0.010824068180127159,-0.0006072868202916913,-0.007568739141708792,-0.048460549687853245,0.014830466765996574,0.005132029744509245,0.001642942162382635,-0.020036708911426948,0.001642942162382635,0.001642942162382635,-0.11384091779556738,-0.020036708911426948,-0.11384091779556738,-0.19475848367285367,0.006900986631934359,-0.0678017629754902,0.0012722630108575465,0.0073762111195610075,-0.001642942162382635,-0.001642942162382635,-0.001642942162382635,0.004020658115550788,-0.06296531011651023,0.05471549410589211,0.0048533700993823705,-0.03614086284289043,0.004199231027210985,-0.11528136051168766,-0.0026137727403627263,0.012456140206116514,0.04733368431969485,0.03911152250618953,-0.1027109437577943,0.027509549671984563,0.005355051571544323,-0.00013085565334589025,0.0005674166037322009,0.005343062739110157,0.003789068045751153,0.0012722630108575465,-0.0006072868202916913,0.005132029744509245,0.0031274896715174846,-0.007147051294514772,-0.003350872531161618,0.006900986631934359,0.007260603501161695
alloc_dur_코미디,0.006132483375558339,1.0,0.18974678448041127,0.004121442419262642,0.32126007190074235,-0.01984684406272275,0.064531344492444,0.016116606714038622,0.14302786042138513,0.25355349332761373,0.4082296070909899,0.005705707289135441,0.4082296070909899,0.4082296070909899,-0.009338464701374288,0.005705707289135441,-0.009338464701374288,-0.00030337066747554133,0.25676017734117484,3.2110188824545154e-05,0.4066305800549976,0.026050853715635768,-0.4082296070909899,-0.4082296070909899,-0.4082296070909899,-0.08740421728905345,0.040605786036172486,0.0036339776428742925,0.08146587310041835,-0.004195191389244153,0.007028955893317234,-0.013631753958809691,0.02675699878838087,0.2544865577702995,-0.0029774990439487706,0.01113201727672249,-0.008130036992111764,0.1699916802464698,0.9912573121528229,0.5642882028492804,0.5729064183058261,0.5651662254719653,0.5557053894469278,0.4066305800549976,-0.01984684406272275,0.25355349332761373,0.41409065714900056,0.282714916496577,0.4272337821121032,0.25676017734117484,0.41144417668703176
alloc_ratio_액션,0.0015586434572365604,0.18974678448041127,1.0,-0.005433045563164935,0.3626869894097524,-0.04304920150505389,0.19579247786573445,0.029998641888906295,-0.024510263256521517,0.27609067448052643,0.4637128190492797,0.011669944603161272,0.4637128190492797,0.4637128190492797,-0.015788460171490496,0.011669944603161272,-0.015788460171490496,-0.00984689113405911,0.22123631499575253,-0.014067015221236353,0.46297513758507736,0.008060566574368462,-0.4637128190492797,-0.4637128190492797,-0.4637128190492797,0.0003645097912799839,0.1511048139496453,0.00719374735356168,-0.03427674875538928,-0.006730456405855425,-0.002352819813780865,-0.010995449095725618,0.07155901541089674,0.4033912466866768,0.014429569080025672,-0.009277224418191347,-0.0085532101538146,0.11860597347266906,0.18884478226085144,0.4521797395727948,0.4555547521689003,0.4695064961681418,0.43760326149791273,0.46297513758507736,-0.04304920150505389,0.27609067448052643,0.345554077199973,0.2575978239110658,0.32222635145681544,0.22123631499575253,0.3019797301298544
billing_method,-0.12064170441922212,0.004121442419262642,-0.005433045563164935,1.0,0.0074219309184693,-0.005367750384604392,0.0013499574794354947,0.02182862634110875,-0.03301677228294884,0.002344584305903951,0.0002535974616992811,0.0057770278951074115,0.0002535974616992811,0.0002535974616992811,0.08067760074875609,0.0057770278951074115,0.08067760074875609,0.012044822298157136,-0.005260075218647559,-0.0054290571817958285,0.0001187999495172676,0.002687785583011897,-0.0002535974616992811,-0.0002535974616992811,-0.0002535974616992811,0.010726924093044663,0.04008663237613318,-0.11820954736614349,-0.018662596744095563,0.0529080908298486,-0.015218483229259457,0.054312961956066184,0.007213429848915563,0.006904286126226841,0.019677130957787906,-0.05681536307114953,0.03574559271174208,-0.036635423005171495,0.002726999741561627,0.005244080070609758,0.004777886539468397,0.004466275157687004,0.005523412739119924,0.0001187999495172676,-0.005367750384604392,0.002344584305903951,0.002805881470333268,0.0024251909242678396,0.002012423193381898,-0.005260075218647559,-0.0023365773199909698
country_entropy_norm,-0.010824068180127159,0.32126007190074235,0.3626869894097524,0.0074219309184693,1.0,-0.010049743458449003,0.1605855500670984,0.023701555281482656,0.01743791433011585,0.28826308842643755,0.5131454215441129,-0.0029096271253970935,0.5131454215441129,0.5131454215441129,-0.00743570076532101,-0.0029096271253970935,-0.00743570076532101,-0.007897239246929807,0.2992633686024349,-0.016623896945078175,0.5123843592677717,0.007816519648808916,-0.5131454215441129,-0.5131454215441129,-0.5131454215441129,-0.07412048553033772,0.07260892181849166,-0.0060012427466244874,-0.012252942064626102,0.00650884492684474,-0.003519201533169704,-0.016591316986193087,0.025703499675776433,0.2833499818625045,0.01624575416053585,-0.007919929345602423,-0.012340266794817594,0.1362456195209137,0.30921760379880425,0.523480426376531,0.5237476153737199,0.5746325270433429,0.5271540150845399,0.5123843592677717,-0.010049743458449003,0.28826308842643755,0.38517810206143527,0.3087474505949714,0.3883825925648321,0.2992633686024349,0.38390921766999764
daily_watch_slope,-0.0006072868202916913,-0.01984684406272275,-0.04304920150505389,-0.005367750384604392,-0.010049743458449003,1.0,-0.37097590670819053,0.21867040813389768,-0.005019696087887651,-0.6412147271618055,-0.008421794543981441,-0.0012554145678981394,-0.008421794543981441,-0.008421794543981441,0.008424223135624406,-0.0012554145678981394,0.008424223135624406,0.006435419344884599,0.6213082910376395,0.0013152160499069136,-0.008777237766388247,0.0072161300752966225,0.008421794543981441,0.008421794543981441,0.008421794543981441,-0.306702746335691,0.08652809105933609,-0.0020964795057561965,-0.004622856726586803,0.007467438342534123,-0.005151340897492293,0.006095671385558,-0.03350561666287687,-0.01746156848812563,0.000456712943235835,-0.00594661571455439,0.005797618762914143,-0.0936490053807501,-0.01736108790212952,-0.019406571278615253,-0.015700083604057863,-0.03330333271244977,-0.0304684512423524,-0.008777237766388247,1.0,-0.6412147271618055,-0.564039764023438,-0.013627150554892203,-0.026436631485632165,0.6213082910376395,0.5276532778760077
days_since_last_watch_to_obs_end,-0.007568739141708792,0.064531344492444,0.19579247786573445,0.0013499574794354947,0.1605855500670984,-0.37097590670819053,1.0,-0.04734842177050237,0.01828166754876159,0.45804618749233944,0.5484120855661913,0.002167722351610143,0.5484120855661913,0.5484120855661913,-0.014887947281672179,0.002167722351610143,-0.014887947281672179,-0.004650637498308847,-0.261732529791942,0.006250513135902746,0.5483346061121595,-0.006334577666231041,-0.5484120855661913,-0.5484120855661913,-0.5484120855661913,0.49614905949570937,0.008109356804708387,0.007883260343308322,0.03353437082627216,-0.015155322589398581,-0.0008345668271349974,0.0007337252636580654,0.00296537897684094,0.15999755105939914,-0.003951148647310698,-0.005161938391191193,0.010610252041535352,0.0014049527151840495,0.06380307138651406,0.09745785024714901,0.1312644714780271,0.11531023658650205,0.07057601434260508,0.5483346061121595,-0.37097590670819053,0.45804618749233944,0.26031901446300104,0.2955086530302675,0.15485951218187446,-0.261732529791942,-0.3001300207185004
discount_sensitive_risk,-0.048460549687853245,0.016116606714038622,0.029998641888906295,0.02182862634110875,0.023701555281482656,0.21867040813389768,-0.04734842177050237,1.0,-0.03976117969098972,-0.0915624986923094,0.08725284984479298,-0.023334170938255783,0.08725284984479298,0.08725284984479298,0.1537314768146594,-0.023334170938255783,0.1537314768146594,0.06097971709866526,0.2596308596984307,0.31228071102797217,0.08740939290912461,-0.004378897105142435,-0.08725284984479298,-0.08725284984479298,-0.08725284984479298,-0.058161005068812735,0.4926779237957568,-0.08209676382960242,-0.02964271746516941,-0.14264889974515355,-0.06385918421764973,0.4748395656710794,-0.005420376542504973,0.03976092613610338,-0.23997598925413366,-0.09725059836606799,0.4122678841056037,-0.05906941800665102,0.016411255280809632,0.03312026346253357,0.031125548761461633,0.028742929257750634,0.02622384222744747,0.08740939290912461,0.21867040813389768,-0.0915624986923094,-0.07673435517181297,-0.0843899933827013,-0.0693094462256168,0.2596308596984307,0.17886594894147748
family_2screen_lifestyle,0.014830466765996574,0.14302786042138513,-0.024510263256521517,-0.03301677228294884,0.01743791433011585,-0.005019696087887651,0.01828166754876159,-0.03976117969098972,1.0,0.058342987391388115,0.09705216079106237,0.005319211653979856,0.09705216079106237,0.09705216079106237,-0.05401884039422677,0.005319211653979856,-0.05401884039422677,0.007459654576678034,0.06081365559430809,0.18634042678490187,0.09650643772904557,0.009499576011744695,-0.09705216079106237,-0.09705216079106237,-0.09705216079106237,-0.030354971308292532,-0.04759287403611613,0.06908815595295581,0.6215693898260951,-0.1586697051083309,0.2593399352291476,-0.08373602910447489,-0.007312619543443307,0.024583287129306505,-0.26692753688292664,0.4088528025434022,-0.09644500875262155,0.4042483885702953,0.15776823493728748,0.1249544704659524,0.11132811208511025,0.0941754412656838,0.12876113047283017,0.09650643772904557,-0.005019696087887651,0.058342987391388115,0.07916176028224368,0.07000508128814965,0.0881692541489476,0.06081365559430809,0.08321000039141783
front_loaded_ratio,0.005132029744509245,0.25355349332761373,0.27609067448052643,0.002344584305903951,0.28826308842643755,-0.6412147271618055,0.45804618749233944,-0.0915624986923094,0.058342987391388115,1.0,0.4689324431161981,0.006672874828699075,0.4689324431161981,0.4689324431161981,-0.00715507874529429,0.006672874828699075,-0.00715507874529429,-0.0034912848501704626,-0.13976795936352399,-0.004943154244948229,0.46860736315570234,-0.0002501544067460946,-0.4689324431161981,-0.4689324431161981,-0.4689324431161981,0.5089100750282848,0.007868077775097538,0.0028481957738712145,0.04001092476906485,-0.004133932671450651,0.004698693091062108,-0.008552210193322182,0.03961166708291351,0.23109706200563884,0.003352784203424102,0.00322172193742652,-0.0077598185783706265,0.20587507596377014,0.25147532216232615,0.40605800574015277,0.3963751774835598,0.41639071491846114,0.4346847715914089,0.46860736315570234,-0.6412147271618055,1.0,0.8698524608366941,-0.06350374308602778,0.07818414426422225,-0.13976795936352399,0.004389745714384448
has_content_feature,0.001642942162382635,0.4082296070909899,0.4637128190492797,0.0002535974616992811,0.5131454215441129,-0.008421794543981441,0.5484120855661913,0.08725284984479298,0.09705216079106237,0.4689324431161981,1.0,0.0029878303642409316,1.0,1.0,-0.005674011570115,0.0029878303642409316,-0.005674011570115,0.004904871708913658,0.4686169120746503,-0.004646068648633255,0.9987445296302131,0.010688350527791466,-1.0,-1.0,-1.0,0.14196387681594222,0.1044389005615045,0.0031404407394390026,0.07235423606824189,-0.0009478287157312942,-0.00041497351979045006,-0.006389104653823813,0.02806929647356258,0.40726984317451226,0.00600118957826206,-0.007725590212447044,0.0005941451363840448,0.14418120133178752,0.4082511856631231,0.6619905190040175,0.660780016660279,0.663371184946793,0.6649102520332403,0.9987445296302131,-0.008421794543981441,0.4689324431161981,0.46877729187359174,0.46296225925885426,0.46289363387022264,0.4686169120746503,0.4684574065717711
has_prior_churn_prevention_benefit,-0.020036708911426948,0.005705707289135441,0.011669944603161272,0.0057770278951074115,-0.0029096271253970935,-0.0012554145678981394,0.002167722351610143,-0.023334170938255783,0.005319211653979856,0.006672874828699075,0.0029878303642409316,1.0,0.0029878303642409316,0.0029878303642409316,-0.12917335816909734,1.0,-0.12917335816909734,0.03878096351090469,0.004145670574260318,-0.003673332618580074,0.003563571749568165,-0.011535608916101139,-0.0029878303642409316,-0.0029878303642409316,-0.0029878303642409316,0.005133351193635465,-0.023013777352852566,0.2110747175760274,-0.01334285374400485,-0.07751200587703912,-0.03529223848671663,-0.04440591665268857,-0.002608621742442532,0.007448330557685131,-0.0038161675020355864,0.026195122570948436,-0.02322396581603271,0.01901816314318911,0.004690259326836109,0.0007298228111692731,0.0016284073939809801,-0.0009186157217475473,0.0058405362660581325,0.003563571749568165,-0.0012554145678981394,0.006672874828699075,0.008566347824818344,-0.0008137503942082167,0.0016396600060242944,0.004145670574260318,0.00222055598588744
has_usage_feature,0.001642942162382635,0.4082296070909899,0.4637128190492797,0.0002535974616992811,0.5131454215441129,-0.008421794543981441,0.5484120855661913,0.08725284984479298,0.09705216079106237,0.4689324431161981,1.0,0.0029878303642409316,1.0,1.0,-0.005674011570115,0.0029878303642409316,-0.005674011570115,0.004904871708913658,0.4686169120746503,-0.004646068648633255,0.9987445296302131,0.010688350527791466,-1.0,-1.0,-1.0,0.14196387681594222,0.1044389005615045,0.0031404407394390026,0.07235423606824189,-0.0009478287157312942,-0.00041497351979045006,-0.006389104653823813,0.02806929647356258,0.40726984317451226,0.00600118957826206,-0.007725590212447044,0.0005941451363840448,0.14418120133178752,0.4082511856631231,0.6619905190040175,0.660780016660279,0.663371184946793,0.6649102520332403,0.9987445296302131,-0.008421794543981441,0.4689324431161981,0.46877729187359174,0.46296225925885426,0.46289363387022264,0.4686169120746503,0.4684574065717711
has_watch_obs,0.001642942162382635,0.4082296070909899,0.4637128190492797,0.0002535974616992811,0.5131454215441129,-0.008421794543981441,0.5484120855661913,0.08725284984479298,0.09705216079106237,0.4689324431161981,1.0,0.0029878303642409316,1.0,1.0,-0.005674011570115,0.0029878303642409316,-0.005674011570115,0.004904871708913658,0.4686169120746503,-0.004646068648633255,0.9987445296302131,0.010688350527791466,-1.0,-1.0,-1.0,0.14196387681594222,0.1044389005615045,0.0031404407394390026,0.07235423606824189,-0.0009478287157312942,-0.00041497351979045006,-0.006389104653823813,0.02806929647356258,0.40726984317451226,0.00600118957826206,-0.007725590212447044,0.0005941451363840448,0.14418120133178752,0.4082511856631231,0.6619905190040175,0.660780016660279,0.663371184946793,0.6649102520332403,0.9987445296302131,-0.008421794543981441,0.4689324431161981,0.46877729187359174,0.46296225925885426,0.46289363387022264,0.4686169120746503,0.4684574065717711
