feature_set_variant,dataset_scope,model_name,fold,auc_train,auc_valid,ap_train,ap_valid,brier_train,brier_valid,logloss_train,logloss_valid,train_valid_auc_gap
expanded_no_payment_device,overall_without_promotion,LightGBM,1,0.9374514577049187,0.8711826625989153,0.9757244951108829,0.9435760721810827,0.09478066808223454,0.12835631867740357,0.3066063403030886,0.39638593086933455,0.06626879510600336
expanded_no_payment_device,overall_without_promotion,LightGBM,2,0.9360267253384331,0.8767835371220305,0.9749264505073381,0.94933671479883,0.09533203842898753,0.12735121578520173,0.308797300695274,0.38912725333624953,0.05924318821640262
expanded_no_payment_device,overall_without_promotion,LightGBM,3,0.9366482021055469,0.8746064892448114,0.9754230462428926,0.9450313312602826,0.09528143720696111,0.12591218230741485,0.3078034218786684,0.39063447339969154,0.062041712860735454
expanded_no_payment_device,overall_without_promotion,LightGBM,4,0.9359622192191983,0.8751266913761088,0.9750500376244946,0.9455819703923138,0.09565463758798956,0.1263306647009785,0.30862341093104234,0.3915791383758413,0.06083552784308954
expanded_no_payment_device,overall_without_promotion,LightGBM,5,0.9366816812637146,0.8717240634953576,0.9753444322249409,0.9450099970851707,0.09509259332138943,0.1285372651289335,0.30748966199849925,0.3969640364112364,0.06495761776835707
expanded_no_payment_device,overall_without_promotion,CatBoost,1,0.8947690653530965,0.8714349289440149,0.9563819201727902,0.9442368277850175,0.11886405201356863,0.12927731877821202,0.37181163595572014,0.39968358194637627,0.023334136409081663
expanded_no_payment_device,overall_without_promotion,CatBoost,2,0.8935811425704598,0.8749514770434302,0.9552468805663301,0.9489743910014238,0.11939571040643807,0.12928233296491015,0.3742861891141522,0.3959971190044985,0.018629665527029604
expanded_no_payment_device,overall_without_promotion,CatBoost,3,0.8937111817552535,0.8739491711028307,0.9558452272783953,0.9444978012227055,0.11947995539891829,0.12755166824359254,0.3733669497552042,0.39623709022942405,0.01976201065242289
expanded_no_payment_device,overall_without_promotion,CatBoost,4,0.8937702646212138,0.8728710993852232,0.9560118902602814,0.9452891019792132,0.11930338133598571,0.12887239636371822,0.3727310425847929,0.3989813180106898,0.020899165235990558
expanded_no_payment_device,overall_without_promotion,CatBoost,5,0.8942086163605036,0.870510410548219,0.9560847748943782,0.9442894450784988,0.11913219956690661,0.13009639152168356,0.37232408542923323,0.4018789117791635,0.023698205812284656
expanded_no_payment_device,overall_without_promotion,HistGradientBoosting,1,0.9288194045034749,0.870387311616431,0.9718856947260492,0.9430899592023952,0.09966825108135068,0.12875810944901273,0.3195676247095089,0.39780906444912156,0.058432092887043874
expanded_no_payment_device,overall_without_promotion,HistGradientBoosting,2,0.9279890797178397,0.8767119686562546,0.9714628356489687,0.9496248390996475,0.0999141277169147,0.12754155238109136,0.3208331552949301,0.38958878453899015,0.05127711106158517
expanded_no_payment_device,overall_without_promotion,HistGradientBoosting,3,0.9314920355773784,0.8716097624019581,0.9727936550810877,0.9431176037274855,0.0980616584235075,0.12745821006249788,0.3153912851485686,0.3948349808430021,0.059882273175420275
expanded_no_payment_device,overall_without_promotion,HistGradientBoosting,4,0.924152946070632,0.8728912127971236,0.9697979389050719,0.9446567332789298,0.10220493894240286,0.12735785656625923,0.32656542748024014,0.3946697749079432,0.05126173327350847
expanded_no_payment_device,overall_without_promotion,HistGradientBoosting,5,0.9284090232378924,0.8719195450005837,0.9713950831097036,0.9453279880077233,0.09987504563522899,0.12844515965333583,0.32072879533577825,0.3962415063762068,0.056489478237308766
expanded_no_payment_device,overall_with_promotion,LightGBM,1,0.9398019255876042,0.8773801485951809,0.9766332101682766,0.9466932860357503,0.09313845102073216,0.12553113871721525,0.3021143657085349,0.38821714999354934,0.06242177699242335
expanded_no_payment_device,overall_with_promotion,LightGBM,2,0.9389513627406311,0.8817691261513491,0.9761519431568202,0.95160002006361,0.09344440543361737,0.12503285323769686,0.3035531422112722,0.38254082597528644,0.05718223658928201
expanded_no_payment_device,overall_with_promotion,LightGBM,3,0.9392451083535447,0.8806610888041906,0.9763094422468164,0.9477818592377617,0.09337614108322204,0.12351226790251973,0.3028587861157145,0.38304999448909993,0.058584019549354105
expanded_no_payment_device,overall_with_promotion,LightGBM,4,0.9389211651230814,0.8785442374843716,0.9761683438640028,0.9472504252180016,0.09358859516415376,0.12477245827044774,0.30290258455290625,0.38708509722361334,0.06037692763870983
expanded_no_payment_device,overall_with_promotion,LightGBM,5,0.9389087252820655,0.8754199146551835,0.9762180929572121,0.947076482968366,0.09335931239415983,0.12725182117416298,0.30258989762586275,0.39222148491747577,0.06348881062688194
expanded_no_payment_device,overall_with_promotion,CatBoost,1,0.8991138566865199,0.8773502795189829,0.958417378739346,0.947464337726331,0.11701031380196598,0.12701646382074952,0.36641395939306765,0.3931598734553708,0.021763577167536963
expanded_no_payment_device,overall_with_promotion,CatBoost,2,0.8982541255611377,0.8797356784319974,0.9576091540317604,0.9508100466602888,0.11736641883215175,0.1273558186621968,0.36816663820661644,0.3907058140416896,0.018518447129140303
expanded_no_payment_device,overall_with_promotion,CatBoost,3,0.8984178753935248,0.8791176187202725,0.9582045640076982,0.9467625285458972,0.1175331520489602,0.12567115440181892,0.36770092752540207,0.3905375322323039,0.019300256673252303
expanded_no_payment_device,overall_with_promotion,CatBoost,4,0.8983697618849108,0.8776827130079676,0.9581096832005265,0.9473697787375264,0.1172816383191937,0.12664650828307555,0.36690117745054757,0.3929245439494985,0.02068704887694317
expanded_no_payment_device,overall_with_promotion,CatBoost,5,0.8989939729991892,0.8755602722288411,0.958245360102892,0.9464483019032817,0.11700117666111821,0.12824120798761784,0.3664166289206477,0.3963674475690841,0.02343370077034801
expanded_no_payment_device,overall_with_promotion,HistGradientBoosting,1,0.9302687317661182,0.8759487483699356,0.9722866573222776,0.9461615484090689,0.09859660436868077,0.1264813402656657,0.31651837901045604,0.3905087989881559,0.0543199833961826
expanded_no_payment_device,overall_with_promotion,HistGradientBoosting,2,0.9422999730256946,0.8821608998078538,0.9775311020378623,0.9516691326533274,0.09062263935989229,0.12494185836203668,0.29534647340971326,0.38203726849546815,0.06013907321784073
expanded_no_payment_device,overall_with_promotion,HistGradientBoosting,3,0.9300798488049966,0.8778410828007776,0.9720092417331054,0.9470642939575546,0.09846883202330108,0.12505170210767808,0.31654486462042947,0.38644807987079793,0.05223876600421906
expanded_no_payment_device,overall_with_promotion,HistGradientBoosting,4,0.9315286095922295,0.8780759648889185,0.9731186271332858,0.9471801117775214,0.09776616959890207,0.12512929323199456,0.31360500692228277,0.38797009538404925,0.053452644703311014
expanded_no_payment_device,overall_with_promotion,HistGradientBoosting,5,0.9387988546134713,0.8754294107946554,0.9757800659656478,0.9467586036768747,0.0930226414839438,0.12720675706469636,0.30191039047503104,0.391710220728254,0.06336944381881593
expanded_no_payment_device,promotion_only,LightGBM,1,0.9593579089691819,0.8629964351697756,0.9813343459813868,0.9334000501114379,0.08503395153156032,0.1413221498332447,0.2874074310744631,0.4275744244804641,0.0963614737994063
expanded_no_payment_device,promotion_only,LightGBM,2,0.9585143941152925,0.8622761515420314,0.9809667472683357,0.9250215630137665,0.085540093671203,0.13951071686937078,0.2874906907657477,0.42870261133521564,0.09623824257326108
expanded_no_payment_device,promotion_only,LightGBM,3,0.9598646756226118,0.8521068481924569,0.9813901947340478,0.9251575984923617,0.08391063855623687,0.1449689764521436,0.2840836031457914,0.43850774640851503,0.10775782743015494
expanded_no_payment_device,promotion_only,LightGBM,4,0.9597917705436028,0.8695490046533181,0.9813263347298824,0.9366534061092326,0.08498516692810376,0.13725316087104256,0.28742308564161406,0.4189191484700922,0.09024276589028468
expanded_no_payment_device,promotion_only,LightGBM,5,0.9580460500984698,0.8633400444851962,0.9807147880229912,0.9329629199842778,0.08615909141787581,0.1401464265849475,0.28981255607433937,0.42524529215665835,0.09470600561327358
expanded_no_payment_device,promotion_only,CatBoost,1,0.9015354995653154,0.8630523115118128,0.9521872398412392,0.9341934182258247,0.12301167300518823,0.1423810185885614,0.3860475038609053,0.43203172674526585,0.03848318805350259
expanded_no_payment_device,promotion_only,CatBoost,2,0.9040802675518007,0.861222392559168,0.9545788457379891,0.9251842963784036,0.12215392049781341,0.14094609905431324,0.3828666243939196,0.43300263024815816,0.042857874992632716
expanded_no_payment_device,promotion_only,CatBoost,3,0.9027816593798663,0.8544812435246507,0.9531635264958624,0.9260993259676893,0.12228344447458156,0.1442491446222131,0.38346693975312873,0.4396817025002257,0.048300415855215606
expanded_no_payment_device,promotion_only,CatBoost,4,0.9014364854308858,0.8663643297097952,0.9520846121041199,0.9354705090974256,0.12319457826488911,0.1403468886324182,0.386575644426351,0.4294009549054865,0.03507215572109068
expanded_no_payment_device,promotion_only,CatBoost,5,0.9011133523872523,0.8616084546023179,0.9521800560340433,0.9311232989367647,0.12341405223578755,0.14112502263731055,0.38653740084490124,0.43156923850908047,0.03950489778493438
expanded_no_payment_device,promotion_only,HistGradientBoosting,1,0.9678941159966392,0.8621004037568197,0.9853806959633495,0.9322543749531569,0.07718570047886561,0.14155827987217268,0.2660177221916636,0.4291141800318589,0.10579371223981948
expanded_no_payment_device,promotion_only,HistGradientBoosting,2,0.9679841188013194,0.8578180640724029,0.9854152620905181,0.9229141239552661,0.07716468324595503,0.1416402620185597,0.26530435413253645,0.43547602150415987,0.1101660547289165
expanded_no_payment_device,promotion_only,HistGradientBoosting,3,0.9682308406075673,0.8529637879555084,0.9853804759639944,0.9262856386361334,0.07645488834706758,0.144836143811624,0.26400808708271073,0.43858211901463756,0.11526705265205883
expanded_no_payment_device,promotion_only,HistGradientBoosting,4,0.9680741746427564,0.8698993711906187,0.9853421819608205,0.9369465803130073,0.07780309560860306,0.13712117370930532,0.2678767999795591,0.4185264395779191,0.0981748034521377
expanded_no_payment_device,promotion_only,HistGradientBoosting,5,0.9668876750365178,0.8633984081609323,0.9848905263097574,0.9325954939650971,0.07825135461550013,0.1400927476213257,0.26875666327946407,0.42583655264298975,0.10348926687558557
expanded_no_payment_device,nonpromotion_only,LightGBM,1,0.9745674309849615,0.8747352904423675,0.9922120391788891,0.9553909533531759,0.06020795036151748,0.11685881530718427,0.2106259136512559,0.3661057712064861,0.09983214054259393
expanded_no_payment_device,nonpromotion_only,LightGBM,2,0.9753203440952921,0.8787630266580513,0.9923870055487565,0.9521784104691156,0.059739819090725364,0.11427250425321134,0.20940548837086895,0.361790745217235,0.09655731743724083
expanded_no_payment_device,nonpromotion_only,LightGBM,3,0.974147107030253,0.8954194049937355,0.9920191795969644,0.9633232422126765,0.06137039774167672,0.10731076079130468,0.21436933869226674,0.33763993321167773,0.07872770203651747
expanded_no_payment_device,nonpromotion_only,LightGBM,4,0.9742266698721802,0.8876048621811334,0.9920919587435306,0.9592680494975718,0.061019603825325376,0.1101956877327936,0.213177934087886,0.34726583360155494,0.08662180769104677
expanded_no_payment_device,nonpromotion_only,LightGBM,5,0.9739289767954874,0.8875565855901257,0.9920062616147913,0.96099558244782,0.06077655753948668,0.11253663212324655,0.213152597793444,0.35025538072342216,0.08637239120536166
expanded_no_payment_device,nonpromotion_only,CatBoost,1,0.9257518038845503,0.8792023160634882,0.9753391291018473,0.9587579838771705,0.0939834155958142,0.11598556392226922,0.3033133177074606,0.36003060123218295,0.04654948782106205
expanded_no_payment_device,nonpromotion_only,CatBoost,2,0.9271187131521389,0.8843056038791413,0.9758825218368772,0.9568083508481569,0.09352622356422786,0.11362271052262793,0.30181793553340586,0.3574576304178222,0.04281310927299764
expanded_no_payment_device,nonpromotion_only,CatBoost,3,0.9246383528826102,0.8937733677027246,0.9748710088464022,0.9607452221347326,0.09527661707004707,0.10934399860255384,0.3072106939014505,0.3451013295126524,0.030864985179885562
expanded_no_payment_device,nonpromotion_only,CatBoost,4,0.9253170280468612,0.8864611119395154,0.9751368253521342,0.9593834014044744,0.09449827251607992,0.11083204101305782,0.30450253736523736,0.3505773274871414,0.038855916107345845
expanded_no_payment_device,nonpromotion_only,CatBoost,5,0.9258316741708884,0.8894762959426363,0.975150438718303,0.9629659401502612,0.09361593350212112,0.112738428243049,0.3029770808606709,0.3507246857923898,0.03635537822825208
expanded_no_payment_device,nonpromotion_only,HistGradientBoosting,1,0.981026648511103,0.8745146761060851,0.9942050520062221,0.955615243830821,0.05357868662294364,0.11788225069389968,0.19204474124286042,0.3685025482299942,0.10651197240501786
expanded_no_payment_device,nonpromotion_only,HistGradientBoosting,2,0.9812745853903196,0.8747507883647851,0.9942310340358571,0.9515672149971798,0.05346999733161704,0.11739583278900334,0.1917082006477633,0.3702296266919833,0.1065237970255345
expanded_no_payment_device,nonpromotion_only,HistGradientBoosting,3,0.9800504968883872,0.8936583607304269,0.9939022777743429,0.9618363417053757,0.0555477945815551,0.10806853784845523,0.1980063939820489,0.34116242299145816,0.08639213615796026
expanded_no_payment_device,nonpromotion_only,HistGradientBoosting,4,0.9805969025344282,0.8872569323635481,0.9940495096572878,0.960780288220771,0.05447082445876985,0.11154654971806871,0.19510033566940246,0.3495534632394718,0.09333997017088014
expanded_no_payment_device,nonpromotion_only,HistGradientBoosting,5,0.9805428666237854,0.8846206555086957,0.9940613789237932,0.9597623835421394,0.0540493455013072,0.11351414171669202,0.19431009314527614,0.3542386148067682,0.0959222111150897
