USER_KEY,product_code,price,billing_method,max_screen,is_promotion,is_churn_prevented,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,is_repurchase
7a6960912bebe03c6e4c770eb1aa91329c3497f18f90cae56d6c8ddc144b0f23979d3794e250b9dd3a5c9a663e2fba6bb142541282756d406d98ee9e5b233153,pk_1489,100.0,134,4.0,1,0,pc,1,F,20.0,2014-03-21,20,2014-04-21,1
4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef4594ee72306b661c43d19086f82f85f02bbb5716280f52bb7f0fde823a0656a830a0e6e41f,pk_1487,100.0,190,1.0,1,1,pc,1,F,25.0,2009-03-21,14,2009-04-21,0
01b16f9f7ff29b48b1ee0d1a89d1eb9662474e5eedb8c2d967ea43793d3f9d03a560771374901302484d7598e771f39abbd8766c54f38753186b3f17eee9fb48,pk_1488,100.0,180,2.0,1,0,android,1,F,20.0,2009-03-21,2,2009-04-21,0
70da9913e0b9dd104fe781fd724bf1423f4cb4416f640e5d6820aa4cf4797841e27860fc7c8b0310348100c53cc861448978dc74d15f6f527d1e68cc0469d6a6,pk_1487,100.0,190,1.0,1,0,pc,1,F,25.0,2003-03-21,14,2003-04-21,1
ce55ecaa87931f40db2fc448a88af43b50cbed84642851d11882544b1d2f9bc8ce1a08ec30afa994637b3a8e69e7d0e9d3beee9d1b1301fe7ebe73076b75b4f4,pk_1488,100.0,131,2.0,1,0,smarttv,1,F,35.0,2012-03-21,23,2012-04-21,0
985ed8305ba05d88f22ad4b4dc1b832af4eb66d39d9ff5cd21613bf6ebc66258516a3ffa5afdf9e45160d505b5a18acab7e9a7dd6eb8b3b6d551a88e1ca46643,pk_1487,100.0,134,1.0,1,0,android,1,M,40.0,2012-03-21,14,2012-04-21,1
482a8174f937ec686cfed3dd029604b33df40d4d7616a7e9c985fb6b19f44d58c8aeb01c318ea12601bb501a5b17a6d3c867d1f2a68deecbba5ffda494328a49,pk_2025,100.0,151,1.0,1,0,android,1,F,45.0,2011-03-21,23,2011-04-21,1
457120a6023152e0aa7fce1d5ad546126bda5506b30ed81f89d02462db466df5e081a233b09fd5d051392312404b9b4ae3f4aa360a33ce3e683102a00e66334d,pk_1489,100.0,180,4.0,1,1,mobile,1,F,50.0,2009-03-21,12,2009-04-21,1
682d79dad73fef7acc8ef0424fc34344db76d46b9958609dfc99110d1ecf15fd3e0d05ec5a3b0ea9a3a8c70dbd3f6af0bbbd512b095e504f207fac6d707c4010,pk_1487,100.0,134,1.0,1,0,pc,1,F,25.0,2009-03-21,15,2009-04-21,0
ba6fee19b0ee3f777057486ec4fd8ae2bdec4d861a1ef617920e87e604e41961ab06b66708017602e96c5fe01619c28614bb60af65f3787b126bf232c89a2eaf,pk_1487,100.0,180,1.0,1,0,mobile,1,M,20.0,2011-03-21,14,2011-04-21,1
3eb81658b0cd17c628dbf7cbed98b09aa66e0383866feb05c194f05f0113581281a6e273245c27ec86fcb8e6e9b1127c6d018f3559c72438b1dcde09292da0c3,pk_2025,100.0,151,1.0,1,0,android,1,F,30.0,2013-03-21,21,2013-04-21,1
1ff9d693be9f6ff2efc65ebf39f40c568efe92e3e6d7e47412f5fb3fca14b490d2f83e8799c3c56d9c3ef2dd4e689614cfba205747baa01baf2310422acebcb8,pk_1489,100.0,132,4.0,1,1,pc,1,M,25.0,2005-03-21,19,2005-04-21,0
2bff782c4dbe0aca845d2d9446f8ba48b59b10145e019f89abbf63462d1ab1b1740b97de6d842b2a91dd8006f7407733de3933cc1c23ed270b20333920f9edd0,pk_2027,100.0,151,4.0,1,0,android,1,F,25.0,2007-03-21,11,2007-04-21,0
064b4d70d2129e99d78a97fa594485ab1d73b45a2eff9d3a4bd73cad1d888873faacf4f04dcff5319677ad2af01df416f3942c01725b3faea789e606abc0d41d,pk_1489,100.0,131,4.0,1,0,pc,1,F,25.0,2010-03-21,9,2010-04-21,0
798a6947f2dca038aa7f74d4c477ddf7499485d9c252b40a1e27eb9b1c166fb032e1add3e7cd3b51f3cb8e42aafe7a62dbdeafd7d98dab2b4c45f9b97330792a,pk_1489,100.0,131,4.0,1,0,mobile,1,F,30.0,2011-03-21,19,2011-04-21,1
54175736d7329ec748fa16d244827714a36cab9941d37903ac2f898f9a6d71b1cde808b211e884c837cf8ecd3a0b1c927b4e9fcbbd754445d4849340003d20cc,pk_2025,100.0,151,1.0,1,1,android,1,F,20.0,2008-03-21,23,2008-04-21,0
bd8b18a2d5aa38bc122346789936e757442ddc3d8be8dde63be93e0f096d549584047b0c09010d9d12c1942af21e5c0271cde52eeaf7da8ae34c354119faf502,pk_1487,100.0,132,1.0,1,0,pc,1,F,30.0,2014-03-21,11,2014-04-21,1
f08d2ac930d5480ecda13e4d7d03d4d2dffb5a6a6023938aced45c95532d6589c78a14a90533e27ddc8dc0ce07842d9c9aa291341d2d1ed0b4c94f9ffc545f3b,pk_1487,100.0,180,1.0,1,0,mobile,1,F,60.0,2004-03-21,16,2004-04-21,1
8a9217ad1f2e18ba77d15d1eb0f73c4ea0c3105df50ccb8511122376fa6dfca3cc04fe7be3c15d4b920e1eccd13605a5e19927651751c436a36426f70d7eec92,pk_1488,100.0,190,2.0,1,0,pc,1,M,40.0,2006-03-21,17,2006-04-21,1
093a5431bb5a7f2d8ed42a3c8dbeeba279fda5bd973bafc00d27a8f10c99734a2266025efc9e9e201ebdb74ea8ca52bc4bd7366f7cce1b9870b08038ee212a91,pk_1489,100.0,190,4.0,1,0,mobile,1,M,30.0,2006-03-21,13,2006-04-21,0
b809aa50af5a0b5394d295615ff0db12bcb7617b8858260907545cc9fce8aec59a203db14e6484ce7d05de9c11f53624542f0f4868710098c59e4994629a2223,pk_2025,100.0,151,1.0,1,1,android,1,F,40.0,2015-03-21,9,2015-04-21,1
9e2ddd58b29bf9cd74907a2ece4db4ae6c26b12ea44a28bc2f214286c162076251e268dd9fe9552b3521808267a6a5b28815c22584b0eca133dec028088f063e,pk_2025,100.0,151,1.0,1,0,android,1,F,55.0,2008-03-21,20,2008-04-21,0
64307c3584a401e7794b9dfa17767400654c7d706aa5858683bb5b85dc4fd299dfb3a6e0d8366ea3d38800c694804bea598da56fe991e45e39345c766a60f5a7,pk_1487,100.0,134,1.0,1,1,pc,1,F,25.0,2007-03-21,17,2007-04-21,0
3eeb0831d2284e7bec46b00e204e23aa37954352338b7ff3d16d58547266e7f68b62a987d293dbcc4be2895e96c40a8ee546b7a27ed022fd73f28d66f3ca091b,pk_1487,100.0,134,1.0,1,0,pc,1,M,20.0,2007-03-21,0,2007-04-21,1
a19935a80061c8bcb5c8cd0fc3964b38f6af299fa93a5ecf8a76cf7712bb24679d2235cbb3b22d87a446d1f920cfce55679924e95479d59458a491c4c4ba5468,pk_1488,100.0,134,2.0,1,0,mobile,1,M,30.0,2002-03-21,0,2002-04-21,0
19953a84ed20d779c8c4e2398a1cfb21b00fc0899714ef73532e8146642da76f14161c25473abac4f557079b0ee07da0fd8829fffb5786d4ab73d0f971f13f77,pk_1487,100.0,132,1.0,1,0,android,1,M,40.0,2012-03-21,16,2012-04-21,1
9050b32b60b3ac034396ca9e1dd11cf888cf8203e142f5f7e28e42b79872b6fd7da0fd9f57333f8c193333747a135739cb796141817ca79a3fe38d431ac63b5e,pk_1487,100.0,131,1.0,1,0,android,1,F,25.0,2004-03-21,23,2004-04-21,0
69d2bf8e8eeaf6841830a7463d812e7b4004b31bdb8268b89c5330490197ffb4becbd6930202b813364a83fe20cea166db50b472de6fbc64f1b587fc93a9b942,pk_1489,100.0,170,4.0,1,1,pc,1,M,20.0,2004-03-21,22,2004-04-21,1
02198818f8c5721f3d4fd3ebeb263dc131dc95f4a50d722f9f8846517ab7e584a78a3524a29ae9053306ecebfd7e57608ef59206e047f6176430150bdda2570a,pk_1487,100.0,134,1.0,1,0,pc,1,M,20.0,2005-03-21,20,2005-04-21,1
