full_name,size_bytes
handoff/README.md,836
handoff/18_input_validation.csv,5441
handoff/18_source_fingerprint_before_after.csv,11784
handoff/PUBLIC_18_business_storyline_final_checks.csv,2027
handoff/PUBLIC_18_business_storyline_zip_inventory.csv,953
handoff/18_business_storyline_helper.py,54000
notebook/18_business_storyline_and_visual_guide_260520.ipynb,1250
notebook/18_business_storyline_and_visual_guide_260520_executed.ipynb,2206
note/note.md,132688
results/18_canonical_segment_set_for_storyline.csv,2869
results/18_promo1_vs_promo0_storyline_comparison.csv,2693
results/18_segment_business_action_matrix.csv,6685
results/18_demographic_action_candidate_selection.csv,22508
results/18_segment_visual_guide_v2.html,13571
results/18_business_storyline_memo.md,22831
results/18_dashboard_handoff_datamart.csv,3291
results/18_presentation_talking_points.md,3799
results/18_safe_unsafe_wording.csv,1753
results/README.md,1352
