membership_row_id,user_num_count,USER_KEY,is_100won,max_screen,is_repurchase
1078,2,e6c1594d93d0d91059c8244b89dbc0414c0054e0aaeceace74f23710c6bc65495383e03af70e67c6556f2b88f46a13acf6fbc83f7e545764dde297a12f7e2c77,0,2,1
1505,2,a0218892bc0315bc5a83ac264ab5efd8b90e1ad51b84ea8831c07bdee26f98deca7a33e5a3f56218df401f2763754e1ede70abac7e3dc74b49244a80854017dd,1,4,1
1889,2,51114f7359992ecf5c70f08e63cbc1b450779dcdb874723aa7cd7568142ffa41f53e4b1eb65a6efd481423c33a894fecad9d1928c401acb0dc10c73caa195a0e,0,4,0
2110,2,07e8934c2a06f8b6e27296413d04e783282f9446ea0c8c983a99fbfcb6646e34c86e2ba3d365d822d0f6978b8b38a354b089e2caf0ffa9ab3c49df4151f13ac0,0,2,1
2263,2,63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26336244fab642d3e92d9c87a3d195cabfca2910beefee7a4af4f4c681e44341d05e1ccd8,0,2,0
3780,2,30b5277fa426741ace60d662191b7fdbb87c96bcee15e704fb38e9ee11b2d0477664db2ba37212d274be16254452d1965b0481d9e43ee1889611a604902c89a1,0,1,0
4028,2,f7df27e8cff200727af1582b73f9fc1685f53c174829f15edd4d014239f129b8e917811d638c868a56ecb53f993e2368e633c5fa4f579d41224990be3711194e,0,2,1
4604,2,b4ef3e6518e866e89b69393c18b42f3770a1868d7496e70ea97aae3db2db13cef627f6b5fdc7ebf6e3c7cdb439e91905e8885298e01a8c6beaa98aad0d5715c0,0,2,1
6484,2,bd62ee7470586d63761161ce63ff64a17f677340e516a43f743f89ef376ed5e47c9952e20cdf4485348345c27835d42efd3835bc449cda00c7f35ffca3c67207,0,2,0
6547,2,0258fd467c5765400d487d203f7c77afb597120daa9b1ede96e6a06122e89ea3120f1c5b6932ce435b954aab5da1999305ab7de84225bd741ee334c26ff1ce33,0,1,0
7701,2,9abf8d2b6beec988fe416c81965fc2699dec74628220aeacf73e858099cd3adb49d625a774df82a1b4b9d2993fc05568ae254db51793f88a96c7e9df6e6d7e21,0,2,1
7816,2,637297b81d11f076809e4a4e167898177f9d5b8291ed155641336c239c7e4cb4439e72dde7f2db6df512780664064641e0feb63dbc2577f5404868097b3de53a,0,2,1
8074,2,1f6832090ba671fb33d0e6b815ef15fac70cb2473875851e456f0c4f2a5dad5a702ec40460181e5d2a2f7b0cb3d7068c4145bb93d156c3e01c4f802c58df752d,0,1,1
8495,2,6a66ddde66361935bf866d6d1ccd8c3a1186f958dc147ad5cd264b37bb18d74853e4ba4eb9f45710a9c30e7675764c7ad1d210349bbe2939d5c3f1aceaccb7e1,0,2,1
8680,2,9f0e82544e63feb3fbd0eeb81c749932f9aa0be13d5082805cae93dadda5277be3bc4bbdc8af145edab5d890b53b4768e15d2358d58dfb76bb509ad430f732a2,0,2,1
8701,2,126884c4fdf03b822ef72f87d2f5d64cfbc6f26764b7df292e72c57a571d07e6459a00e1e2e97ea0bd4393c36a1705f42dc6a5ad857831e8d74414f29c9f0e6a,0,2,1
9139,2,ebb8070e47fa92bc615689125e9ee52e1abc1a39c3d29c615e83f4716de410ed7035ddea10b945fe31944e8dee73df07da763c7d62a84a50592d562180c789e3,0,4,0
9303,2,ed0cd1d73a380755c8a16f8a542a8a80c2c203ece8051302d209abb1d0dafcf58f933254698f9123552d38dec1b1983fcba70cb518f73aeb88cc721b043c0591,0,2,1
10230,2,83d0c481417cdebb162539d053ffe6b0bcbb5e13c6cade991001b55459c9c8088103ae7bb7fd8d668debdcfe5eb03689cdcac8f59d6265d476e41b77660c109a,0,2,1
10608,2,63370177497798e110c86c207966d8348c67f2120eda7ba945226ff26336244fab642d3e92d9c87a3d195cabfca2910beefee7a4af4f4c681e44341d05e1ccd8,0,4,0
10656,2,638304111623b221d3535beb1e6aafe04b2794ba90a8a734b582c5faf8924ce6a62f5d5ceb06dd11348172e8ec8dbbe54401a71058c9073a413fb3755795fd88,0,2,1
10728,2,48a1980ffa4529b083aac4cd2905b676125fc2fe48903e11cdc8f3a40c5c91b386249156c3a04e9030cd90126f481478b9df5c2501b933c4c64cdaa1bb82fc91,0,2,1
11000,2,89650c59c905843525002ab7e970196d4ea04a86193a4dd6d8c3d26ac57e7f7c2478a5e8c7d57c5980c314e89e2f5fdab25a87a495d2ab015711f3401c2c8eed,0,2,0
11911,3,30e3c9509b8d6102f80906a80afcd2a3593d4a69314509227839d972bc051a4c2411cac5aa2fabd6069781c5971ec4eec237a88cad2701712ba7806c533da7b8,0,2,0
14196,2,fa8338838698247e18e24dd5b2182c9e76fc193faca094ddf5e8b2b1f5ddb46adc0b4a0ec625a9e47a4c0b364fd7e1f12ca3ecc02e69d2dc7b96d58386ef83ba,0,1,0
14267,2,bbde69b7a6515144f270e2fecb881da3acd4986b74567a95098106971d617a005eda83a6cd7b4406833303e09c06df28295265efdf17ac03f96fb06cd19ae773,0,2,1
14420,2,6513fff57e32407ab087206e57186ee4cbde4888a5f79702f9caee7d23d008d30360c95fe000694668cd0c5fd557fb0e1a6d4473abbb18652a717ebf2d5c471e,0,2,0
15173,2,9f0e82544e63feb3fbd0eeb81c749932f9aa0be13d5082805cae93dadda5277be3bc4bbdc8af145edab5d890b53b4768e15d2358d58dfb76bb509ad430f732a2,0,2,0
15520,2,1f6832090ba671fb33d0e6b815ef15fac70cb2473875851e456f0c4f2a5dad5a702ec40460181e5d2a2f7b0cb3d7068c4145bb93d156c3e01c4f802c58df752d,0,1,0
16051,2,56412a01be53adfa434e714d21ec717f17516ad6267c1364ea562057a9157f88c219b6a2688c96e3ecc486befb66becae99aa064e1df2177a8c2fb8e1002f564,0,2,0
16135,2,fa8338838698247e18e24dd5b2182c9e76fc193faca094ddf5e8b2b1f5ddb46adc0b4a0ec625a9e47a4c0b364fd7e1f12ca3ecc02e69d2dc7b96d58386ef83ba,0,1,0
17546,2,f9d9eb967bde165b504111cbc34b8c41d3b13cc428c4246c0f79fe87349eb053e439fcfc5aa581d0ae0f57bacbf13b5b5506aac0036a90817f63a3d2789995d1,0,1,0
