USER_NUM,MOVIE_NUM,watch_time(min),watch_day,watch_seq
0,4243,1,20210314,1
0,4243,111,20210314,2
0,1860,101,20210319,1
0,2170,1,20210325,1
0,6031,100,20210326,1
0,2170,1,20210328,1
0,6031,100,20210328,2
0,12495,3,20210328,3
0,2170,92,20210328,4
3,6708,1,20210326,1
3,6708,1,20210326,1
3,14287,1,20210326,2
3,14287,1,20210326,2
3,14287,1,20210326,2
3,14125,1,20210328,1
4,2198,200,20210307,1
4,2198,1,20210307,2
4,2198,86,20210308,1
4,2198,1,20210311,1
4,8074,21,20210321,1
5,14380,3,20210326,1
6,8283,100,20210328,1
9,966,56,20210308,1
9,7340,1,20210308,2
9,10053,25,20210308,3
9,14250,1,20210313,1
9,3781,1,20210313,2
9,3781,110,20210313,3
9,4039,100,20210314,1
9,4039,1,20210320,1
9,13893,1,20210320,2
9,13893,3,20210321,1
9,14596,105,20210322,1
10,2170,1,20210326,1
10,2170,18,20210327,1
10,2170,26,20210327,2
10,6708,2,20210328,1
10,2170,17,20210328,2
10,2170,2,20210329,1
10,2170,20,20210330,1
17,7568,71,20210306,1
17,8579,9,20210321,1
17,8579,46,20210322,1
19,12385,1,20210320,1
19,7391,41,20210320,2
19,5352,17,20210320,3
26,10639,5,20210319,1
26,8076,25,20210319,2
26,11132,70,20210319,3
26,611,1,20210319,4
26,10561,1,20210319,5
26,10561,17,20210319,6
26,12174,4,20210320,1
26,12174,3,20210320,2
28,11418,115,20210404,1
28,13190,85,20210404,2
28,7232,57,20210404,3
28,6129,9,20210405,1
28,6129,21,20210405,2
28,7232,49,20210405,3
30,1037,27,20210319,1
30,5946,9,20210321,1
30,5135,12,20210328,1
30,8116,27,20210328,2
31,14250,125,20210313,1
31,14250,1,20210313,2
31,5532,90,20210313,3
31,6271,1,20210320,1
31,14250,1,20210321,1
31,611,87,20210321,2
31,9821,62,20210328,1
31,9821,48,20210328,2
31,2170,1,20210330,1
31,2170,91,20210330,2
31,14489,89,20210403,1
42,2526,1,20210312,1
42,8283,1,20210318,1
42,9524,63,20210324,1
42,4439,1,20210324,2
42,734,1,20210324,3
42,13893,135,20210327,1
42,13893,37,20210327,2
42,13893,1,20210327,3
42,13893,84,20210328,1
42,13893,20,20210328,2
42,13893,19,20210328,3
43,8965,100,20210302,1
43,12648,3,20210302,2
43,2198,97,20210309,1
43,7592,87,20210313,1
43,6236,108,20210313,2
43,6236,9,20210314,1
43,10308,94,20210314,2
47,13879,1,20210331,1
47,13879,1,20210331,2
47,2293,1,20210331,3
47,2293,1,20210331,4
47,6038,1,20210331,5
47,8283,1,20210331,6
47,12043,1,20210331,7
47,2293,19,20210403,1
48,2198,1,20210313,1
48,12484,1,20210313,2
48,6654,1,20210313,3
48,611,1,20210316,1
49,14250,104,20210314,1
49,7340,1,20210314,2
49,14250,74,20210321,1
49,12399,72,20210327,1
49,10978,63,20210327,2
49,12558,65,20210330,1
49,8288,1,20210330,2
49,12558,51,20210330,3
49,13893,1,20210330,4
53,13841,1,20210326,1
53,6654,1,20210326,2
53,482,1,20210326,3
53,8480,1,20210401,1
53,9534,75,20210403,1
53,2738,1,20210403,2
53,9534,4,20210403,3
53,8503,1,20210403,4
54,6024,1,20210306,1
54,10828,1,20210306,2
54,10957,2,20210306,3
54,7754,2,20210314,1
54,3478,2,20210314,2
54,3634,1,20210314,3
54,458,1,20210314,4
54,3478,4,20210314,5
54,3478,45,20210314,6
56,4108,51,20210319,1
56,4108,1,20210319,2
56,4108,27,20210321,1
56,13180,101,20210322,1
56,7938,122,20210324,1
56,1443,40,20210326,1
56,1443,48,20210326,2
60,5765,49,20210315,1
60,9278,124,20210315,2
60,9278,1,20210315,3
60,4946,48,20210315,4
60,4946,56,20210317,1
60,13075,101,20210318,1
60,2123,1,20210324,1
60,2123,105,20210324,2
61,6271,1,20210306,1
61,14250,1,20210313,1
64,2198,99,20210315,1
64,2198,1,20210315,2
64,13404,1,20210315,3
64,13404,42,20210316,1
68,1908,91,20210306,1
68,2943,3,20210312,1
68,2943,81,20210313,1
68,1616,2,20210320,1
72,8121,5,20210314,1
72,7286,91,20210315,1
72,13821,11,20210327,1
72,13180,29,20210328,1
74,6994,93,20210306,1
75,7340,1,20210313,1
75,12298,1,20210325,1
75,12300,1,20210327,1
75,12364,1,20210327,2
75,7020,1,20210328,1
75,12300,129,20210328,2
76,12364,53,20210306,1
76,5220,14,20210316,1
76,5220,133,20210318,1
76,6377,1,20210319,1
76,13893,200,20210319,2
76,13893,138,20210325,1
76,13893,113,20210325,2
79,2767,1,20210314,1
79,1887,16,20210314,2
79,6094,1,20210314,3
79,2198,32,20210322,1
79,6094,200,20210322,2
79,6094,37,20210322,3
79,2198,192,20210322,4
79,2198,64,20210323,1
79,14489,1,20210327,1
79,14489,91,20210327,2
79,13176,1,20210327,3
82,10828,1,20210307,1
82,11132,1,20210307,2
82,12693,1,20210307,3
82,11132,77,20210307,4
82,2198,99,20210314,1
82,14250,1,20210314,2
82,4216,132,20210318,1
82,4216,1,20210318,2
82,611,1,20210318,3
82,447,140,20210319,1
82,9524,131,20210320,1
82,13893,200,20210327,1
88,7874,15,20210401,1
88,7874,15,20210401,1
88,7874,15,20210401,1
93,722,1,20210328,1
93,722,122,20210328,2
93,6612,99,20210328,3
94,7628,89,20210305,1
94,987,106,20210306,1
94,1616,140,20210314,1
94,1616,140,20210314,1
94,1494,128,20210317,1
94,4792,13,20210319,1
94,8649,150,20210320,1
94,14043,6,20210320,2
94,10365,139,20210326,1
94,12956,120,20210327,1
97,12298,1,20210321,1
97,8283,1,20210321,2
97,458,1,20210321,3
97,2198,1,20210321,4
101,14434,2,20210313,1
101,9497,2,20210320,1
101,8480,111,20210321,1
101,2198,94,20210330,1
101,14489,47,20210402,1
101,13835,2,20210403,1
101,13835,93,20210403,2
102,9328,1,20210316,1
102,14434,2,20210403,1
102,14434,111,20210403,2
105,2012,90,20210307,1
105,1428,101,20210314,1
105,6096,100,20210320,1
105,5244,69,20210321,1
107,7340,13,20210309,1
114,7465,107,20210306,1
114,12746,1,20210306,2
114,11977,1,20210311,1
114,11008,18,20210311,2
114,5520,1,20210317,1
114,3347,76,20210323,1
118,10173,4,20210328,1
118,1676,200,20210329,1
118,10909,77,20210330,1
118,13643,120,20210330,2
118,10925,162,20210331,1
118,10508,138,20210401,1
118,10508,138,20210401,1
118,10925,81,20210401,2
118,10508,61,20210403,1
118,10508,61,20210403,1
120,13953,24,20210303,1
120,9056,1,20210303,2
120,5220,1,20210307,1
120,5991,28,20210308,1
121,10958,1,20210310,1
121,10958,1,20210310,2
121,5654,104,20210311,1
121,6654,105,20210312,1
121,8480,1,20210312,2
121,6654,1,20210312,3
121,10365,200,20210313,1
121,10365,3,20210313,2
121,14134,10,20210313,3
121,14134,80,20210313,4
121,120,108,20210315,1
121,1047,53,20210315,2
124,5184,50,20210316,1
124,7898,58,20210316,2
124,4915,26,20210316,3
124,7898,128,20210317,1
124,7898,54,20210319,1
124,5184,63,20210319,2
124,5184,9,20210319,3
124,8811,140,20210320,1
124,697,162,20210320,2
124,8811,75,20210320,3
124,5184,33,20210320,4
124,5541,10,20210331,1
124,5541,18,20210401,1
124,5541,44,20210401,2
137,7211,145,20210303,1
137,13596,31,20210303,2
137,13596,1,20210303,3
137,3674,96,20210309,1
137,3674,96,20210309,1
137,1616,54,20210310,1
137,1616,54,20210310,1
137,1616,86,20210310,2
137,1616,86,20210310,2
137,9119,142,20210312,1
137,13117,1,20210315,1
137,13117,99,20210315,2
137,5184,114,20210316,1
137,1900,111,20210319,1
137,10365,63,20210323,1
137,10365,80,20210323,2
137,10365,1,20210323,3
137,10978,1,20210324,1
137,10978,11,20210324,2
137,12216,1,20210325,1
137,7874,98,20210325,2
137,7874,98,20210325,2
137,7874,98,20210325,2
137,12216,117,20210325,3
137,2737,9,20210329,1
138,12117,1,20210313,1
138,9110,1,20210319,1
138,9110,1,20210320,1
138,8037,1,20210322,1
138,8283,1,20210325,1
138,10526,1,20210327,1
138,5619,1,20210329,1
138,3620,8,20210330,1
138,94,1,20210330,2
139,2170,2,20210322,1
139,2170,1,20210322,2
139,2170,3,20210322,3
139,14282,1,20210323,1
139,14447,107,20210323,2
139,4108,2,20210323,3
139,2012,1,20210323,4
139,8564,1,20210323,5
139,5269,1,20210323,6
139,3683,1,20210323,7
139,2170,7,20210323,8
139,1195,1,20210323,9
139,14380,1,20210323,10
139,14571,1,20210323,11
139,5388,1,20210323,12
139,14282,28,20210326,1
139,14380,1,20210327,1
139,14287,107,20210327,2
139,2170,92,20210328,1
139,4108,78,20210328,2
139,14571,11,20210328,3
139,1968,3,20210328,4
139,2012,70,20210328,5
139,10317,1,20210328,6
139,14282,29,20210329,1
139,2012,12,20210329,2
139,14380,20,20210329,3
139,14282,49,20210330,1
140,8470,50,20210307,1
140,14071,38,20210309,1
140,8470,51,20210318,1
140,4530,85,20210318,2
140,9210,102,20210321,1
141,2198,9,20210313,1
141,11132,1,20210313,2
141,2198,1,20210313,3
141,2198,1,20210315,1
141,2198,88,20210315,2
141,6654,102,20210317,1
141,7758,82,20210320,1
141,611,2,20210320,2
141,4216,124,20210324,1
141,3255,1,20210327,1
141,7321,158,20210327,2
141,7321,1,20210327,3
141,7069,97,20210329,1
141,3255,105,20210401,1
142,14134,1,20210313,1
142,10232,1,20210313,2
142,1285,84,20210313,3
142,8579,5,20210313,4
142,8579,5,20210313,4
142,14380,101,20210313,5
142,14380,101,20210313,5
142,14380,101,20210313,5
142,14380,101,20210313,5
142,8224,125,20210314,1
