full_name,size_bytes
PUBLIC/handoff/PUBLIC_12_four_model_comparison_review_260520/README.md,3930
PUBLIC/handoff/PUBLIC_12_four_model_comparison_review_260520/12_input_file_validation.csv,1070
PUBLIC/handoff/PUBLIC_12_four_model_comparison_review_260520/PUBLIC_12_four_model_comparison_review_final_checks.csv,4626
PUBLIC/handoff/PUBLIC_12_four_model_comparison_review_260520/PUBLIC_12_four_model_comparison_review_zip_inventory.csv,1722
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/README.md,5283
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_log_retention_condition_check.csv,1562
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_final_result_metric_summary.csv,2994
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_trials_overfit_stability_summary.csv,1313
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_scopewise_gb_vs_lr_comparison.csv,1752
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_oof_readiness_decision.csv,2573
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_high_auc_suspicion_audit.csv,2763
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_leakage_proxy_feature_audit.csv,2347
PUBLIC/results/12_model_family_comparison_260520/four_model_comparison_review/12_split_policy_audit.csv,1672
PUBLIC/note.md,84689
PUBLIC/handoff/PUBLIC_12_four_model_comparison_review_260520/run_public_12_four_model_comparison_review.py,38506
PUBLIC/handoff/PUBLIC_12_four_model_comparison_review_260520/apply_high_auc_leakage_steering.py,32971
