feature_set_name,dataset_scope,model_name,k_label,12x_precision_at_k,14x_precision_at_k,delta_precision_at_k,12x_lift_at_k,14x_lift_at_k,delta_lift_at_k
conservative_safe_22,nonpromotion_only,HistGradientBoosting,top5pct,0.7495527728085868,0.7584973166368515,0.008944543828264706,3.15489726408134,3.1925452027935273,0.0376479387121873
conservative_safe_22,nonpromotion_only,HistGradientBoosting,top10pct,0.738819320214669,0.7343470483005367,-0.004472271914132353,3.109719737626714,3.09089576827062,-0.018823969356093873
conservative_safe_22,nonpromotion_only,HistGradientBoosting,top20pct,0.6340044742729306,0.6286353467561522,-0.005369127516778427,2.668549905838041,2.6459510357815446,-0.022598870056496523
conservative_safe_22,nonpromotion_only,RandomForest,top5pct,0.774597495527728,0.7674418604651163,-0.007155635062611743,3.260311492475465,3.2301931415057155,-0.030118350969749574
conservative_safe_22,nonpromotion_only,RandomForest,top10pct,0.7262969588550984,0.7316636851520573,0.00536672629695889,3.0570126234296517,3.079601386656964,0.022588763227312292
conservative_safe_22,nonpromotion_only,RandomForest,top20pct,0.6308724832214765,0.6322147651006711,0.0013422818791946067,2.655367231638418,2.661016949152542,0.005649717514124131
conservative_safe_22,overall_with_promotion,CatBoost,top5pct,0.7746967071057193,0.791161178509532,0.016464471403812797,2.7413715583092446,2.799633369951164,0.05826181164191935
conservative_safe_22,overall_with_promotion,CatBoost,top10pct,0.738734835355286,0.7534662045060658,0.014731369150779883,2.614115496038737,2.6662444854025598,0.0521289893638226
conservative_safe_22,overall_with_promotion,CatBoost,top20pct,0.662478336221837,0.6707105719237435,0.008232235701906454,2.3442713158024806,2.37340222162344,0.029130905820959452
conservative_safe_22,overall_with_promotion,LightGBM,top5pct,0.7876949740034662,0.7954939341421143,0.0077989601386481144,2.7873677253949705,2.8149654256464056,0.027597700251435153
conservative_safe_22,overall_with_promotion,LightGBM,top10pct,0.761265164644714,0.7547660311958405,-0.00649913344887354,2.693842185653995,2.670844102111132,-0.0229980835428627
conservative_safe_22,overall_with_promotion,LightGBM,top20pct,0.6663778162911612,0.6713604852686309,0.004982668977469684,2.3580701659281984,2.3757020299777265,0.0176318640495281
conservative_safe_22,overall_without_promotion,CatBoost,top5pct,0.7746967071057193,0.791161178509532,0.016464471403812797,2.7413715583092446,2.799633369951164,0.05826181164191935
conservative_safe_22,overall_without_promotion,CatBoost,top10pct,0.738734835355286,0.7534662045060658,0.014731369150779883,2.614115496038737,2.6662444854025598,0.0521289893638226
conservative_safe_22,overall_without_promotion,CatBoost,top20pct,0.662478336221837,0.6707105719237435,0.008232235701906454,2.3442713158024806,2.37340222162344,0.029130905820959452
conservative_safe_22,overall_without_promotion,LightGBM,top5pct,0.7876949740034662,0.7954939341421143,0.0077989601386481144,2.7873677253949705,2.8149654256464056,0.027597700251435153
conservative_safe_22,overall_without_promotion,LightGBM,top10pct,0.761265164644714,0.7547660311958405,-0.00649913344887354,2.693842185653995,2.670844102111132,-0.0229980835428627
conservative_safe_22,overall_without_promotion,LightGBM,top20pct,0.6663778162911612,0.6713604852686309,0.004982668977469684,2.3580701659281984,2.3757020299777265,0.0176318640495281
conservative_safe_22,promotion_only,HistGradientBoosting,top5pct,0.8120805369127517,0.8221476510067114,0.010067114093959662,2.4998724363613647,2.5308625905311333,0.03099015416976858
conservative_safe_22,promotion_only,HistGradientBoosting,top10pct,0.7716204869857263,0.7674223341729639,-0.004198152812762368,2.375322026655828,2.3623986206348495,-0.012923406020978412
conservative_safe_22,promotion_only,HistGradientBoosting,top20pct,0.6946661066778664,0.6950860982780345,0.00041999160016803483,2.1384291010843866,2.139721984458682,0.0012928833742953394
conservative_safe_22,promotion_only,LightGBM,top5pct,0.8154362416107382,0.8221476510067114,0.006711409395973145,2.5102024877512874,2.5308625905311333,0.020660102779845868
conservative_safe_22,promotion_only,LightGBM,top10pct,0.7699412258606213,0.7691015952980689,-0.0008396305625524292,2.370152664247436,2.367567983043241,-0.002584681204195416
conservative_safe_22,promotion_only,LightGBM,top20pct,0.6984460310793784,0.6980260394792104,-0.00041999160016803483,2.150065051453044,2.1487721680787484,-0.0012928833742957835
expanded_feature_set,nonpromotion_only,HistGradientBoosting,top5pct,0.8121645796064401,0.8050089445438283,-0.007155635062611743,3.418432835066654,3.3883144840969046,-0.030118350969749574
expanded_feature_set,nonpromotion_only,HistGradientBoosting,top10pct,0.7808586762075134,0.7674418604651163,-0.013416815742397059,3.286665049573997,3.2301931415057155,-0.05647190806828162
expanded_feature_set,nonpromotion_only,HistGradientBoosting,top20pct,0.6935123042505593,0.6957494407158836,0.0022371364653243075,2.9190207156308854,2.9284369114877586,0.009416195856873255
expanded_feature_set,nonpromotion_only,LightGBM,top5pct,0.8085867620751341,0.8067978533094812,-0.0017889087656529634,3.403373659581779,3.3958440718393414,-0.007529587742437727
expanded_feature_set,nonpromotion_only,LightGBM,top10pct,0.7799642218246869,0.7754919499105546,-0.004472271914132353,3.282900255702778,3.2640762863466843,-0.018823969356093873
expanded_feature_set,nonpromotion_only,LightGBM,top20pct,0.6930648769574944,0.6997762863534676,0.006711409395973145,2.9171374764595104,2.945386064030132,0.02824858757062154
expanded_feature_set,overall_with_promotion,CatBoost,top5pct,0.8128249566724437,0.8214904679376083,0.008665511265164572,2.876293648427373,2.906957759817857,0.03066411139048375
expanded_feature_set,overall_with_promotion,CatBoost,top10pct,0.7759965337954939,0.7998266897746967,0.023830155979202794,2.745971175017817,2.8302974813416477,0.08432630632383065
expanded_feature_set,overall_with_promotion,CatBoost,top20pct,0.7205372616984402,0.7398180242634316,0.01928076256499134,2.549720862118721,2.617948509962548,0.06822764784382684
expanded_feature_set,overall_with_promotion,LightGBM,top5pct,0.82842287694974,0.830155979202773,0.0017331022530329143,2.931489048930244,2.9376218712083406,0.00613282227809675
expanded_feature_set,overall_with_promotion,LightGBM,top10pct,0.8024263431542461,0.800259965337955,-0.002166377816291143,2.8394967147587926,2.831830686911172,-0.0076660278476206045
expanded_feature_set,overall_with_promotion,LightGBM,top20pct,0.7337521663778163,0.7374350086655113,0.0036828422876949984,2.596483631989209,2.6095158793301647,0.01303224734095565
expanded_feature_set,overall_without_promotion,HistGradientBoosting,top5pct,0.82842287694974,0.8405545927209706,0.012131715771230511,2.931489048930244,2.974418804876921,0.04292975594667725
expanded_feature_set,overall_without_promotion,HistGradientBoosting,top10pct,0.7989601386481803,0.7959272097053726,-0.003032928942807711,2.827231070202599,2.81649863121593,-0.010732438986669202
expanded_feature_set,overall_without_promotion,HistGradientBoosting,top20pct,0.7309358752166378,0.733318890814558,0.0023830155979202017,2.586517795787302,2.5949504264196848,0.008432630632382754
expanded_feature_set,overall_without_promotion,LightGBM,top5pct,0.8292894280762565,0.8388214904679376,0.00953206239168114,2.934555460069292,2.9682859825988244,0.03373052252953235
expanded_feature_set,overall_without_promotion,LightGBM,top10pct,0.7980935875216638,0.7972270363951474,-0.0008665511265164572,2.824164659063551,2.821098247924503,-0.003066411139048153
expanded_feature_set,overall_without_promotion,LightGBM,top20pct,0.7361351819757366,0.733318890814558,-0.0028162911611785413,2.6049162626215923,2.5949504264196848,-0.009965836201907496
expanded_feature_set,promotion_only,HistGradientBoosting,top5pct,0.8322147651006712,0.8439597315436241,0.011744966442952975,2.5618527447009027,2.598007924565633,0.03615517986473016
expanded_feature_set,promotion_only,HistGradientBoosting,top10pct,0.8144416456759026,0.8211586901763224,0.0067170445004197665,2.5071407680698075,2.5278182177033726,0.020677449633565104
expanded_feature_set,promotion_only,HistGradientBoosting,top20pct,0.7656446871062579,0.7656446871062579,0.0,2.3569263913402883,2.3569263913402883,0.0
expanded_feature_set,promotion_only,LightGBM,top5pct,0.8305369127516778,0.8439597315436241,0.01342281879194629,2.556687719005941,2.598007924565633,0.041320205559691736
expanded_feature_set,promotion_only,LightGBM,top10pct,0.8119227539882452,0.8211586901763224,0.009235936188077165,2.4993867244572203,2.5278182177033726,0.02843149324615224
expanded_feature_set,promotion_only,LightGBM,top20pct,0.7652246955060898,0.7589248215035699,-0.006299874002519967,2.355633507965993,2.3362402573515637,-0.019393250614429203
