feature_set_name,dataset_scope,model_name,best_trial,best_params_json,best_cv_auc,n_trials_completed,tuning_status
conservative_safe_22,nonpromotion_only,RandomForest,28,"{""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 12, ""n_estimators"": 542}",0.8331277883736565,30,completed
conservative_safe_22,nonpromotion_only,HistGradientBoosting,22,"{""l2_regularization"": 2.4866750292959564e-07, ""learning_rate"": 0.022057864661585158, ""max_depth"": 5, ""max_iter"": 293, ""max_leaf_nodes"": 54, ""min_samples_leaf"": 82}",0.8322056070493622,30,completed
conservative_safe_22,overall_with_promotion,LightGBM,26,"{""colsample_bytree"": 0.6009449184537937, ""learning_rate"": 0.012462540521498228, ""max_depth"": 10, ""min_child_samples"": 35, ""n_estimators"": 380, ""num_leaves"": 67, ""reg_alpha"": 0.013576965149867623, ""reg_lambda"": 1.2159028359447063e-06, ""subsample"": 0.9175215667909732}",0.8139228573138088,30,completed
conservative_safe_22,overall_with_promotion,CatBoost,27,"{""bagging_temperature"": 0.5073193498009919, ""depth"": 8, ""iterations"": 788, ""l2_leaf_reg"": 10.088931842529709, ""learning_rate"": 0.025277371591363416, ""random_strength"": 2.2870866751726346}",0.815080611390569,30,completed
conservative_safe_22,overall_without_promotion,LightGBM,26,"{""colsample_bytree"": 0.6009449184537937, ""learning_rate"": 0.012462540521498228, ""max_depth"": 10, ""min_child_samples"": 35, ""n_estimators"": 380, ""num_leaves"": 67, ""reg_alpha"": 0.013576965149867623, ""reg_lambda"": 1.2159028359447063e-06, ""subsample"": 0.9175215667909732}",0.8139228573138088,30,completed
conservative_safe_22,overall_without_promotion,CatBoost,27,"{""bagging_temperature"": 0.5073193498009919, ""depth"": 8, ""iterations"": 788, ""l2_leaf_reg"": 10.088931842529709, ""learning_rate"": 0.025277371591363416, ""random_strength"": 2.2870866751726346}",0.815080611390569,30,completed
conservative_safe_22,promotion_only,LightGBM,23,"{""colsample_bytree"": 0.6464481445438326, ""learning_rate"": 0.013121820295243402, ""max_depth"": 7, ""min_child_samples"": 19, ""n_estimators"": 451, ""num_leaves"": 66, ""reg_alpha"": 7.388927975984325e-07, ""reg_lambda"": 2.0956132155106076e-06, ""subsample"": 0.8112559620929458}",0.7974329724874044,30,completed
conservative_safe_22,promotion_only,HistGradientBoosting,8,"{""l2_regularization"": 1.1309571585271483, ""learning_rate"": 0.017398074711291726, ""max_depth"": 9, ""max_iter"": 319, ""max_leaf_nodes"": 62, ""min_samples_leaf"": 95}",0.7964100644234792,30,completed
expanded_feature_set,nonpromotion_only,LightGBM,19,"{""colsample_bytree"": 0.791741270956097, ""learning_rate"": 0.031166610505479034, ""max_depth"": 4, ""min_child_samples"": 37, ""n_estimators"": 477, ""num_leaves"": 86, ""reg_alpha"": 1.4638927391443108e-07, ""reg_lambda"": 9.157360549326583, ""subsample"": 0.9287738242222329}",0.8873078083280852,30,completed
expanded_feature_set,nonpromotion_only,HistGradientBoosting,10,"{""l2_regularization"": 0.016301353379407586, ""learning_rate"": 0.04128697297312281, ""max_depth"": 3, ""max_iter"": 492, ""max_leaf_nodes"": 33, ""min_samples_leaf"": 65}",0.8866300150097108,30,completed
expanded_feature_set,overall_with_promotion,LightGBM,21,"{""colsample_bytree"": 0.7047221611358532, ""learning_rate"": 0.0952707579758203, ""max_depth"": 5, ""min_child_samples"": 69, ""n_estimators"": 244, ""num_leaves"": 68, ""reg_alpha"": 6.749165108467734, ""reg_lambda"": 16.01577954925782, ""subsample"": 0.7022982160491897}",0.8796964689151592,30,completed
expanded_feature_set,overall_with_promotion,CatBoost,19,"{""bagging_temperature"": 2.92009782556078, ""depth"": 5, ""iterations"": 721, ""l2_leaf_reg"": 5.698172892683998, ""learning_rate"": 0.046271802232650074, ""random_strength"": 3.30299622914229}",0.8807395007072202,30,completed
expanded_feature_set,overall_without_promotion,LightGBM,22,"{""colsample_bytree"": 0.7870396525782458, ""learning_rate"": 0.06540477759641708, ""max_depth"": 5, ""min_child_samples"": 32, ""n_estimators"": 424, ""num_leaves"": 31, ""reg_alpha"": 9.489175007246127, ""reg_lambda"": 3.039477881900334, ""subsample"": 0.8362002025591412}",0.8756142646607868,30,completed
expanded_feature_set,overall_without_promotion,HistGradientBoosting,18,"{""l2_regularization"": 6.243069797304142, ""learning_rate"": 0.02559463869176105, ""max_depth"": 8, ""max_iter"": 442, ""max_leaf_nodes"": 34, ""min_samples_leaf"": 46}",0.8744084149363711,30,completed
expanded_feature_set,promotion_only,LightGBM,3,"{""colsample_bytree"": 0.9795542149013333, ""learning_rate"": 0.05898602410432694, ""max_depth"": 7, ""min_child_samples"": 25, ""n_estimators"": 460, ""num_leaves"": 21, ""reg_alpha"": 4.905556676028774, ""reg_lambda"": 0.3303147621476868, ""subsample"": 0.6260206371941118}",0.8635285599852253,30,completed
expanded_feature_set,promotion_only,HistGradientBoosting,25,"{""l2_regularization"": 0.018365972542758898, ""learning_rate"": 0.030170239359522573, ""max_depth"": 7, ""max_iter"": 391, ""max_leaf_nodes"": 27, ""min_samples_leaf"": 46}",0.8627026328663909,30,completed
