full_name,size_bytes
PUBLIC/handoff/PUBLIC_16b_feature_family_mapping_hotfix_260520/README.md,1666
PUBLIC/handoff/PUBLIC_16b_feature_family_mapping_hotfix_260520/16b_input_validation.csv,1981
PUBLIC/handoff/PUBLIC_16b_feature_family_mapping_hotfix_260520/16b_source_fingerprint_before_after.csv,8076
PUBLIC/handoff/PUBLIC_16b_feature_family_mapping_hotfix_260520/PUBLIC_16b_feature_family_mapping_hotfix_final_checks.csv,4902
PUBLIC/handoff/PUBLIC_16b_feature_family_mapping_hotfix_260520/PUBLIC_16b_feature_family_mapping_hotfix_zip_inventory.csv,2205
PUBLIC/handoff/PUBLIC_16b_feature_family_mapping_hotfix_260520/public_16b_feature_family_mapping_hotfix_runner.py,51796
PUBLIC/notebooks/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520.ipynb,1404
PUBLIC/notebooks/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520_executed.ipynb,2240
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/README.md,3109
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_technical_unknown_inventory.csv,3465
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_feature_family_mapping_hotfix.csv,19822
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_family_mapping_change_log.csv,5528
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_shap_global_importance_with_hotfix_family.csv,66192
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_shap_family_importance_hotfix.csv,9239
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_family_importance_before_after_comparison.csv,9244
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_promo1_vs_promo0_shap_comparison_hotfix.csv,49574
PUBLIC/results/16_SHAP_candidate_interpretation_260520/16b_feature_family_mapping_hotfix_260520/16b_family_interpretation_handoff_for_17.csv,3689
PUBLIC/note.md,123424
