file_path,file_role,sha256_before,sha256_after,size_before,size_after,status
PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\16b_input_validation.csv,16b_handoff,2df8c3f6d109ffece05432f14049f8464870a631ae7c3316453f4df205c86364,2df8c3f6d109ffece05432f14049f8464870a631ae7c3316453f4df205c86364,1981,1981,unchanged
PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\16b_source_fingerprint_before_after.csv,16b_handoff,3d658c5afca5a59ebbc5cd92e85a6006be9c238977c24093c60470e7d5eb6e44,9eee219ce58a396f9f6c04012eba5add281fbc01f793fcda1d60162f8815bed3,7186,8020,changed_needs_review
PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\PUBLIC_16b_feature_family_mapping_hotfix_final_checks.csv,16b_handoff,37a93d5d2abbf5c739d068376cd90449517e1e14862c6ebae87d3482ffa39061,37a93d5d2abbf5c739d068376cd90449517e1e14862c6ebae87d3482ffa39061,4902,4902,unchanged
PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\PUBLIC_16b_feature_family_mapping_hotfix_zip_inventory.csv,16b_handoff,983988e987c11be6817044d2a8d68b23155685b854a48795e0589055717032f2,82d9f7be48224994f9538a16c31bfe277dd22e5af66ba3e20adf4622d539caf0,2205,2205,changed_needs_review
PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\README.md,16b_handoff,95bd7a719ba0ab9d011514987bd29f673456d0ceea9add574c6821e9cadc55c1,95bd7a719ba0ab9d011514987bd29f673456d0ceea9add574c6821e9cadc55c1,1666,1666,unchanged
PUBLIC\handoff\PUBLIC_16b_feature_family_mapping_hotfix_260520\public_16b_feature_family_mapping_hotfix_runner.py,16b_helper,d6068221634c855c458452431a2f9c5d393f39f0f53dde2fd2280debeb414e8b,d6068221634c855c458452431a2f9c5d393f39f0f53dde2fd2280debeb414e8b,51796,51796,unchanged
PUBLIC\note.md,note,9273eaa45c033aaa19c2b5417ff59eb29e1a45e8ddbb729429689a28309d092a,9273eaa45c033aaa19c2b5417ff59eb29e1a45e8ddbb729429689a28309d092a,123424,123424,unchanged
PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520.ipynb,16b_notebook,5dcdbecbc6f17f6ba9773ffedb2ae3c286451766a1b7643c9bf438977d133b26,5dcdbecbc6f17f6ba9773ffedb2ae3c286451766a1b7643c9bf438977d133b26,1404,1404,unchanged
PUBLIC\notebooks\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520_executed.ipynb,16b_notebook,a6a7eba03b3266bdbb35e029ab93875e4aa630b7c337300195c12b64633642b8,349e577efddef2ec7cb9cacc4ae493295e92203c9e1de5c89528e43bbfe5d3d5,2240,2240,intentionally_updated_16b_executed_notebook
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_importance_before_after_comparison.csv,16b_output,8bf87c9ecbfa02a52169ca137916a11dc61740bd7c2465f3ed1ecfcd64c9dacd,8bf87c9ecbfa02a52169ca137916a11dc61740bd7c2465f3ed1ecfcd64c9dacd,9244,9244,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_interpretation_handoff_for_17.csv,16b_output,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,36df3af350f1718c5c77d1e9e385eb2b490f1ed7330902b25b2f36b230c5a944,3689,3689,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_family_mapping_change_log.csv,16b_output,20ebced80a47492111e5620dcfc06dcc368b3b348f3d6693bc4c6314ea588a57,20ebced80a47492111e5620dcfc06dcc368b3b348f3d6693bc4c6314ea588a57,5528,5528,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_feature_family_mapping_hotfix.csv,16b_output,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,0c7927ef264afa462e54f153ce30057c8dc6b8c0f48ce70e5122f36358c024ae,19822,19822,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_promo1_vs_promo0_shap_comparison_hotfix.csv,16b_output,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,4ba75788c760671d67f53e19de98952b2507df47bffdaa6ad12a074933ecd42b,49574,49574,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_family_importance_hotfix.csv,16b_output,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,1fb89776e04beea9ad45ff6d407f91bea1ca0b83bcf475b9171ebfd1a013ba32,9239,9239,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_shap_global_importance_with_hotfix_family.csv,16b_output,e8bda78280627a3e0a798690fea8ad767b8d929d89b341cd831ef2691b1c9281,e8bda78280627a3e0a798690fea8ad767b8d929d89b341cd831ef2691b1c9281,66192,66192,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\16b_technical_unknown_inventory.csv,16b_output,e11160dbe4c9b3a13740ff608ad52e67b7732c0cb40034d1cc4386bbe4d95e38,e11160dbe4c9b3a13740ff608ad52e67b7732c0cb40034d1cc4386bbe4d95e38,3465,3465,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\16b_feature_family_mapping_hotfix_260520\README.md,16b_output,ed893d3492ece4597d9a1e57e3d8d68abfcdbf8705fa9104411bf77b9162f609,ed893d3492ece4597d9a1e57e3d8d68abfcdbf8705fa9104411bf77b9162f609,3109,3109,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_demographic_context_audit_for_shap.csv,existing_16_core_input,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,4d04a5a47b1dc2b13c57b8a5ed4bcd049ba34488aafe60c4fcac17f097943916,3795,3795,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_feature_family_mapping_for_shap.csv,existing_16_core_input,1f117182fd9debcd8872e737e63ea373be76402e39ce235055c6d1040f9bb77a,1f117182fd9debcd8872e737e63ea373be76402e39ce235055c6d1040f9bb77a,12628,12628,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_is_churn_prevented_interpretation_audit.csv,existing_16_core_input,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,d4a948525ed8a63535e121691b3aa9bb95b28d45a13e000ddfe2da48330f60f2,1520,1520,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_lr_coefficient_summary.csv,existing_16_core_input,8340dd6f66cd55e2a6bfa7386d65ebabcd68cf12a1703a0e4504b68a6e0e1fd0,8340dd6f66cd55e2a6bfa7386d65ebabcd68cf12a1703a0e4504b68a6e0e1fd0,39910,39910,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_promo1_vs_promo0_shap_comparison.csv,existing_16_core_input,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,5bbe1ef587cdd952d0f27b15608f81602c873cf7eedaf7b078c3ea16289390db,48296,48296,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_readiness_for_segmentation.csv,existing_16_core_input,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,6351c6afae48062943fae0efc87dd233df134d527f5c0333a49e2eb77d598e39,1850,1850,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_direction_summary.csv,existing_16_core_input,f19baeaaa7ee61dff5c70115601bed0de168442c70cf3cceb600a38ecde045f9,f19baeaaa7ee61dff5c70115601bed0de168442c70cf3cceb600a38ecde045f9,80526,80526,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_family_importance.csv,existing_16_core_input,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,4eabf77e8f439f14babd56630d3d07953cbfec1c58e9234fdb6070210d547c7d,6515,6515,unchanged
PUBLIC\results\16_SHAP_candidate_interpretation_260520\four_model_shap_interpretation\16_shap_global_importance.csv,existing_16_core_input,94218bf019a217f5c0658e200980655715e3bac15b3c157dcc6de758c775efb9,94218bf019a217f5c0658e200980655715e3bac15b3c157dcc6de758c775efb9,48469,48469,unchanged
