promo_scope,revised_segment_family,demographic_variable,demographic_value,row_count,share_within_segment,share_within_scope,lift_vs_scope,actual_repurchase_rate,actual_churn_rate,mean_gb_churn_risk,median_gb_churn_risk,interpretation,caveat
promo0,high_risk_activation_or_low_engagement,age_group,10,2,0.007326007326007326,0.010810327883498616,0.6776859504132231,0.0,1.0,0.6540572339161504,0.6540572339161504,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,age_group,20,58,0.21245421245421245,0.2114714553738944,1.004647232784115,0.20689655172413793,0.7931034482758621,0.627908390561452,0.589299209513941,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,age_group,30,50,0.18315018315018314,0.20593227910301082,0.8893709327548805,0.26,0.74,0.6399522703971439,0.6201883169284541,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,age_group,40,148,0.5421245421245421,0.5174662735638346,1.0476519337016574,0.28378378378378377,0.7162162162162162,0.6198518596486108,0.5867794010104999,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,age_group,50,10,0.03663003663003663,0.03868489234342893,0.9468822170900693,0.1,0.9,0.7088150874283368,0.6936298194419566,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,age_group,60,4,0.014652014652014652,0.013043866702403288,1.1232876712328768,0.0,1.0,0.6288914100734395,0.6142666479207681,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,age_group,70,1,0.003663003663003663,0.00259090502992942,1.4137931034482758,0.0,1.0,0.6164562378282955,0.6164562378282955,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,gender_derived,female,130,0.47619047619047616,0.4459036898061288,1.0679222600681226,0.2692307692307692,0.7307692307692308,0.6241333257897554,0.594076040309212,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,gender_derived,male,48,0.17582417582417584,0.241400875547217,0.7283493708364175,0.20833333333333334,0.7916666666666666,0.6437817138336378,0.6132687959333624,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,gender_derived,unknown_or_unreported,95,0.34798534798534797,0.31269543464665417,1.1128571428571428,0.24210526315789474,0.7578947368421053,0.6278295579365338,0.5966125692399145,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,is_female,0,143,0.5238095238095238,0.5540963101938712,0.9453402128345695,0.23076923076923078,0.7692307692307692,0.6331841277481491,0.6050374802808605,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,is_female,1,130,0.47619047619047616,0.4459036898061288,1.0679222600681226,0.2692307692307692,0.7307692307692308,0.6241333257897554,0.594076040309212,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,is_male,0,225,0.8241758241758241,0.758599124452783,1.0864444706159462,0.2577777777777778,0.7422222222222222,0.6256939571406175,0.5945425298034772,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_activation_or_low_engagement,is_male,1,48,0.17582417582417584,0.241400875547217,0.7283493708364175,0.20833333333333334,0.7916666666666666,0.6437817138336378,0.6132687959333624,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,10,28,0.014814814814814815,0.010810327883498616,1.3704315886134066,0.39285714285714285,0.6071428571428572,0.6638970583749172,0.6481931263547751,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,20,409,0.2164021164021164,0.2114714553738944,1.0233159648875745,0.33985330073349634,0.6601466992665037,0.6639179135766505,0.6633072234575583,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,30,421,0.22275132275132276,0.20593227910301082,1.0816726922149915,0.31353919239904987,0.6864608076009502,0.645962169145963,0.638157587761757,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,40,920,0.48677248677248675,0.5174662735638346,0.9406844689993861,0.32065217391304346,0.6793478260869565,0.6514132836391108,0.6444164689361317,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,50,86,0.0455026455026455,0.03868489234342893,1.1762381318963304,0.2441860465116279,0.7558139534883721,0.6633395023729594,0.6453601339846966,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,60,21,0.011111111111111112,0.013043866702403288,0.8518264840182649,0.23809523809523808,0.7619047619047619,0.6663122931187131,0.6609854276377134,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
promo0,high_risk_week3_inactivity_or_retention_decay,age_group,70,5,0.0026455026455026454,0.00259090502992942,1.0210727969348659,0.2,0.8,0.5984420962838182,0.6181454049940003,Profile/action personalization evidence only.,Age/gender are not representative segment rules and are not churn causes.
