promo_scope,revised_segment_family,gender_derived,feature_name,feature_family,row_count,mean,median,q25,q75,segment_overall_mean,difference_vs_segment_overall,actual_repurchase_rate,actual_churn_rate,mean_gb_churn_risk,evidence_strength,interpretation,caveat
promo0,high_risk_activation_or_low_engagement,female,watch_time_min_w1,weekly_usage,130,0.5923076923076923,0.0,0.0,0.0,0.41025641025641024,0.18205128205128207,0.2692307692307692,0.7307692307692308,0.6241333257897554,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,watch_time_min_w2,weekly_usage,130,2.576923076923077,0.0,0.0,0.0,2.688644688644689,-0.11172161172161177,0.2692307692307692,0.7307692307692308,0.6241333257897554,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,watch_time_min_w3,weekly_usage,130,18.746153846153845,1.0,1.0,20.75,15.076923076923077,3.6692307692307686,0.2692307692307692,0.7307692307692308,0.6241333257897554,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,watch_session_w1,weekly_sessions,130,0.2230769230769231,0.0,0.0,0.0,0.21611721611721613,0.006959706959706963,0.2692307692307692,0.7307692307692308,0.6241333257897554,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,watch_session_w2,weekly_sessions,130,0.3153846153846154,0.0,0.0,0.0,0.31135531135531136,0.004029304029304015,0.2692307692307692,0.7307692307692308,0.6241333257897554,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,watch_session_w3,weekly_sessions,130,1.3461538461538463,1.0,1.0,1.0,1.3626373626373627,-0.016483516483516425,0.2692307692307692,0.7307692307692308,0.6241333257897554,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,total_watch_time_min,usage_volume,130,21.915384615384614,2.0,1.0,29.5,18.175824175824175,3.7395604395604387,0.2692307692307692,0.7307692307692308,0.6241333257897554,moderate,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,total_watch_count,usage_volume,130,1.8846153846153846,1.0,1.0,2.0,1.89010989010989,-0.005494505494505475,0.2692307692307692,0.7307692307692308,0.6241333257897554,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,watch_days,usage_frequency,130,1.4615384615384615,1.0,1.0,2.0,1.4322344322344323,0.0293040293040292,0.2692307692307692,0.7307692307692308,0.6241333257897554,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
promo0,high_risk_activation_or_low_engagement,female,log_retention_w2_ratio,retention_ratio,130,0.16149866757249312,0.0,0.0,0.0,0.1542877795317861,0.00721088804070702,0.2692307692307692,0.7307692307692308,0.6241333257897554,weak,Behavior difference within revised segment; use only for action personalization review.,"Descriptive EDA, not causality; subgroup size controls recommendation strength."
