USER_KEY,product_code,price,billing_method,max_screen,is_promotion,is_churn_prevented,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,is_repurchase,is_standard,is_premium,age_group,is_female,is_male,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,total_watch_count,unique_movie,watch_days,active_ratio,total_watch_time(min),watch_per_day,avg_watch_time(min),median_watch_time(min),std_watch_time(min),avg_daily_watch_time(min),max_watch_time(min),max_daily_watch_time(min),max_daily_sessions,recency,avg_gap_between_watch_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,max_inactive_gap_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,is_cold_start_3d,is_cold_start_7d,movie_per_active_day,max_day_share,day_count_over_3times,watch_time(min)_w1,watch_time(min)_w2,watch_time(min)_w3,watch_session_w1,watch_session_w2,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w1,diff_between_w3_w2,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio(5y),avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio
01b73db46b0b3f6c24ca22dc4629ed41ed0d6ac4beccf86c2832489b59f95d13769eb6b22590f386e43b25ab771db9bc2d77d6db82a3e53c783a9a55b4f2f523,pk_1487,100.0,134,1.0,1,1,android,1,F,40.0,2021-03-14,21,2021-03-14,0,0,0,40,1,0,1,0,0,1,0,0,0,1,0,12,12,5,0.238095,400,2.4,33.333333,20.0,37.936151,80.0,122,183,4,6,3.5,6.0,6.0,0.0,6,0.0,1.0,0.166667,0.166667,1,1,2.4,0.4575,2,240,142,18,5,5,2,0.593361,0.132867,-98,-222,-124,1,0,0,0,0,0,0.0,0.0,0.166667,0.083333,2018.01,6,0.0,0.0,0.0,0.0,0.22,0.0725,0.0025,0.0175,0.25,0.4375,0.0
01b73db46b0b3f6c24ca22dc4629ed41ed0d6ac4beccf86c2832489b59f95d13769eb6b22590f386e43b25ab771db9bc2d77d6db82a3e53c783a9a55b4f2f523,pk_1488,10900.0,134,2.0,0,1,android,1,F,40.0,2021-03-14,22,2021-04-14,0,1,0,40,1,0,1,0,0,1,0,0,0,1,0,12,12,5,0.238095,400,2.4,33.333333,20.0,37.936151,80.0,122,183,4,6,3.5,6.0,6.0,0.0,6,0.0,1.0,0.166667,0.166667,1,1,2.4,0.4575,2,240,142,18,5,5,2,0.593361,0.132867,-98,-222,-124,1,0,0,0,0,0,0.0,0.0,0.166667,0.083333,2018.01,6,0.0,0.0,0.0,0.0,0.22,0.0725,0.0025,0.0175,0.25,0.4375,0.0
0258fd467c5765400d487d203f7c77afb597120daa9b1ede96e6a06122e89ea3120f1c5b6932ce435b954aab5da1999305ab7de84225bd741ee334c26ff1ce33,pk_1508,9.99,140,1.0,0,0,ios,0,F,40.0,2021-03-11,16,2021-04-12,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,5,5,5,0.238095,5,1.0,1.0,1.0,0.0,1.0,1,1,1,0,3.0,0.0,1.0,4.0,6,0.0,0.6,1.0,1.0,0,0,1.0,0.2,0,0,3,2,0,3,2,4.0,0.75,3,2,-1,0,1,0,0,0,0,0.2,0.2,0.2,0.0,2017.8,3,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
0258fd467c5765400d487d203f7c77afb597120daa9b1ede96e6a06122e89ea3120f1c5b6932ce435b954aab5da1999305ab7de84225bd741ee334c26ff1ce33,pk_1508,9.99,140,1.0,0,0,ios,0,F,40.0,2021-03-11,16,2021-04-12,1,0,0,40,1,0,0,0,1,0,0,0,0,0,1,5,5,5,0.238095,5,1.0,1.0,1.0,0.0,1.0,1,1,1,0,3.0,0.0,1.0,4.0,6,0.0,0.6,1.0,1.0,0,0,1.0,0.2,0,0,3,2,0,3,2,4.0,0.75,3,2,-1,0,1,0,0,0,0,0.2,0.2,0.2,0.0,2017.8,3,0.2,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
03207f956c0a2d363285286b1a9ede62e03373a9242253c7d6d5fb99819d4eb983fc1191e4dda5dd1b15ad690f9f115c47140236a4887ee22e1ab344985982d5,pk_2026,10900.0,151,2.0,0,0,android,0,N,40.0,2021-03-13,12,2021-04-13,1,1,0,40,0,0,1,0,1,0,0,0,0,1,0,4,4,4,0.190476,27,1.0,6.75,5.5,6.946222,6.75,15,15,1,4,5.0,0.0,0.0,2.0,11,0.0,0.5,0.5,0.5,1,1,1.0,0.555556,0,1,10,16,1,1,2,5.5,1.545455,9,15,6,0,0,1,0,0,0,0.25,0.25,0.5,0.0,2017.259259,2,0.0,0.0,0.592593,0.0,0.0,0.0,0.407407,0.0,0.0,0.0,0.0
03207f956c0a2d363285286b1a9ede62e03373a9242253c7d6d5fb99819d4eb983fc1191e4dda5dd1b15ad690f9f115c47140236a4887ee22e1ab344985982d5,pk_2026,10900.0,151,2.0,0,0,android,0,N,40.0,2021-03-13,12,2021-04-13,1,1,0,40,0,0,1,0,1,0,0,0,0,1,0,4,4,4,0.190476,27,1.0,6.75,5.5,6.946222,6.75,15,15,1,4,5.0,0.0,0.0,2.0,11,0.0,0.5,0.5,0.5,1,1,1.0,0.555556,0,1,10,16,1,1,2,5.5,1.545455,9,15,6,0,0,1,0,0,0,0.25,0.25,0.5,0.0,2017.259259,2,0.0,0.0,0.592593,0.0,0.0,0.0,0.407407,0.0,0.0,0.0,0.0
0630767742430ed78fbc599eedbd1f49a12de3d443ec002e933a3ec446fbf0e10eaff710053e77b7856dd72cd8db765795058f1e0c3da55f46045e6e9a79f4de,pk_1488,10900.0,134,2.0,0,1,pc,1,F,25.0,2021-03-15,21,2021-04-15,0,1,0,20,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0.047619,8,1.0,8.0,8.0,0.0,8.0,8,8,1,15,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1,1.0,1.0,0,8,0,0,1,0,0,0.111111,1.0,-8,-8,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2017.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0630767742430ed78fbc599eedbd1f49a12de3d443ec002e933a3ec446fbf0e10eaff710053e77b7856dd72cd8db765795058f1e0c3da55f46045e6e9a79f4de,pk_1487,7900.0,134,1.0,0,1,pc,1,F,25.0,2021-03-06,23,2021-03-15,1,0,0,20,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0.047619,8,1.0,8.0,8.0,0.0,8.0,8,8,1,6,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,1.0,1.0,0,0,0,8,0,0,1,1.0,9.0,0,8,8,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2017.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0634edf466d00eaa3cf36fa26b1451bae7a0653c2f7adcae5489df457fee11d6ef1baef645ed0646223741a06f0826eded072d845a77f56903084264e1ada155,pk_1488,10900.0,131,2.0,0,1,android,1,M,25.0,2021-03-02,22,2021-04-02,0,1,0,20,0,1,0,0,0,1,0,0,0,1,0,3,1,1,0.047619,105,3.0,35.0,1.0,58.889727,105.0,103,105,3,15,0.0,0.0,0.0,0.0,0,0.333333,1.0,0.666667,0.666667,0,1,1.0,1.0,1,105,0,0,3,0,0,0.009434,1.0,-105,-105,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2020.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0634edf466d00eaa3cf36fa26b1451bae7a0653c2f7adcae5489df457fee11d6ef1baef645ed0646223741a06f0826eded072d845a77f56903084264e1ada155,pk_1487,7900.0,131,1.0,0,1,mobile,1,M,25.0,2021-03-02,22,2021-03-02,0,0,0,20,0,1,0,0,0,1,0,1,0,0,0,3,1,1,0.047619,105,3.0,35.0,1.0,58.889727,105.0,103,105,3,15,0.0,0.0,0.0,0.0,0,0.333333,1.0,0.666667,0.666667,0,1,1.0,1.0,1,105,0,0,3,0,0,0.009434,1.0,-105,-105,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,2020.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
