"check_name","status","expected","actual","notes"
"public_root_exists","PASS","PUBLIC exists","True","checked by Test-Path"
"handoff_output_folder_exists","PASS","handoff folder exists","True","created inside PUBLIC"
"inventory_before_exists","PASS","inventory csv exists","True","created before correction READMEs and manifests"
"results_model_folder_checked","PASS","folder checked","True","existing content not moved or deleted"
"results_model_readme_created_or_updated","PASS","README exists if folder exists","True","canonical status clarification added or already present"
"results_model_manifest_created","PASS","manifest exists","True","file-existence only; performance not judged"
"notebooks_99_model_selections_checked","PASS","folder checked","True","recursive path/name check only"
"notebooks_99_model_selections_readme_created_or_updated","PASS","README exists if folder exists","True","canonical status clarification added or already present"
"notebooks_99_model_selections_manifest_created","PASS","manifest exists","True","notebook execution not performed"
"note_md_checked","PASS","note.md checked","True","corrupted old text preserved"
"note_md_append_completed","PASS","correction record present","True","append performed if missing"
"stage_06_folder_exists","PASS","stage folder exists","True","06_dataset_260520"
"stage_07_folder_exists","PASS","stage folder exists","True","07_feature_mapping_AARRR_260520"
"stage_08_folder_exists","PASS","stage folder exists","True","08_promotion_nonpromotion_EDA_260520"
"stage_09_folder_exists","PASS","stage folder exists","True","09_promotion_repurchase_2x2_EDA_260520"
"stage_10_folder_exists","PASS","stage folder exists","True","10_feature_distribution_redundancy_pre_audit_260520"
"stage_11_folder_exists","PASS","stage folder exists","True","11_baseline_growth_comparison_260520"
"stage_12_folder_exists","PASS","stage folder exists","True","12_model_family_comparison_260520"
"stage_14_folder_exists","PASS","stage folder exists","True","14_candidate_tuning_260520"
"stage_15_folder_exists","PASS","stage folder exists","True","15_oof_score_or_sensitivity_260520"
"stage_16_folder_exists","PASS","stage folder exists","True","16_SHAP_candidate_interpretation_260520"
"stage_17_folder_exists","PASS","stage folder exists","True","17_segmentation_design_260520"
"stage_18_folder_exists","PASS","stage folder exists","True","18_business_recommendation_storyline_260520"
"stage_guardrail_readmes_created_or_updated","PASS","guardrail present in all stage READMEs","True","existing contents preserved; section appended if missing"
"no_model_execution_performed","PASS","no model execution","no model command executed","structure correction only"
"no_notebook_execution_performed","PASS","no notebook execution","no nbconvert/jupyter command executed","structure correction only"
"no_optuna_performed","PASS","no Optuna run","no Optuna command executed","structure correction only"
"no_shap_performed","PASS","no SHAP run","no SHAP command executed","structure correction only"
"no_segmentation_performed","PASS","no segmentation run","no segmentation command executed","structure correction only"
"no_raw_source_modified","PASS","no raw source modification","only PUBLIC README/manifest/note/handoff/zip touched","no _data or raw source write performed by this correction script"
"no_park_ingyeom_modified","PASS","park.ingyeom not modified","no command targeted park.ingyeom","PUBLIC-only correction"
"no_deletion_performed","WARN","no existing project artifact deletion","review zip was recreated during packaging; no source, notebook, model-result, raw, or park.ingyeom artifact was deleted by this correction","WARN is used so the check does not overstate tool history"
"review_zip_created","PASS","zip created","True","PUBLIC/zip/PUBLIC_structure_correction_2_260520_review_package.zip"
"zip_inventory_created","PASS","zip inventory created","True","PUBLIC/handoff/PUBLIC_structure_correction_2_260520/PUBLIC_structure_correction_2_zip_inventory.csv"
