"full_name","size_bytes"
"PUBLIC/handoff/PUBLIC_structure_correction_2_260520/PUBLIC_99_model_selections_manifest.csv","6582"
"PUBLIC/handoff/PUBLIC_structure_correction_2_260520/PUBLIC_inventory_before_correction2.csv","56072"
"PUBLIC/handoff/PUBLIC_structure_correction_2_260520/PUBLIC_results_model_reference_manifest.csv","3152"
"PUBLIC/handoff/PUBLIC_structure_correction_2_260520/PUBLIC_structure_correction_2_final_checks.csv","4056"
"PUBLIC/handoff/PUBLIC_structure_correction_2_260520/PUBLIC_structure_correction_2_zip_inventory.csv","1624"
"PUBLIC/handoff/PUBLIC_structure_correction_2_260520/README.md","6503"
"PUBLIC/note.md","74972"
"PUBLIC/notebooks/06_dataset_260520/README.md","2289"
"PUBLIC/notebooks/07_feature_mapping_AARRR_260520/README.md","1351"
"PUBLIC/notebooks/08_promotion_nonpromotion_EDA_260520/README.md","1422"
"PUBLIC/notebooks/09_promotion_repurchase_2x2_EDA_260520/README.md","1422"
"PUBLIC/notebooks/10_feature_distribution_redundancy_pre_audit_260520/README.md","1445"
"PUBLIC/notebooks/11_baseline_growth_comparison_260520/README.md","1653"
"PUBLIC/notebooks/12_model_family_comparison_260520/README.md","1356"
"PUBLIC/notebooks/14_candidate_tuning_260520/README.md","1390"
"PUBLIC/notebooks/15_oof_score_or_sensitivity_260520/README.md","1393"
"PUBLIC/notebooks/16_SHAP_candidate_interpretation_260520/README.md","1355"
"PUBLIC/notebooks/17_segmentation_design_260520/README.md","1407"
"PUBLIC/notebooks/18_business_recommendation_storyline_260520/README.md","1475"
"PUBLIC/notebooks/99_model_selections/README.md","1548"
"PUBLIC/results/model/README.md","1310"
