membership_row_id,USER_KEY,is_repurchase_label,repurchase_score,churn_risk_score,case_type,distance_to_mid
20884,29eaf7546467090868dd9cea030a14d799fc86bbf1b81452301a9a0970f436fb0ede19e3741f4d8cb6ab2691c3ad3b29436c0e924a9b68325129ab6b93444611,0,0.09455203655775456,0.9054479634422454,high_churn_risk_true_N,
2562,bc0d618b5f7484e5867ee78f353ccd94b8773f43902f229fcb7725863cc6b0810597ea9b25dc8080149796fcedc0aae274d4bd47b5e393102968d875bd06d5f9,0,0.09472827032155799,0.905271729678442,high_churn_risk_true_N,
15703,776729eae24997f6986baa72dab80d18312d1a9b3620a03385748c0a833a060adf3a7bcb48b728fb955833401c687dbb802789b9c3533b0b270367923c972b59,0,0.09862618740120359,0.9013738125987965,high_churn_risk_true_N,
9397,8d2aba049e46cc46f61ea132e0ad3709a4d58445d2849e748ef2bb57516486197a0d2f8bd7507ef5ad7ce9d7c1270d8c7da70e086045daa6566acad3da49bdaa,1,0.11973003022974883,0.8802699697702512,high_churn_risk_false_positive,
15770,3f9557bc7c5b0833212f5a271416ac0795c07f521de25b2b13cf67a21d9316e0e78718b7d75f969ddd2f1756a2408c823d1dd48927c7726b68b8b21afdb3b122,1,0.13046918031428814,0.8695308196857119,high_churn_risk_false_positive,
15279,e0d66ba64db8f789549a4cbff15f8672b559637f549feda1f409fb48deb6005ddcf2d56d840b2ea9c3ee1422ae5ddfdabe55203722aac545e9d67d0c14d888aa,1,0.14031079933923252,0.8596892006607675,high_churn_risk_false_positive,
16702,3329867cb02280dd6b948d34f06be8c755046cb864c3d975a4c30b00e01d2d5b3f0d8d83409f790a603d3b99b4e3164c3ad08964a9ec1772c8897627f2be21af,1,0.9946892185098622,0.00531078149013775,low_churn_risk_true_Y,
19925,fefb6e1df6ac86400716e4522f9a9426ca6c9633641df2e18ea8376a917569be59c569504731502766f5cacddea516b942eccf32118b6775e50ac39033d20325,1,0.9943988208519796,0.005601179148020385,low_churn_risk_true_Y,
17695,6d5e92bb20a778f0ed3b6bc3d2b71e91a919e8346d5ab334e9f64649efa5e515f68b5c9b6864d0f2d2a9e72c561add10f6d2e03aeb2c0c5f4f9ab29b4813cd13,1,0.994070485206749,0.0059295147932509895,low_churn_risk_true_Y,
13302,70baf1c1eaaae68a58f3df7ba5a9a3fa29dcc4157875808c313895f034ac2f40e2e2b1bb9b09d32666ff4e3c238e6546d9f04c1f79dc421bda6ad3bd0c64ff8b,1,0.5001922278264802,0.4998077721735198,mid_score_ambiguous,0.00019222782648020686
817,3608662a72e2437226dffcea6fd482cbc9fcbd27728719a97b2bf9cfc23bc1eed49b909cd87f7730144ee2aee46789f35836959d4db49c808f01bc0bc81c0c21,0,0.4998022577991161,0.5001977422008839,mid_score_ambiguous,0.00019774220088392136
10603,7e99d5513863b621d69b8607876d7ce21750dd5c9139cdf35bf7a77b890b3c0418d217d9a05723e8c711857b1534fc908d64ff99de2c3fad55ac5efe5e98bd04,0,0.4997124272263349,0.5002875727736651,mid_score_ambiguous,0.00028757277366509015
