column_name,patched_primary_role,patched_feature_family,why_excluded_from_standard_eda,possible_future_resolution,possible_sensitivity_use
product_code,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
price,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
billing_method,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
max_screen,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
is_churn_prevented,leakage_suspect,outcome_or_intervention_proxy,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,resolve_intervention_timing_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
payment_device,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
is_user_verified,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
gender,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
age,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_date,date_or_time_anchor,subscription_anchor,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_allowed_date_derivations_only,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_hour,acquisition,registration_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_registration_context_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
end_date,timing_review_required,subscription_end_timing_review,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,06_common_preprocessing_and_final_cohort_260513,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
is_standard,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
is_premium,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
age_group,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
is_female,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
is_male,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_is_weekend,acquisition,registration_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_registration_context_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_hour_morning,acquisition,registration_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_registration_context_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_hour_afternoon,acquisition,registration_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_registration_context_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_hour_evening,acquisition,registration_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_registration_context_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
reg_hour_night,acquisition,registration_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_registration_context_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
payment_is_mobile,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
payment_is_pc,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
payment_is_android,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
payment_is_ios,membership_context,membership_context,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_metadata_semantics_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
total_watch_count,aggregate_usage_review,usage_aggregate,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_total_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
unique_movie,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
watch_days,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
active_ratio,retention,usage_behavior_ratio,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_ratio_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
total_watch_time(min),aggregate_usage_review,usage_aggregate,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_total_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
watch_per_day,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
avg_watch_time(min),aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
median_watch_time(min),aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
std_watch_time(min),aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
avg_daily_watch_time(min),aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
max_watch_time(min),aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
max_daily_watch_time(min),aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
max_daily_sessions,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
recency,timing_review_required,content_recency,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_recency_reference_date,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
avg_gap_between_watch_days,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
max_inactive_gap_days,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
avg_rewatch_ratio,aggregate_usage_review,engagement_depth,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_ratio_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
weekend_watch_ratio,aggregate_usage_review,viewing_pattern,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_ratio_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
watch_ratio_under_1m,aggregate_usage_review,short_watch_behavior,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_ratio_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
watch_ratio_under_5m,aggregate_usage_review,short_watch_behavior,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_ratio_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
movie_per_active_day,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
max_day_share,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
day_count_over_3times,aggregate_usage_review,usage_behavior_summary,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_usage_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
new_movie_in_90d_ratio,content_recency,content_recency,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
new_movie_in_180d_ratio,content_recency,content_recency,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
new_movie_in_365d_ratio,content_recency,content_recency,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
old_movie_ratio(5y),genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
avg_ott_release_year,content_recency,content_metadata_recency,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
genre_diversity_count,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
action_adventure_ratio,genre_ratio,content_genre,05b marks this column as review-required; step 08 conservative EDA uses only 06 conservative safe features.,confirm_content_window_before_modeling,"May be used only in a later review-resolved or sensitivity analysis, not standard step 08 EDA."
