trial,mean_valid_auc,mean_train_auc,gap,overfit,kernel,C,gamma,degree
75,0.8593408200693794,0.8800024789080606,0.020661658838681207,False,rbf,98.71455472389931,0.0003323848144808403,
130,0.8592997017162064,0.8799343127938573,0.020634611077650855,False,rbf,84.19404876933177,0.00035869824096713824,
199,0.8592746146765545,0.8805599921633354,0.021285377486780832,False,rbf,96.36347902691591,0.00034527619978828443,
131,0.859263841571223,0.88015522231546,0.02089138074423691,False,rbf,82.18659607458773,0.0003674313732044625,
176,0.8592607914170168,0.8805015281142374,0.021240736697220597,False,rbf,87.12235729428967,0.0003619369368292723,
163,0.8592566082262731,0.8802699975439152,0.021013389317642073,False,rbf,84.56088444181468,0.00036470798683945984,
185,0.8592410536520637,0.8814500598134598,0.022209006161396094,False,rbf,99.90913395074111,0.0003534336107206551,
197,0.8592353445433607,0.8814261046777391,0.022190760134378373,False,rbf,97.82810111564562,0.0003570959168754096,
151,0.8592258935884542,0.8794552366232891,0.020229343034834812,False,rbf,72.13855442706314,0.0003793330762108819,
121,0.8592103258670953,0.8817840981279274,0.022573772260832015,False,rbf,99.3689267844228,0.0003596068586795152,
127,0.8592008113399228,0.8816172723258173,0.02241646098589456,False,rbf,98.87319051418893,0.00035708086478249704,
161,0.8591992610371276,0.8815018677854166,0.02230260674828899,False,rbf,97.3711107426371,0.0003584445363126859,
182,0.8591965849852172,0.8808194330760959,0.021622848090878666,False,rbf,83.81667835098169,0.00037445363147229835,
112,0.8591906939449789,0.8781511886840476,0.01896049473906869,False,rbf,99.05301850686456,0.00030432508542510166,
141,0.8591825451175487,0.8829140900902012,0.023731544972652507,False,rbf,99.76809663423248,0.0003787407804827806,
148,0.8591792934118244,0.8795899223453214,0.020410628933496988,False,rbf,70.46976711073258,0.00038757442749019246,
156,0.8591788456207183,0.8812908138229891,0.022111968202270793,False,rbf,84.37420421888899,0.00038135117842986614,
97,0.859168328109465,0.8813375767591086,0.022169248649643647,False,rbf,84.4628445541562,0.00038239820342933625,
165,0.8591675196172306,0.8828685354544883,0.0237010158372577,False,rbf,98.66063779647197,0.0003808712222124902,
181,0.8591568286355408,0.8825467556671335,0.023389927031592705,False,rbf,84.68421702136916,0.00040565792712437784,
142,0.859156569678037,0.8811644496364159,0.02200787995837894,False,rbf,84.18867587171594,0.0003803542185408603,
106,0.8591368492382478,0.8797861309968955,0.020649281758647664,False,rbf,63.18703904975504,0.0004140732677008996,
145,0.8591346305334169,0.8786704231795739,0.019535792646157013,False,rbf,70.17650568979003,0.000372132698934712,
95,0.859134023872986,0.882993590508361,0.02385956663537503,False,rbf,85.23215548288327,0.0004125078863350089,
79,0.8591320178260219,0.8784893315332301,0.019357313707208168,False,rbf,73.69399626934775,0.00035949287813373944,
133,0.8591319500757415,0.8832962246518626,0.024164274576121136,False,rbf,99.90348077720819,0.0003847719502740832,
70,0.8591250986810802,0.8808184055311404,0.021693306850060212,False,rbf,73.75423468522355,0.0004009477859809377,
193,0.8591136709602356,0.8837606354444951,0.024646964484259515,False,rbf,85.94001960112276,0.0004248143308902187,
152,0.8590864352083172,0.8785075391410014,0.01942110393268426,False,rbf,63.69499262847277,0.0003884413922574383,
168,0.8590864004529195,0.8781697652083423,0.019083364755422827,False,rbf,71.51339543758749,0.0003599992546206568,
157,0.8590860300468695,0.8825628265782356,0.02347679653136614,False,rbf,71.83980126961004,0.0004410911684550571,
73,0.8590793237612779,0.8780991198253986,0.01901979606412063,False,rbf,76.25190329097032,0.0003462126015715659,
192,0.8590791404808502,0.8780754811795862,0.018996340698736014,False,rbf,69.18345587309634,0.0003640020511276981,
90,0.8590612273656293,0.878503448136026,0.0194422207703967,False,rbf,61.089188051142266,0.00039646325345674735,
72,0.859056680495687,0.8845412204564868,0.0254845399607998,False,rbf,99.60003486451639,0.0004078597339158565,
191,0.8590539724386985,0.8784267766251463,0.019372804186447823,False,rbf,62.034848613429055,0.0003911232787644441,
117,0.859039066313722,0.8776165944067678,0.018577528093045803,False,rbf,82.30128546508918,0.000325930818710389,
91,0.8590302572388018,0.8848488594592061,0.02581860222040433,False,rbf,98.8458669175858,0.0004155479273515804,
88,0.8590269870867715,0.8847406720884002,0.02571368500162874,False,rbf,98.42581742455349,0.00041415018729502184,
179,0.8590236989176694,0.8777620204442627,0.01873832152659327,False,rbf,71.35153787849984,0.0003519902837092273,
92,0.8590205941865993,0.8846686033130065,0.02564800912640719,False,rbf,97.12678574439951,0.0004153457011492085,
89,0.8589998755538497,0.8850562477528531,0.026056372199003364,False,rbf,96.59711824129067,0.0004239184660150911,
171,0.858995375412778,0.8845619465043708,0.02556657109159277,False,rbf,85.00587021252139,0.0004430423786741104,
146,0.8589741265587278,0.8830567356793957,0.02408260912066784,False,rbf,64.40683312120079,0.0004781033804668081,
132,0.858973440524975,0.8843989015634957,0.025425461038520614,False,rbf,69.90572699863552,0.0004851721986930573,
184,0.8589473642089626,0.8851023614049662,0.02615499719600367,False,rbf,85.76731764249082,0.0004511639222000308,
174,0.8589383964399335,0.8851829001049826,0.026244503665049046,False,rbf,80.60677392372853,0.0004663762550059219,
111,0.858936488265132,0.8850375411619666,0.02610105289683462,False,rbf,80.61396962850164,0.0004637953281854205,
143,0.8589205308681722,0.8769649395521076,0.01804440868393542,False,rbf,81.91395281163145,0.00031429496701932297,
149,0.8589164511815681,0.8841607562552417,0.02524430507367359,False,rbf,50.59633690404345,0.0005675184484183069,
124,0.8589162824759846,0.8841808270374732,0.025264544561488633,False,rbf,52.4410306476264,0.000558086131056224,
180,0.8588977993389264,0.8844323122841089,0.025534512945182497,False,rbf,58.54035394432494,0.0005333549601058934,
139,0.858886418627238,0.8796023164853665,0.02071589785812844,False,rbf,41.84089945483379,0.0005089466950611611,
