membership_row_id,w1_3_genre_covered_watch_time,w1_3_genre_unique_count,w1_3_genre_entropy,w1_3_top_genre,w1_3_top_genre_watch_time,w1_3_content_has_watch_obs,w1_3_genre_missing_watch_time,w1_3_genre_covered_watch_ratio,w1_3_genre_missing_watch_ratio,w1_3_top_genre_watch_ratio,w1_3_release_month_covered_watch_ratio,w1_3_avg_ott_release_month_weighted,w1_3_recent_content_watch_ratio,w1_3_old_content_watch_ratio,w1_3_genre_ratio_drama,w1_3_genre_watch_time_drama,w1_3_genre_session_count_drama,w1_3_genre_ratio_thriller_crime,w1_3_genre_watch_time_thriller_crime,w1_3_genre_session_count_thriller_crime,w1_3_genre_ratio_horror,w1_3_genre_watch_time_horror,w1_3_genre_session_count_horror,w1_3_genre_ratio_comedy,w1_3_genre_watch_time_comedy,w1_3_genre_session_count_comedy,w1_3_genre_ratio_action_adventure,w1_3_genre_watch_time_action_adventure,w1_3_genre_session_count_action_adventure,w1_3_genre_ratio_sf_fantasy,w1_3_genre_watch_time_sf_fantasy,w1_3_genre_session_count_sf_fantasy,w1_3_genre_ratio_romance,w1_3_genre_watch_time_romance,w1_3_genre_session_count_romance,w1_3_genre_ratio_documentary,w1_3_genre_watch_time_documentary,w1_3_genre_session_count_documentary,w1_3_genre_ratio_animation_family,w1_3_genre_watch_time_animation_family,w1_3_genre_session_count_animation_family,w1_3_genre_ratio_historical_war,w1_3_genre_watch_time_historical_war,w1_3_genre_session_count_historical_war,w1_3_genre_ratio_other,w1_3_genre_watch_time_other,w1_3_genre_session_count_other
1,518.0,6,1.1646263092254479,Drama,202.0,1,0.0,1.0,0.0,0.38996138996138996,1.0,201947.38223938225,0.416988416988417,0.0,0.38996138996138996,202.0,3,0.361003861003861,187.0,3,0.0,0.0,0,0.0,0.0,0,0.22972972972972974,119.0,4,0.0,0.0,0,0.013513513513513514,7.0,1,0.0,0.0,0,0.003861003861003861,2.0,1,0.0,0.0,0,0.0019305019305019305,1.0,1
2,4.0,2,0.5623351446188083,Action/Adventure,3.0,1,0.0,1.0,0.0,0.75,1.0,201929.25,0.25,0.0,0.25,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.75,3.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
3,129.0,2,0.04539477814685819,Thriller/Crime,128.0,1,0.0,1.0,0.0,0.9922480620155039,1.0,201813.26356589148,0.007751937984496124,0.0,0.0,0.0,0,0.9922480620155039,128.0,1,0.0,0.0,0,0.007751937984496124,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
5,0.0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
6,492.0,5,1.1588886219430774,Thriller/Crime,267.0,1,0.0,1.0,0.0,0.5426829268292683,1.0,201966.57926829267,0.5101626016260162,0.0,0.0,0.0,0,0.5426829268292683,267.0,2,0.2459349593495935,121.0,2,0.0,0.0,0,0.0,0.0,0,0.08739837398373984,43.0,1,0.12195121951219512,60.0,2,0.0020325203252032522,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
7,99.0,1,-0.0,Thriller/Crime,99.0,1,0.0,1.0,0.0,1.0,1.0,201806.0,0.0,0.0,0.0,0.0,0,1.0,99.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
8,0.0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
9,276.0,7,1.550631537403339,Romance,113.0,1,0.0,1.0,0.0,0.40942028985507245,1.0,201779.55434782608,0.427536231884058,0.11231884057971014,0.050724637681159424,14.0,2,0.03260869565217391,9.0,4,0.06521739130434782,18.0,1,0.18478260869565216,51.0,2,0.2318840579710145,64.0,6,0.0,0.0,0,0.40942028985507245,113.0,2,0.0,0.0,0,0.0,0.0,0,0.025362318840579712,7.0,5,0.0,0.0,0
10,170.0,1,-0.0,SF/Fantasy,170.0,1,0.0,1.0,0.0,1.0,1.0,201403.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,170.0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
11,954.0,6,1.1722695410168662,Historical/War,411.0,1,0.0,1.0,0.0,0.4308176100628931,1.0,201668.36163522012,0.0010482180293501049,0.20964360587002095,0.37840670859538783,361.0,4,0.0,0.0,0,0.011530398322851153,11.0,1,0.0,0.0,0,0.0031446540880503146,3.0,1,0.0,0.0,0,0.1540880503144654,147.0,2,0.0220125786163522,21.0,2,0.0,0.0,0,0.4308176100628931,411.0,8,0.0,0.0,0
12,187.0,3,0.1563751825161644,Drama,181.0,1,0.0,1.0,0.0,0.9679144385026738,1.0,201710.9732620321,0.0053475935828877,0.0,0.9679144385026738,181.0,3,0.0,0.0,0,0.0053475935828877,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.026737967914438502,5.0,1,0.0,0.0,0
13,502.0,2,0.5257963718131892,SF/Fantasy,392.0,1,0.0,1.0,0.0,0.7808764940239044,1.0,202073.20916334662,0.9262948207171314,0.0,0.0,0.0,0,0.21912350597609562,110.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.7808764940239044,392.0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
14,275.0,2,0.6574882094327704,Horror,174.0,1,0.0,1.0,0.0,0.6327272727272727,1.0,202006.88363636364,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.6327272727272727,174.0,3,0.36727272727272725,101.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
15,771.0,5,1.535451768262866,Horror,269.0,1,0.0,1.0,0.0,0.34889753566796367,1.0,201717.3476005188,0.11543450064850844,0.16861219195849547,0.17769130998702984,137.0,2,0.20103761348897536,155.0,3,0.34889753566796367,269.0,4,0.0,0.0,0,0.11154345006485085,86.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.1608300907911803,124.0,3,0.0,0.0,0,0.0,0.0,0
16,19.0,3,0.5366645624845252,Drama,16.0,1,0.0,1.0,0.0,0.8421052631578947,1.0,201441.7894736842,0.0,0.8947368421052632,0.8421052631578947,16.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.10526315789473684,2.0,1,0.05263157894736842,1.0,1,0.0,0.0,0
17,326.0,4,1.32760894570032,Drama,102.0,1,0.0,1.0,0.0,0.3128834355828221,1.0,201777.4417177914,0.3128834355828221,0.3098159509202454,0.3128834355828221,102.0,1,0.0,0.0,0,0.0,0.0,0,0.3098159509202454,101.0,2,0.0,0.0,0,0.2607361963190184,85.0,1,0.1165644171779141,38.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
18,1018.0,9,1.7487369485556026,Drama,324.0,1,0.0,1.0,0.0,0.3182711198428291,1.0,201691.60117878192,0.0009823182711198428,0.30353634577603145,0.3182711198428291,324.0,6,0.27111984282907664,276.0,4,0.0029469548133595285,3.0,1,0.1100196463654224,112.0,2,0.0275049115913556,28.0,1,0.014734774066797643,15.0,2,0.04420432220039293,45.0,4,0.08742632612966601,89.0,3,0.0,0.0,0,0.0,0.0,0,0.1237721021611002,126.0,1
19,333.0,3,0.8037198741913316,Historical/War,214.0,1,0.0,1.0,0.0,0.6426426426426426,1.0,201773.15915915917,0.0,0.05405405405405406,0.0,0.0,0,0.3033033033033033,101.0,2,0.0,0.0,0,0.0,0.0,0,0.05405405405405406,18.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.6426426426426426,214.0,5,0.0,0.0,0
20,100.0,5,1.4983043489852084,Romance,38.0,1,0.0,1.0,0.0,0.38,1.0,201889.36,0.23,0.0,0.13,13.0,1,0.0,0.0,0,0.0,0.0,0,0.11,11.0,1,0.0,0.0,0,0.0,0.0,0,0.38,38.0,4,0.15,15.0,1,0.0,0.0,0,0.0,0.0,0,0.23,23.0,2
21,0.0,0,0.0,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
22,125.0,2,0.5319242077044304,Animation/Family,97.0,1,0.0,1.0,0.0,0.776,1.0,201696.928,0.224,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.224,28.0,2,0.0,0.0,0,0.776,97.0,1,0.0,0.0,0,0.0,0.0,0
23,4.0,1,-0.0,Horror,4.0,1,0.0,1.0,0.0,1.0,1.0,202012.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,1.0,4.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
24,120.0,4,0.6519623964206619,Action/Adventure,98.0,1,0.0,1.0,0.0,0.8166666666666667,1.0,202087.925,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.041666666666666664,5.0,2,0.10833333333333334,13.0,1,0.8166666666666667,98.0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.03333333333333333,4.0,1,0.0,0.0,0,0.0,0.0,0
25,207.0,5,1.5315038620044734,SF/Fantasy,56.0,1,0.0,1.0,0.0,0.27053140096618356,1.0,201892.68599033816,0.47342995169082125,0.27053140096618356,0.2560386473429952,53.0,1,0.1932367149758454,40.0,2,0.06763285024154589,14.0,2,0.0,0.0,0,0.21256038647342995,44.0,1,0.27053140096618356,56.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
26,12.0,1,-0.0,Romance,12.0,1,0.0,1.0,0.0,1.0,1.0,201709.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,12.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
27,40.0,1,-0.0,Animation/Family,40.0,1,0.0,1.0,0.0,1.0,1.0,201706.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.0,40.0,2,0.0,0.0,0,0.0,0.0,0
28,475.0,3,0.7056911432252682,SF/Fantasy,248.0,1,0.0,1.0,0.0,0.5221052631578947,1.0,202007.34736842106,0.5263157894736842,0.0,0.0,0.0,0,0.002105263157894737,1.0,1,0.0,0.0,0,0.0,0.0,0,0.47578947368421054,226.0,4,0.5221052631578947,248.0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
29,241.0,3,1.0155848783712411,Drama,115.0,1,0.0,1.0,0.0,0.47717842323651455,1.0,202022.70539419088,0.8381742738589212,0.0,0.47717842323651455,115.0,1,0.0,0.0,0,0.36099585062240663,87.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.16182572614107885,39.0,1,0.0,0.0,0,0.0,0.0,0
