full_name,size_bytes
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/README.md,4052
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/15_existing_oof_inventory_before_hotfix.csv,2495
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/15_existing_oof_artifact_validation.csv,4324
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/15_oof_hotfix_input_validation.csv,3092
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/15_source_fingerprint_before_after.csv,9173
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/PUBLIC_15_oof_score_hotfix_final_checks.csv,5580
PUBLIC/handoff/PUBLIC_15_oof_score_hotfix_260520/PUBLIC_15_oof_score_hotfix_zip_inventory.csv,2379
PUBLIC/notebooks/15_oof_score_or_sensitivity_260520/15_four_model_oof_score_generation_hotfix_260520.ipynb,1035
PUBLIC/notebooks/15_oof_score_or_sensitivity_260520/15_four_model_oof_score_generation_hotfix_260520_executed.ipynb,3572
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/README.md,3948
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_model_config_extraction.csv,1679
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_feature_policy_check.csv,985
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_split_policy_check.csv,884
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_score_long.csv,13852127
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_score_wide.csv,6227550
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_score_wide_promo0.csv,3019403
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_score_wide_promo1.csv,3208441
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_metric_summary.csv,1235
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_fold_distribution_check.csv,2968
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_gb_lr_high_risk_overlap.csv,1456
PUBLIC/results/15_oof_score_or_sensitivity_260520/four_model_oof_scores_hotfix_260520/15_oof_readiness_for_shap_segmentation.csv,2227
PUBLIC/note.md,99529
