window,feature,mean,std,min,max
w1_1,w1_1_genre_covered_watch_time,100.04014709063378,163.73369818839856,0.0,4766.0
w1_1,w1_1_genre_unique_count,1.2747133895738698,1.3725697879526166,0.0,10.0
w1_1,w1_1_genre_entropy,0.23088569387268346,0.3838095683408127,0.0,2.0120551585356434
w1_1,w1_1_top_genre_watch_time,70.34691758598312,102.05295751592276,0.0,2879.0
w1_1,w1_1_content_has_watch_obs,0.6373783257624919,0.48076729823972825,0.0,1.0
w1_1,w1_1_genre_missing_watch_time,0.0,0.0,0.0,0.0
w1_1,w1_1_genre_covered_watch_ratio,0.6373783257624919,0.48076729823972825,0.0,1.0
w1_1,w1_1_genre_missing_watch_ratio,0.0,0.0,0.0,0.0
w1_1,w1_1_top_genre_watch_ratio,0.5258599064741399,0.4331823581982913,0.0,1.0
w1_1,w1_1_release_month_covered_watch_ratio,0.6373783257624919,0.48076729823972825,0.0,1.0
w1_1,w1_1_avg_ott_release_month_weighted,128610.45163997496,97009.56773450084,0.0,202103.0
w1_1,w1_1_recent_content_watch_ratio,0.15500306015733412,0.33555111535164256,0.0,1.0
w1_1,w1_1_old_content_watch_ratio,0.12426898927422361,0.2836778725587763,0.0,1.0
w1_1,w1_1_genre_ratio_drama,0.11659509060906882,0.2773276600614957,0.0,1.0
w1_1,w1_1_genre_watch_time_drama,18.242266926238372,53.946412520003236,0.0,1158.0
w1_1,w1_1_genre_session_count_drama,0.39619294830196844,0.95457222951561,0.0,15.0
w1_1,w1_1_genre_ratio_thriller_crime,0.09188140281984554,0.24918403244408902,0.0,1.0
w1_1,w1_1_genre_watch_time_thriller_crime,15.12874756651525,48.9214285509428,0.0,1200.0
w1_1,w1_1_genre_session_count_thriller_crime,0.3037854207224746,0.8184411572143672,0.0,24.0
w1_1,w1_1_genre_ratio_horror,0.018659256501782004,0.11524315496605127,0.0,1.0
w1_1,w1_1_genre_watch_time_horror,2.8016006921912178,19.486514374920056,0.0,588.0
w1_1,w1_1_genre_session_count_horror,0.07704953493402553,0.48628213150929006,0.0,24.0
w1_1,w1_1_genre_ratio_comedy,0.053141117983425946,0.19398399180607578,0.0,1.0
w1_1,w1_1_genre_watch_time_comedy,7.731386545533203,32.191144087807395,0.0,509.0
w1_1,w1_1_genre_session_count_comedy,0.17153363616699113,0.5720884176355165,0.0,9.0
w1_1,w1_1_genre_ratio_action_adventure,0.07599942325422226,0.2287958672067892,0.0,1.0
w1_1,w1_1_genre_watch_time_action_adventure,11.858403634003894,41.95999464496436,0.0,764.0
w1_1,w1_1_genre_session_count_action_adventure,0.2750594851827817,0.79108699212428,0.0,14.0
w1_1,w1_1_genre_ratio_sf_fantasy,0.07639694871362158,0.23834977632289098,0.0,1.0
w1_1,w1_1_genre_watch_time_sf_fantasy,12.415314730694353,52.909808380896955,0.0,1368.0
w1_1,w1_1_genre_session_count_sf_fantasy,0.2718581008003461,0.9209859361102515,0.0,17.0
w1_1,w1_1_genre_ratio_romance,0.061889842133353065,0.20836487851468008,0.0,1.0
w1_1,w1_1_genre_watch_time_romance,9.085528877352369,45.32612536714554,0.0,2879.0
w1_1,w1_1_genre_session_count_romance,0.21938135409906986,0.7587429077715364,0.0,28.0
w1_1,w1_1_genre_ratio_documentary,0.01324418587917694,0.09862157165201965,0.0,1.0
w1_1,w1_1_genre_watch_time_documentary,1.6807700627298292,14.504682034176371,0.0,750.0
w1_1,w1_1_genre_session_count_documentary,0.04918883841661259,0.3046375345561132,0.0,8.0
w1_1,w1_1_genre_ratio_animation_family,0.07478947671057455,0.24366566247053295,0.0,1.0
w1_1,w1_1_genre_watch_time_animation_family,10.617477828250054,45.096185043379265,0.0,880.0
w1_1,w1_1_genre_session_count_animation_family,0.2601341120484534,1.0077319322737806,0.0,23.0
w1_1,w1_1_genre_ratio_historical_war,0.04709827045824766,0.17956469017092774,0.0,1.0
w1_1,w1_1_genre_watch_time_historical_war,9.279645252000865,43.95199835340905,0.0,1469.0
