USER_KEY,product_code,price,billing_method,is_promotion,is_churn_prevented,payment_device,is_user_verified,gender,age,reg_date,reg_hour,end_date,is_repurchase,is_basic,is_standard,is_premium,age_group,is_female,is_male,payment_is_mobile,payment_is_pc,payment_is_android,payment_is_ios,reg_is_weekend,reg_hour_morning,reg_hour_afternoon,reg_hour_evening,reg_hour_night,total_watch_count,unique_movie,watch_days,total_watch_time(min),active_ratio,watch_per_day,avg_watch_time(min),median_watch_time(min),std_watch_time(min),max_watch_time(min),avg_daily_watch_time(min),max_daily_watch_time(min),max_daily_sessions,recency,avg_gap_between_watch_days,max_inactive_gap_days,avg_gap_w1_watch_days,avg_gap_w2_watch_days,avg_gap_w3_watch_days,avg_rewatch_ratio,weekend_watch_ratio,watch_ratio_under_1m,watch_ratio_under_5m,is_cold_start_3d,is_cold_start_7d,movie_per_active_day,max_day_share,day_count_over_3times,watch_time(min)_w1,watch_session_w1,watch_time(min)_w2,watch_session_w2,watch_time(min)_w3,watch_session_w3,retention_w2_ratio,retention_w3_ratio,diff_between_w2_w1,diff_between_w3_w2,diff_between_w3_w1,is_w1_over_50pct,is_w2_over_50pct,is_w3_over_50pct,is_only_w1,is_only_w2,is_only_w3,new_movie_in_90d_ratio,new_movie_in_180d_ratio,new_movie_in_365d_ratio,old_movie_ratio(5y),avg_ott_release_year,genre_diversity_count,action_adventure_ratio,family_animation_ratio,drama_ratio,thriller_crime_ratio,sf_fantasy_ratio,comedy_ratio,romance_ratio,horror_ratio,documentary_ratio,historical_war_ratio,other_ratio
3c1f896f1bba7572b29d388a07e01e86fb0d3fbfe51608b69ad34f84e9767dc2677c5411779af4cb68dc32556ecbe2718f347382c3a3502771fe838268e980ca,pk_1506,13.49,140,0,0,ios,0,N,40.0,2021-03-06,10,2021-04-07,1,0,1,0,40,0,0,0,0,0,1,1,1,0,0,0,4.0,2.0,1.0,167.0,0.047619047619047616,4.0,41.75,35.5,40.574006457336694,95.0,167.0,167.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,167.0,4.0,1.0,168.0,0.0,167.0,167.0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,2018.2994011976048,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21026cbc660d69f02985f06f89311143560d14f56da617373a322ed0e9d8f14234dbecdc607628feb6f255b1147b900b82696c70474437669454ea5099382f66,pk_2026,10900.0,151,0,0,android,1,F,30.0,2021-03-05,11,2021-04-05,0,0,1,0,30,1,0,0,0,1,0,0,1,0,0,0,3.0,3.0,2.0,196.0,0.09523809523809523,1.5,65.33333333333333,68.0,28.09507667427397,92.0,98.0,128.0,2.0,15.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.5,0.6530612244897959,0.0,196.0,3.0,0.0,0.0,0.0,0.0,0.005076142131979695,1.0,-196.0,0.0,-196.0,1,0,0,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,2019.2244897959183,3.0,0.3469387755102041,0.0,0.46938775510204084,0.1836734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9f62fd6bcf3d05654aa56613849786585d400b4d648f469b4a39718908173efe1be22262d5f572ffe42ca37373a1fe9a9ed57311739df05c8e1add72a59b49b8,pk_1489,100.0,180,1,0,pc,1,F,20.0,2021-03-07,14,2021-04-07,1,0,0,1,20,1,0,0,1,0,0,1,0,1,0,0,5.0,3.0,3.0,84.0,0.14285714285714285,1.6666666666666667,16.8,1.0,31.56263613832026,73.0,28.0,73.0,3.0,15.0,2.5,4.0,2.5,0.0,0.0,0.2,0.2,0.6,0.6,1,1,1.0,0.8690476190476191,1.0,84.0,5.0,0.0,0.0,0.0,0.0,0.011764705882352941,1.0,-84.0,0.0,-84.0,1,0,0,1,0,0,0.4,0.4,0.4,0.0,2020.5238095238096,3.0,0.8690476190476191,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.11904761904761904,0.0,0.0,0.0
dc0e4f383ea9013d97d791cc8df89c55228384f3c3ccbf95a946c78fc878c4f026d40d4d21b9cb07e5d954299a592151b5b57aad3743df434140044dde5f764b,pk_1487,100.0,131,1,0,android,1,F,35.0,2021-03-14,20,2021-04-14,1,1,0,0,30,1,0,0,0,1,0,1,0,0,1,0,4.0,4.0,1.0,215.0,0.047619047619047616,4.0,53.75,43.5,63.16842565712715,127.0,215.0,215.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0,0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,215.0,4.0,1.0,216.0,0.0,215.0,215.0,0,0,1,0,0,1,0.25,0.25,0.25,0.0,2017.8186046511628,3.0,0.0,0.0,0.9906976744186047,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004651162790697674
6ee82b19b54fc38df48fe1bf339486667e0b78f9de73c9c0fedcccd582d0074b4a128bf5061fbf9517422f81a859cf237f6fa46ba9f9861bbec5a17b325f0505,pk_1508,9.99,140,0,0,ios,0,F,40.0,2021-03-15,16,2021-04-16,0,1,0,0,40,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4158cf3c235bde588fc558e41e4fdc425fd0884ffd08165b226cc12f0d51830df0dbb898aa6856c0315a4b60c1f8a9adc6af92708234afee11749cccceb101e8,pk_1489,13900.0,190,0,0,android,1,M,30.0,2021-03-13,0,2021-04-13,1,0,0,1,30,0,1,0,0,1,0,1,0,0,0,1,8.0,8.0,6.0,722.0,0.2857142857142857,1.3333333333333333,90.25,106.0,55.31403851774753,167.0,120.33333333333333,167.0,3.0,3.0,2.6,4.0,0.0,2.0,0.0,0.0,0.375,0.0,0.0,0,1,1.3333333333333333,0.23130193905817176,1.0,116.0,1.0,484.0,6.0,122.0,1.0,4.145299145299146,0.2536082474226804,368.0,-362.0,6.0,0,1,0,0,0,0,0.0,0.0,0.0,0.25,2017.2216066481994,4.0,0.12049861495844875,0.0,0.0,0.6939058171745153,0.0,0.0,0.16066481994459833,0.0,0.0,0.024930747922437674,0.0
6a4402c5ff264cb9a02f6b4d1ab7d17e0ce7d5465fe87e765a1b00b21b6b0270e3d0948967b4b95b778eb16d5db64bb85c864ecb41e45738aa8cd4d48c8797e2,pk_2025,100.0,151,1,0,android,1,M,45.0,2021-03-04,22,2021-04-04,1,1,0,0,40,0,1,0,0,1,0,0,0,0,1,0,4.0,1.0,4.0,74.0,0.19047619047619047,1.0,18.5,7.5,23.69950773047125,54.0,18.5,54.0,1.0,5.0,5.0,9.0,3.0,0.0,0.0,0.25,0.0,0.0,0.25,1,1,0.25,0.7297297297297297,0.0,69.0,3.0,0.0,0.0,5.0,1.0,0.014285714285714285,6.0,-69.0,5.0,-64.0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,2014.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
07aa2c0cea9635cddf26af90617bac9972f1e7cfcfc4ae03865315887b8d0036d56712fce78d10ead8a1d534cdeafcd76c0b0b6ff8e9db32dea11b0f903c2469,pk_2026,100.0,151,1,0,android,1,M,30.0,2021-03-09,21,2021-04-09,1,0,1,0,30,0,1,0,0,1,0,0,0,0,1,0,3.0,3.0,2.0,20.0,0.09523809523809523,1.5,6.666666666666667,4.0,5.507570547286102,13.0,10.0,17.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0,0,1.5,0.85,0.0,0.0,0.0,3.0,1.0,17.0,2.0,4.0,4.5,3.0,14.0,17.0,0,0,1,0,0,0,0.0,0.0,0.0,0.3333333333333333,2017.35,3.0,0.0,0.0,0.2,0.65,0.0,0.0,0.15,0.0,0.0,0.0,0.0
b60bda991c5b40eca556092d25785dd0b7ca3a993b3d39062ec7638436e33032720958b12b4c3f4daa60704bbfb77decd80968ff846455735af06efe0b08dcb6,pk_1488,10900.0,180,0,0,ott,1,M,45.0,2021-03-07,14,2021-04-07,1,0,1,0,40,0,1,0,0,0,0,1,0,1,0,0,11.0,9.0,4.0,140.0,0.19047619047619047,2.75,12.727272727272727,2.0,29.695423583747413,101.0,35.0,101.0,8.0,0.0,2.0,3.0,0.0,0.0,2.0,0.09090909090909091,0.18181818181818182,0.45454545454545453,0.7272727272727273,0,0,2.25,0.7214285714285714,1.0,0.0,0.0,0.0,0.0,140.0,11.0,1.0,141.0,0.0,140.0,140.0,0,0,1,0,0,1,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.36363636363636365,2018.2285714285715,5.0,0.0,0.0,0.02142857142857143,0.7214285714285714,0.0,0.014285714285714285,0.2357142857142857,0.0,0.0,0.0,0.007142857142857143
2c9e80c677c690bfeb917e06ba130224c1fea91326fe9e1e461729587c295f6775aa9e8a0d9c2aca4f6c91e5c68bcc1267568130c0e5fa1cf6ccefb558bc8bc9,pk_1487,7900.0,134,0,0,android,1,F,35.0,2021-03-10,19,2021-04-10,0,1,0,0,30,1,0,0,0,1,0,0,0,0,1,0,5.0,4.0,3.0,73.0,0.14285714285714285,1.6666666666666667,14.6,8.0,16.801785619391765,40.0,24.333333333333332,40.0,3.0,2.0,6.5,10.0,0.0,0.0,0.0,0.2,0.2,0.4,0.4,0,1,1.3333333333333333,0.547945205479452,1.0,10.0,3.0,23.0,1.0,40.0,1.0,2.1818181818181817,1.7083333333333333,13.0,17.0,30.0,0,0,1,0,0,0,0.0,0.0,0.0,0.2,2017.5205479452054,4.0,0.0136986301369863,0.0,0.0136986301369863,0.547945205479452,0.0,0.0,0.0,0.0,0.4246575342465753,0.0,0.0
