USER_NUM,MOVIE_NUM,watch_time(min),watch_day,watch_seq
1,10978,124,20210324,1
2,7541,1,20210310,1
2,40,1,20210321,1
2,13893,85,20210327,1
2,13893,150,20210327,2
2,559,5,20210328,1
2,13893,1,20210328,2
2,559,50,20210328,3
7,9247,1,20210320,1
7,2170,1,20210320,2
7,611,8,20210320,3
7,9247,48,20210320,4
8,2842,2,20210320,1
8,6082,68,20210324,1
8,6082,43,20210324,2
8,10865,20,20210326,1
13,6880,1,20210320,1
13,6880,60,20210320,2
13,4216,155,20210327,1
13,12484,56,20210327,2
13,6654,107,20210327,3
13,6654,1,20210327,4
13,2198,4,20210327,5
13,10232,68,20210327,6
13,2198,94,20210328,1
13,10693,151,20210328,2
13,13093,1,20210401,1
13,13093,1,20210401,2
13,8283,1,20210401,3
14,7121,100,20210306,1
14,2198,1,20210306,2
14,3767,90,20210306,3
14,6533,1,20210306,4
14,6533,124,20210306,5
14,5168,1,20210311,1
14,10828,1,20210313,1
14,2198,1,20210313,2
14,10828,116,20210314,1
14,1616,133,20210320,1
14,2198,1,20210320,2
14,1616,4,20210320,3
14,10600,5,20210327,1
16,9650,18,20210308,1
16,7896,1,20210308,2
16,3736,109,20210312,1
16,3736,29,20210313,1
16,9650,43,20210313,2
16,9650,18,20210317,1
16,9650,1,20210326,1
18,3009,122,20210327,1
18,2170,1,20210327,2
18,2170,97,20210327,3
18,3009,1,20210327,4
20,13893,1,20210322,1
20,10526,1,20210327,1
20,4396,1,20210403,1
21,1616,102,20210324,1
22,4100,35,20210313,1
22,5946,200,20210320,1
22,5946,100,20210320,2
23,2394,162,20210315,1
23,2394,162,20210315,1
23,12364,148,20210320,1
23,12364,14,20210320,2
23,6880,2,20210320,3
23,6880,2,20210320,3
23,13180,60,20210324,1
24,14250,2,20210319,1
24,10281,6,20210319,2
24,14250,20,20210320,1
24,14250,84,20210320,2
24,6654,3,20210320,3
24,13893,3,20210320,4
24,2198,3,20210320,5
24,6654,106,20210321,1
24,6654,1,20210322,1
24,13893,1,20210322,2
29,9959,27,20210303,1
29,9959,34,20210304,1
29,2198,24,20210305,1
29,9959,26,20210305,2
29,12648,1,20210306,1
29,12648,54,20210306,2
29,2198,54,20210308,1
29,2198,12,20210309,1
32,8968,1,20210310,1
32,1765,20,20210310,2
33,3766,1,20210311,1
34,12097,15,20210306,1
34,14071,86,20210308,1
34,5038,6,20210309,1
34,1589,3,20210309,2
34,3620,26,20210323,1
34,2922,61,20210323,2
34,2922,61,20210323,2
34,255,31,20210323,3
34,5991,9,20210324,1
34,2874,4,20210324,2
34,1302,1,20210325,1
34,300,10,20210325,2
35,8599,140,20210304,1
35,12705,63,20210304,2
35,2943,60,20210311,1
35,2943,84,20210311,2
35,1616,139,20210314,1
35,13215,112,20210318,1
35,10682,118,20210318,2
35,1494,128,20210320,1
35,5184,106,20210321,1
35,10508,108,20210322,1
35,8106,168,20210323,1
35,13596,88,20210323,2
36,2198,141,20210320,1
36,2198,1,20210320,2
36,13893,143,20210328,1
36,13893,149,20210328,2
37,5220,35,20210310,1
37,7133,3,20210310,2
37,5220,63,20210310,3
37,5220,18,20210310,4
37,5220,31,20210311,1
37,6654,11,20210313,1
37,6654,10,20210315,1
37,6654,41,20210315,2
38,6926,113,20210305,1
38,5085,5,20210315,1
38,5085,1,20210315,2
38,1892,1,20210315,3
38,5085,97,20210315,4
39,14250,129,20210327,1
40,1842,38,20210307,1
41,1610,135,20210314,1
41,1610,44,20210314,2
41,1610,82,20210315,1
41,1126,102,20210328,1
41,1610,28,20210329,1
44,10639,6,20210321,1
44,13893,1,20210321,2
44,2170,1,20210330,1
44,9963,1,20210330,2
44,10238,1,20210330,3
44,2170,1,20210401,1
45,2198,92,20210311,1
45,7592,62,20210312,1
45,3090,104,20210312,2
45,7592,200,20210312,3
45,5081,111,20210312,4
45,7758,87,20210313,1
45,10828,1,20210313,2
46,2198,7,20210318,1
46,6319,37,20210319,1
46,8736,1,20210321,1
46,3495,1,20210321,2
46,1284,1,20210321,3
46,8736,1,20210321,4
46,8736,66,20210322,1
50,559,76,20210314,1
50,12641,36,20210318,1
50,6167,135,20210320,1
50,14250,100,20210327,1
50,14250,1,20210327,2
50,12484,14,20210327,3
50,12484,200,20210327,4
50,11934,177,20210329,1
50,3411,1,20210330,1
50,7340,1,20210330,2
52,14596,37,20210320,1
52,14596,12,20210321,1
52,5218,1,20210321,2
52,5218,9,20210321,3
52,14596,20,20210321,4
55,4278,2,20210312,1
55,14250,99,20210315,1
55,13893,2,20210319,1
55,6075,109,20210327,1
58,2198,93,20210310,1
58,5843,1,20210313,1
58,8556,52,20210319,1
58,8556,49,20210319,2
58,8556,14,20210319,3
58,10958,63,20210320,1
58,5843,1,20210321,1
63,13215,10,20210321,1
63,10508,2,20210326,1
63,1494,95,20210326,2
66,5414,85,20210326,1
69,4108,12,20210301,1
69,5085,21,20210301,2
69,6477,19,20210301,3
69,13236,70,20210301,4
69,10282,63,20210305,1
69,6477,51,20210306,1
69,6477,71,20210306,2
69,10294,1,20210306,3
69,6477,3,20210306,4
69,12212,80,20210307,1
69,1319,1,20210309,1
69,1319,132,20210310,1
69,269,4,20210310,2
69,8843,7,20210315,1
69,5020,1,20210315,2
69,987,109,20210315,3
71,8232,130,20210319,1
72,8121,5,20210314,1
72,7286,91,20210315,1
72,13821,11,20210327,1
72,13180,29,20210328,1
80,4201,118,20210321,1
80,4367,1,20210321,2
80,12399,90,20210323,1
80,1616,82,20210324,1
80,1616,4,20210326,1
81,1832,84,20210321,1
84,11582,101,20210320,1
84,7106,114,20210323,1
84,8970,1,20210323,2
84,12764,36,20210324,1
84,10237,61,20210403,1
86,14596,1,20210306,1
86,9934,1,20210306,2
86,608,1,20210313,1
86,1390,114,20210313,2
86,608,113,20210314,1
86,608,1,20210314,2
86,9934,111,20210314,3
86,4804,1,20210321,1
86,13110,26,20210321,2
86,13110,1,20210321,3
86,1065,1,20210321,4
86,13584,1,20210321,5
86,7321,1,20210327,1
87,1914,1,20210312,1
87,4216,76,20210320,1
87,4216,76,20210327,1
87,6612,102,20210328,1
87,4248,94,20210328,2
89,9302,1,20210308,1
89,6847,1,20210308,2
89,14467,3,20210313,1
89,14026,1,20210315,1
89,14274,1,20210318,1
89,9110,1,20210320,1
89,1616,1,20210320,2
89,1832,1,20210322,1
89,8037,1,20210323,1
89,10526,1,20210328,1
95,14407,2,20210314,1
95,300,17,20210314,2
95,12930,5,20210314,3
95,7525,4,20210315,1
95,4201,18,20210318,1
95,255,10,20210324,1
95,3620,3,20210401,1
95,5822,18,20210401,2
95,255,14,20210401,3
96,688,108,20210301,1
96,7211,133,20210306,1
96,5038,40,20210313,1
96,1589,33,20210313,2
96,5991,10,20210313,3
98,11132,74,20210314,1
98,4216,126,20210320,1
98,12438,116,20210322,1
98,9534,3,20210322,2
98,12484,52,20210322,3
98,10232,1,20210322,4
99,14509,116,20210309,1
99,5298,113,20210309,2
99,12181,37,20210312,1
99,7874,17,20210317,1
99,1900,108,20210317,2
100,11814,76,20210313,1
100,11814,19,20210313,2
100,1046,109,20210314,1
100,10085,89,20210314,2
100,912,35,20210314,3
100,6654,59,20210319,1
100,5084,87,20210320,1
100,8760,103,20210320,2
100,4216,124,20210325,1
100,4278,67,20210325,2
100,13938,29,20210329,1
100,11488,13,20210329,2
100,7693,114,20210401,1
100,3010,137,20210401,2
100,11369,95,20210402,1
100,14452,54,20210403,1
100,11312,111,20210403,2
100,13733,9,20210403,3
100,9152,51,20210403,4
103,5184,30,20210318,1
103,5184,1,20210318,2
103,7941,38,20210325,1
103,5298,117,20210403,1
103,10925,54,20210403,2
106,596,110,20210321,1
109,14250,1,20210315,1
109,4364,1,20210316,1
109,5414,1,20210403,1
110,987,23,20210320,1
110,4008,5,20210322,1
110,4008,18,20210330,1
111,10508,4,20210317,1
111,2508,69,20210318,1
111,10978,109,20210326,1
112,13118,6,20210410,1
112,13118,1,20210410,2
112,13118,30,20210411,1
112,13118,1,20210411,2
113,2198,17,20210313,1
113,1000,44,20210314,1
113,10958,119,20210321,1
113,10958,1,20210321,2
113,6271,1,20210325,1
113,12365,99,20210325,2
113,6271,94,20210328,1
113,8693,101,20210403,1
116,6172,166,20210312,1
116,6172,11,20210312,2
116,1706,200,20210312,3
116,1706,40,20210312,4
116,1706,17,20210313,1
116,1706,1,20210317,1
116,7243,200,20210317,2
116,8968,61,20210317,3
116,8556,31,20210318,1
116,2276,121,20210318,2
116,8556,143,20210318,3
116,9224,2,20210318,4
116,10655,2,20210318,5
116,2276,19,20210318,6
116,10593,2,20210318,7
116,8556,1,20210318,8
116,11008,2,20210318,9
116,1791,1,20210318,10
116,8968,48,20210319,1
116,8968,19,20210319,2
116,8968,193,20210320,1
116,8968,20,20210320,2
116,616,3,20210320,3
116,8968,30,20210320,4
116,12329,62,20210321,1
119,14250,1,20210317,1
119,14250,101,20210325,1
119,5184,109,20210328,1
119,9152,65,20210330,1
122,12385,1,20210315,1
122,7874,8,20210315,2
122,13209,1,20210316,1
122,7874,6,20210317,1
122,7874,7,20210317,2
122,5184,14,20210320,1
122,5184,100,20210321,1
122,3674,8,20210321,2
122,7874,3,20210330,1
127,4213,1,20210301,1
127,1698,1,20210301,2
127,12454,7,20210301,3
127,11604,2,20210301,4
127,8965,1,20210301,5
127,6521,1,20210301,6
127,11769,116,20210301,7
127,2198,1,20210301,8
127,4848,1,20210305,1
127,5636,1,20210305,2
127,5081,2,20210305,3
127,11538,1,20210305,4
130,2170,1,20210327,1
130,2170,1,20210327,1
130,2170,2,20210327,2
130,2170,2,20210327,2
130,6491,2,20210327,3
130,2170,91,20210327,4
130,2170,91,20210327,4
130,1864,82,20210328,1
130,1864,82,20210328,1
130,10347,1,20210328,2
130,1864,1,20210328,3
130,1864,1,20210328,3
130,6242,91,20210329,1
130,6242,91,20210329,1
131,10828,1,20210307,1
132,4033,1,20210311,1
132,14250,1,20210312,1
132,7220,1,20210313,1
132,9302,1,20210313,2
132,9859,1,20210319,1
132,7220,78,20210320,1
132,6588,1,20210322,1
132,10130,1,20210324,1
132,10526,1,20210324,2
133,9119,35,20210313,1
133,5184,25,20210320,1
