model_family,promo_scope,feature_name,feature_family,mean_feature_value,mean_shap_value,corr_feature_value_shap,direction_summary,interpretation_caveat,notes
LogisticRegression,promo0,is_churn_prevented,historical_churn_prevention_context,0.2105,-0.0042446148742910465,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_user_verified,membership_context,0.5355,0.0024204768057148256,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_standard,membership_context,0.2565,0.003727632570214346,0.9999999999999983,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_premium,membership_context,0.0935,0.00035706666828234435,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,age_group,demographic_context,34.34,0.006081010682402726,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_female,demographic_context,0.4555,0.004681262615296121,0.9999999999999997,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_male,demographic_context,0.2235,-0.0012870398491503345,0.999999999999999,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,reg_is_weekend,technical_or_unknown,0.3435,0.006150846202670632,0.9999999999999994,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,reg_hour_morning,technical_or_unknown,0.2285,0.0005401781038571531,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,reg_hour_afternoon,technical_or_unknown,0.231,-0.002223948611582811,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,reg_hour_evening,technical_or_unknown,0.3335,-0.006814625092816479,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,reg_hour_night,technical_or_unknown,0.207,0.0012230407868935897,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,total_watch_count,weekly_usage,6.594,0.0028821649630857205,0.9999999999999994,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,unique_movie,content_preference,4.6265,-0.003106875067862205,-0.9999999999999998,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_days,weekly_usage,3.5715,0.02098967461589366,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,active_ratio,technical_or_unknown,0.17007142857142854,0.020989674615893236,0.999999999999999,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,total_watch_time_min,weekly_usage,294.9495,-0.0008385315893552654,-0.9999999999999998,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_per_day,weekly_usage,1.7346656246531247,0.00043544529452315615,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_watch_time_min,weekly_usage,42.53643702849107,-0.001677781088221281,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,median_watch_time_min,weekly_usage,36.8015,-0.001260326651855325,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,std_watch_time_min,weekly_usage,33.08105646968668,0.002177303735667312,0.9999999999999999,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_daily_watch_time_min,weekly_usage,73.79227364996115,-0.012431393017058649,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,max_watch_time_min,weekly_usage,90.52,-0.0007436918843229272,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,max_daily_watch_time_min,weekly_usage,129.9695,0.00546260011385241,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,max_daily_sessions,weekly_usage,2.677,-0.009228162495918953,0.9999999999999993,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,recency,technical_or_unknown,6.2215,-0.004962587242102447,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_gap_between_watch_days,weekly_usage,3.40642243034743,0.0003187144707880564,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_gap_w1_watch_days,weekly_usage,0.6443499999999999,0.0004062075421113597,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_gap_w2_watch_days,weekly_usage,0.6337833333333333,-0.0013258649409580512,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_gap_w3_watch_days,weekly_usage,0.6493416666666667,-0.006885631077985268,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,max_inactive_gap_days,technical_or_unknown,5.333,0.006985946141221051,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_rewatch_ratio,weekly_usage,0.1507262243896105,-0.0013746145125144412,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,weekend_watch_ratio,weekly_usage,0.3632524222088959,0.004334980557543887,-0.9999999999999998,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_ratio_under_1m,weekly_usage,0.21555621121454255,-0.026543708617835563,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_ratio_under_5m,weekly_usage,0.30686058349220824,-0.002698144884869699,0.9999999999999992,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,movie_per_active_day,content_preference,1.2620138569763568,0.002743152685886759,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,max_day_share,technical_or_unknown,0.5726451745256707,-0.02110246809673353,0.9999999999999994,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,day_count_over_3times,technical_or_unknown,0.703,0.004564026969423849,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_time_min_w1,weekly_usage,99.22,-0.002135231210973272,-0.9999999999999996,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_time_min_w2,weekly_usage,97.7535,-0.0005816789070435347,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_time_min_w3,weekly_usage,97.976,0.004209695546064982,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_session_w1,weekly_usage,2.2585,-0.005787715953945196,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_session_w2,weekly_usage,2.173,0.002420958379469746,0.9999999999999997,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,watch_session_w3,weekly_usage,2.1625,-0.051482253381697596,0.9999999999999996,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,diff_between_w2_w1,weekly_usage,-1.4665,-0.006814563168310786,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,diff_between_w3_w1,weekly_usage,-1.244,0.006622691951947494,-0.9999999999999998,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,diff_between_w3_w2,weekly_usage,0.2225,0.003611082312185638,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_w1_over_50pct,weekly_usage,0.29,0.001855926327544444,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_w2_over_50pct,weekly_usage,0.2665,-0.09410852393696643,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_w3_over_50pct,weekly_usage,0.289,0.008150172124055086,0.9999999999999989,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_only_w1,technical_or_unknown,0.0875,-0.004581004560069484,-0.9999999999999986,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_only_w2,technical_or_unknown,0.0815,-0.006871514587036007,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_only_w3,technical_or_unknown,0.089,7.238499628867264e-05,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,new_movie_in_90d_ratio,content_preference,0.1702032616384447,-0.0005344302356661015,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,new_movie_in_180d_ratio,content_preference,0.20655266932656025,0.0020665821561743716,0.9999999999999987,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,new_movie_in_365d_ratio,content_preference,0.2576418916826366,-5.677894801644479e-05,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,old_movie_ratio_5y,content_preference,0.16283474402674225,0.00024367000208616897,-0.9999999999999986,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,avg_ott_release_year,content_preference,1891.7335059547145,0.007175695598482282,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,genre_diversity_count,genre_preference,2.915,0.005400482997137795,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,action_adventure_ratio,genre_preference,0.09339686651524615,0.0254131759541238,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,family_animation_ratio,genre_preference,0.1041082631526231,0.02423091863530513,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,drama_ratio,genre_preference,0.16480564262599556,-0.008353058666223875,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,thriller_crime_ratio,genre_preference,0.11685728880254823,-0.029413405703526005,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,sf_fantasy_ratio,technical_or_unknown,0.12011957994810513,0.013838596709995585,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,comedy_ratio,genre_preference,0.09962219647672876,-0.013476803332836795,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,romance_ratio,genre_preference,0.09821973140864862,-0.0027859261216597138,0.9999999999999987,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,horror_ratio,genre_preference,0.029400206490573417,-0.01026202819923648,-0.9999999999999992,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,documentary_ratio,genre_preference,0.01832190481817502,0.005701718521301434,-0.9999999999999964,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,historical_war_ratio,technical_or_unknown,0.06529738766234179,0.003458405402213049,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,other_ratio,technical_or_unknown,0.027350932099014173,-0.0001730619931701407,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_basic,membership_context,0.65,0.0046651847310338595,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_cold_start_3d_fixed,onboarding_activation,0.3955,0.007113525320251406,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,is_cold_start_7d_fixed,onboarding_activation,0.644,-0.0025721554456528376,-0.9999999999999973,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,log_retention_w2_ratio,retention_decay,-0.07273171086590957,-0.07365642811550512,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo0,log_retention_w3_ratio,retention_decay,0.0533784481843739,0.01001991574458191,0.9999999999999996,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,is_churn_prevented,historical_churn_prevention_context,0.165,0.03348292941454863,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,is_user_verified,membership_context,1.0,0.0,,insufficient_variation,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,is_standard,membership_context,0.164,-0.00822654807909117,0.9999999999999974,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,is_premium,membership_context,0.2345,0.004660438772053796,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,age_group,demographic_context,29.37,-0.005852665898380849,0.9999999999999996,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,is_female,demographic_context,0.6155,-0.0016215074109551986,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,is_male,demographic_context,0.3845,-0.012184340418681234,-1.0,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,reg_is_weekend,technical_or_unknown,0.372,-5.064112424694605e-05,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,reg_hour_morning,technical_or_unknown,0.1345,-0.0008114813287326165,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,reg_hour_afternoon,technical_or_unknown,0.2505,0.00422613920535295,-0.9999999999999987,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,reg_hour_evening,technical_or_unknown,0.4275,0.00016944796496811334,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,reg_hour_night,technical_or_unknown,0.1875,0.0011015263997685059,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,total_watch_count,weekly_usage,6.5445,-0.009100257743625407,-0.9999999999999996,higher_feature_value_tends_to_decrease_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,unique_movie,content_preference,4.601,0.003721854328463742,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,watch_days,weekly_usage,3.5395,0.01519951216047858,1.0,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
LogisticRegression,promo1,active_ratio,technical_or_unknown,0.16854761904761897,0.015199512160478334,0.9999999999999983,higher_feature_value_tends_to_increase_repurchase_score,"Direction summary is model behavior, not causal effect.",Correlation uses sampled rows for SHAP explanation.
