membership_row_id,USER_KEY,is_repurchase_label,repurchase_score,churn_risk_score
2,4ec765db76545c1d6dda9f421590bf9d02f584009f8d92100afeef4594ee72306b661c43d19086f82f85f02bbb5716280f52bb7f0fde823a0656a830a0e6e41f,0,0.20006237448827643,0.7999376255117235
42,8a9217ad1f2e18ba77d15d1eb0f73c4ea0c3105df50ccb8511122376fa6dfca3cc04fe7be3c15d4b920e1eccd13605a5e19927651751c436a36426f70d7eec92,1,0.7437222766772292,0.25627772332277077
47,dd6f29255829683dfe5531ffcabf6499bb6fc872a4dfc78f467e6979641697d6f47b952bdc8fd5db1b6ce840888eb556a2225562d669166e1578afa9f6c659be,0,0.7029001480432768,0.29709985195672317
48,a02a14ff1ab86edbfe46ad5a6a7fce054dc83c39aa7c362622171c550dcfe7099733a95d986e379eedfcb8edb5adc79c3f2439a56104f63410b83a10131c8ea5,1,0.9911941999380597,0.008805800061940317
64,69d2bf8e8eeaf6841830a7463d812e7b4004b31bdb8268b89c5330490197ffb4becbd6930202b813364a83fe20cea166db50b472de6fbc64f1b587fc93a9b942,1,0.9000742101709214,0.09992578982907863
77,5001f3439e676716df0fbe765c252772cb2a5a876fb35accb54c39589e548421f70f17edc938f037df707fbddb1074053230097bfd6793b8dd68fcb9e6f3e512,1,0.9777858903550093,0.02221410964499071
91,3134c156e69d7c9e8e2893d8ec976fdd9d9afde58f700cc075e359925b748c31777663ce4ced40b3be6caf843d9b92a517b43ca5cd0cfd82b8b3c76807acc7d9,0,0.4897840782127134,0.5102159217872866
114,a0b706494275eed5e96e5d3c64cb3acb4e48c6af6aaf3cbace364d7432ccb3f2ff6c802dc26da4a5f3223dc18992ed251ebe937e10c54d65aea5f89b1751f261,1,0.9523244711081856,0.04767552889181437
135,2a602ae8309eb6385bc0702d840671ec74b087b2ce8e65801298992e0632e09afc77a7167dba4e6b2549391e429124e09cae2324e44ca589b27edc5220b8fd18,1,0.8052816830533593,0.19471831694664066
142,3a531c3c332ba300b9a57d37f656addd318c9c0f01f478120a9ad24a32a186dcc276d6a7ab77168870d660fc6b706d812a74def29bc80bd90c2a3c8eb6f557f7,1,0.9755778308506294,0.024422169149370565
147,a3fb0fbb5c6baa68768bafa2fe84070a0d09d05de1d5a3fb1031913cf212c7bb9807f0c8da6fd21367d92c053dacab372728848ac2aea6837338ae14b81d4d03,1,0.35672250131216177,0.6432774986878382
176,9e45e179fb0c1e17a0057f5b0b39dd17485cae2b1292050b49c6241345599af94c2fae6746926664b39ab931b3c63cced7904d4c769e4e410a3e5ee1814e8c0a,1,0.9446630842490328,0.05533691575096722
181,c01511c8c09b96a42d5860d06757e77ec8f4875884614198fcdc86665ddeed7c72f19c699bb3f9b5665c2dec47fd5f3b58c2532339c061bdcef2d75e9f98e8f4,1,0.38269714807679944,0.6173028519232006
184,19e3f5e6ca1894ddb544b0ff90d74f7d598b6b51e355c156d470b35d8394721ddbc9baabd77ef67192ee3c7259b26dad0ec2bde1d60c24fc833654ac0966e4c4,0,0.8137953695541079,0.18620463044589208
185,6a37e15545e9533a200135a89b4a82af8b65ae907622d1f75a08122acc8ec9ffa8348ab636d53639c3afbb7d6aa1bbceebe0057e5f8f2eb5db246cd1be1e39a9,1,0.979022665700164,0.020977334299835948
186,3e4eb264f239cd0f720202f93aa7b295699562f5e7f1efa95102153c1d7280a9501334fa99dbc980a47ba02f950b317c5f6d3d4005537e9d03b7a9ef5ad904dd,1,0.7510963152873238,0.2489036847126762
227,4206c923cfe0aa27c0b1106c88b876d60e1520b08f874de37ddf78314f52839680a761d54467c8ab3637a15fc0cfaab5566121efa658ec5aa37801b19d5649c0,1,0.5842628342696655,0.4157371657303345
236,5c9f180650338f7a17aa0da7757a3f92bfe37b1c25f0e7f673e88a32392daa818d4a9ed19638a3f615f22756da25179950bd187863a889f4da06308b81994f43,1,0.6714164664879244,0.3285835335120756
255,7326446afb7924904282d3ed404cafd083b5630740a767c9b6ddc685032ba205ea98404e785a1ca4f43c4fcbbcd83485cfd49e4a88912914bb6cfc78fc7bb81c,0,0.13721974798459555,0.8627802520154044
267,dd640cb7a3b361402e2413807918ef040f3ee6f20bf470dc1a4e0d5b23924d7b165d03178652867be58ab24d3f89f388d52f09656e0057f868fe900c847107d6,1,0.7762352770184192,0.2237647229815808
293,e1843282dffbd1616174b9cae90c817a8f5f4a7d8b467a7d42aa604449201a3c9558c02ceaff0c7245c1004cc377623345f9dde5c8ba991653430f99f2974e0a,0,0.5934740374859037,0.40652596251409634
298,c4252ffd4c2364c6b047b3306df55ac5b834b34f8a17d70882430c979b964d4bdf259f3cb213294198cf43c7d8658639275a2b004a9b201be88c44a45acdb7d2,1,0.9832242791969341,0.016775720803065886
322,45d3f330c0b8f9c4ce51e0bf5bd62e0479e2c45b55c0477a794a21b4d5211cf7ee873e823106b22235608f08da3ce009e646bae55c87277bef48f67c21ce8073,1,0.7306597052186781,0.26934029478132193
329,2bff4748b205ab5bbe7099ceb2c6a66d6725ba0f926dfb578f64d5a4c5bca3bd804c7f1d3222f47ce58d66471fb4928d16123c3cf460986800b23f0a20e98caa,1,0.3297773584018864,0.6702226415981136
335,776ed8646c8479df7173c5c279c883ed76df9a904d9c7eff6eae0e9a42a435f64b2a58a81193503b32445ffc80607db89edbfeb27a829abce5313ec068666a4b,1,0.8452170766310048,0.15478292336899524
343,03fad0989cf6a4e3a881f472e2dfc7f10d005dba9eff866d7fb9304b577249c50d49ae74587e9c0995b4208093c312cf7e67d379a55873ebb1e8ada5dad8a11b,1,0.4334955419409444,0.5665044580590556
360,fad11b32d11354c420a84ef15cda4739815df1553a645433ba1753a3149d6fa8fe63b4a439ba52c635a6bf2dbedbb0502ec46c870a0d50816b0f84390a747145,1,0.9499321377734229,0.05006786222657711
374,5b6312a1e8187773c9e7d11e5dd19ab50c258141ab5b97c4e5f81d0f6fca20897fb444ae04c9c594562f8cf317612f689bf7776ddc922fbc57a7e71b0baaadf6,1,0.7202725459455871,0.2797274540544129
380,79b15654094b0ca1c16fc7a4d454bbcde78351db80422c7bcbd268f1bb44c320dfa5a708d0c15680e9447d7ff0cb9f5e5123cbe9ca819d2700b4ecd37e7d68b2,1,0.5798394338550238,0.4201605661449762
381,55dda105441f697c7cbb4a6e57e9641862a81e6efa6e858b0fc208ed8ca5f2ea59e5d62d3ac0f4ec497884e915aa979944486204a32c9e67f768d3f5ae272027,1,0.7943605548367942,0.20563944516320576
397,784e75c3772ba7ad94aca539fddf97a3c65d5ee1a7a90124210983e6a7ccdb0d3e72707f1adeef69b4765252d6a08144887444b1871592da17685ef05f55940a,1,0.3259635679599853,0.6740364320400147
399,2c7e877244bbb4614746a634b15213dd2bf7cc9447e29dcfa9acd9ca53e671ca5f9f7515af7bbfbb80a6708ab59ce4883df71dfe10202ec87a4b116b910b5053,0,0.7911431614235311,0.20885683857646886
401,e395075e75eb80d0b2db8e4586debc88bdb5813e57059023d664670fc8822304acd495f0dff0c0c52d938296640a0da3633ca275fb1d386779da02d9cfccd6e6,1,0.6874832618919497,0.31251673810805025
418,dd92b02822787c09e75a12e0232ea5a61565ccc85cf3854699be09ea571f51ec5a58909c9d0faca474aa7523e4e082facd05646c672885050923f512c6f549a2,0,0.5433169191607529,0.45668308083924714
422,3a3eb9b677c5f2688de2fd8f46b67680b80fe8834ee8a26f8729191ff7b28f7f89211807a74e166322097e7ca3d0d9f3cef5bb85335a30239d788b22e9bf41b8,1,0.9594005219379059,0.040599478062094074
436,aee51802d8a2e3f500e043d6d50b21960f06d55cc0ea377727279cdd3bc9e94f4c8abd629fc45afe24a44be64b7bff0860dcc37c39979678330054f19cdfeee9,1,0.891835463382792,0.10816453661720804
458,4779eb3569114caf02b618b4da89f950d2c36f4505b15d9a8faff6e3b9dd4c8327c7e5f22665bd1d1d1340b2b6c901f3f25ff762fd85aee56146946e8649485a,1,0.9874364297284135,0.0125635702715865
472,c447871c9a6d2e4cc1742d00eee18e2e56b2833b4983d452e9510e14b8f698961f09df795703ce77cdbf9a37895d79dabb2afd8ea393d15a532fa4a3964e95f6,0,0.3643063347559509,0.635693665244049
480,e31fa6c217cb0c6c734c82bb78503b0eaa616900487dc2f6d6a752b81967b054f56fba005356312501a4f13a308de211a198eea039dab11fdb4a741866ff1410,0,0.86331114370645,0.13668885629355
487,8488a7d40ba2903f853f5cd8ba3872d69488456a65e6aa7a12fc711b0bb6a1442fc5a8161cc8e0fdcfc03a0b5ab41b233fe992a931ffa4256883c7251f3c7677,1,0.7592679250580483,0.2407320749419517
489,c9314e60e4e08d4681c35c942ad759dd85d151fdb5d0bccced1f6ada0976e81ee614df7d0552397116213a2fe31fac3a03189c91062f4c515d9f4546599ad866,1,0.89044128572895,0.10955871427105002
501,9f2bc1aadca1e86d59103f44b928505092762ef5c9fe18bb9bbda61f75b5362a35c21813fd2f5a02023eb281784c98fe9f5412d53de878093c2d2de19e00da4f,1,0.9135624276229674,0.08643757237703265
513,b7b96bf18c208ba935e1c776e96c09eda741fc375d4b93a8779818888df9f053937cd22c357981dca0366ca04fd7492a769eafbb00ba95517ab9874e7059e86b,1,0.9329154638533238,0.0670845361466762
525,70b3733e0c3665f66f7e1f5b073ba47f7fca9a60eba3de9eea517f5a55eb439413161161b6155614ec8e339904473a0dad751841202ba58c7fe29a6183184135,1,0.8943108733803642,0.10568912661963581
528,d34522e876fa021c756c598a9ad5f5e5555ff1659fad354e81d8f3cff9086864a69641cb2c04a46997838de2ef9d732c8d9a9bb9c549c5b5902111148a5d63b0,1,0.35742703882784116,0.6425729611721589
551,2cfc1a3ace52f6525bf470cffd81b1e3341226e9e34a6191cdcfcce483c0a49104674f82431331195d03eb572a88a2b415b11279646ca7a0950b4d3332c55d38,1,0.9333233303753778,0.06667666962462215
561,5aa96c0fcf04cdd19fb33479a1533e9738e6857ccb7bf85fde63083bf2182dccefcb3569b07f36c2a79e5204a65529722a003564fd403c5840c9ec66fa15dd91,1,0.7762599044707352,0.22374009552926477
569,f131d00a38ca83a4b93778b8ff7de53ca7b5ef312e4f43687e8b9fc5e5f74bcb861c49ef1cbca656acc959a4dbb23876a8e7715e1c1ad754d03b1c81c71b9ba0,0,0.7779745437447407,0.22202545625525927
572,247b47bb563f70886d9f6c403d96a3aa3e4a4ad0484fe6ad07385ab08e4b5a79330447bd7ca66b9fcee8d712547fede085d138f72842512ae6f207f5be4b6ce6,1,0.2823260532350035,0.7176739467649965
603,2927f09c6f66b6c3ccd5c21491000b0914e4177f2f1bd650712e35ebbdb8a9cc1942f5c90f122ce9537899ed8780c3912b8ab87304c30303fe7ce90677fdcf56,1,0.9575115270038401,0.042488472996159876
606,b790969e9f042a79109b71dda85cbd9f436297bb522bb58eda37ff64dcfe985710dc369f1a0091fa7bee4c907404121b4c461ace3a1af5a2b66c68be00e8bf30,1,0.5936378405441237,0.4063621594558763
617,d766a111cbf8cb2bb81f869ce4e570b22c12a1605d31b29c3efad6283967af1da0c08140dde3e421578f34f6f34613f7ff9e911bae66bf5b3cf74f33bf6284f2,1,0.6077871069726959,0.3922128930273041
